POI_ID,POI_Name,Country,Region_type,POI_Latitude,POI_Longitude,POI_Type_Detailed,Time_To_Visit,Family_Friendly_Index,Transit_Time,Local_Transfer(USD),Accessebility_Value,Visitor_Volume,Seasonality_Index,Food_Index,Operating_Hours,Safety_Index,Cost_of_POI,connectivity_index
POI_00781,Rosewood Resort Hotel - Kyoto,Japan,Historical,35.015526,135.772032,Resort Hotel,77.7,100,49,32,68,800000,60,60,24,81,179,76
POI_00782,Belmond Cruise Terminal - Seoul,South Korea,Suburban,37.578986,126.995422,Cruise Terminal,147.2,83,114,80,52,800000,43,65,13,74,84,64
POI_00783,Belmond Adventure Center - Toronto,Canada,Historical,43.65328,-79.384989,Adventure Center,9.3,100,35,18,45,800000,63,59,10,62,176,61
POI_00784,Belmond Spa Resort - United Kingdom,United Kingdom,Mountain,54.66138,-3.303998,Spa Resort,38.7,82,76,74,63,800000,85,55,12,81,230,73
POI_00785,Soneva Visitor Center - United Kingdom,United Kingdom,Historical,54.704564,-3.276449,Visitor Center,11.8,91,45,42,43,800000,55,63,12,63,147,75
POI_00786,Soneva Mountain Resort - Paris,France,Rural,48.830587,2.355613,Mountain Resort,40.8,100,77,52,60,800000,49,67,9,75,327,55
POI_00787,One&Only Resort - San Francisco,United States,Suburban,37.750333,-122.408802,Resort,78.5,84,111,119,47,800000,50,73,15,61,75,58
POI_00788,One&Only Mountain Resort - Miami,United States,Coastal,25.76314,-80.197153,Mountain Resort,97.6,89,37,16,69,800000,66,72,10,70,348,56
POI_00789,Jumeirah Tech Hub - France,France,Mountain,46.639236,1.850232,Tech Hub,11.6,98,111,150,51,800000,60,68,12,62,149,68
POI_00790,Fairmont Hotel - Amsterdam,Netherlands,Rural,52.36508,4.885727,Hotel,48.7,93,60,73,46,800000,33,64,24,78,55,55
POI_00791,Fairmont Luxury Hotel - France,France,Suburban,46.572806,1.921302,Luxury Hotel,65.0,100,50,30,59,800000,42,58,24,78,50,67
POI_00792,Shangri-La Luxury Hotel - Vienna,Austria,Island,48.248313,16.378065,Luxury Hotel,56.1,100,90,100,56,800000,61,55,24,85,85,60
POI_00793,Shangri-La Mountain Resort - Dubai,UAE,Historical,25.244635,55.29451,Mountain Resort,98.7,99,23,17,63,800000,44,66,10,66,220,75
POI_00794,Shangri-La Spa Resort - Cancun,Mexico,Coastal,21.201001,-86.874463,Spa Resort,108.5,100,76,72,50,800000,64,67,13,81,285,73
POI_00795,Peninsula Business Hotel - Kyoto,Japan,Historical,35.02554,135.786882,Business Hotel,77.0,100,32,34,65,800000,52,58,24,74,50,56
POI_00796,Banyan Hotel - Kyoto,Japan,Historical,34.995397,135.810214,Hotel,102.5,87,50,57,61,800000,38,67,24,74,123,54
POI_00797,Banyan Resort Hotel - France,France,Metropolitan,46.562284,1.878085,Resort Hotel,116.6,78,26,23,71,800000,47,69,24,70,142,85
POI_00798,Anantara Resort - United Kingdom,United Kingdom,Rural,54.702629,-3.245327,Resort,48.9,100,76,85,50,800000,45,61,14,74,57,75
POI_00799,Anantara Business Hotel - Dubai,UAE,Suburban,25.189347,55.302417,Business Hotel,69.2,78,52,38,59,800000,37,72,24,74,34,64
POI_00800,Anantara Spa Resort - Melbourne,Australia,Coastal,-37.84739,144.92131,Spa Resort,24.0,99,56,69,56,800000,62,57,14,61,106,57
POI_00801,Minor Hotel - Las Vegas,United States,Mountain,36.190575,-115.144284,Hotel,35.6,87,77,65,51,800000,84,63,24,64,141,65
POI_00802,Centara Hotel - Paris,France,Rural,48.875023,2.362378,Hotel,29.2,100,49,26,50,800000,49,62,24,81,123,72
POI_00803,Centara Resort Hotel - Bangkok,Thailand,Coastal,13.790238,100.505327,Resort Hotel,55.8,100,100,142,67,800000,60,57,24,71,194,63
POI_00804,Marriott Resort Hotel - Mumbai,India,Coastal,19.092557,72.91714,Resort Hotel,28.2,100,107,96,60,800000,89,61,24,77,76,58
POI_00805,Hilton Tourist Office - London,United Kingdom,Metropolitan,51.50597,-0.08335,Tourist Office,3.0,99,12,16,59,800000,44,85,9,79,81,81
POI_00806,Hilton Cruise Terminal - Rome,Italy,Historical,41.872947,12.539586,Cruise Terminal,195.2,100,23,19,55,800000,40,60,8,80,164,56
POI_00807,InterContinental Luxury Hotel - Shanghai,China,Rural,31.234253,121.446978,Luxury Hotel,87.5,100,101,84,54,800000,52,73,24,73,61,73
POI_00808,InterContinental Spa Resort - San Francisco,United States,Suburban,37.803341,-122.411057,Spa Resort,53.7,82,42,20,48,800000,47,69,12,80,179,54
POI_00809,Wyndham Mountain Resort - Singapore,Singapore,Metropolitan,1.392661,103.841104,Mountain Resort,37.4,97,11,10,74,800000,64,63,17,87,130,79
POI_00810,Accor Destination Office - Barcelona,Spain,Urban,41.384581,2.188781,Destination Office,2.7,81,46,41,62,800000,30,72,9,61,21,59
POI_00811,Accor Wildlife Center - Berlin,Germany,Metropolitan,52.536428,13.43801,Wildlife Center,6.8,82,29,15,65,800000,55,80,13,60,78,95
POI_00812,Accor Business Hotel - Rio de Janeiro,Brazil,Island,-22.950364,-43.144178,Business Hotel,60.0,83,88,105,50,800000,76,74,24,67,63,71
POI_00813,Best Resort - Seoul,South Korea,Coastal,37.551277,126.981867,Resort,35.3,79,60,31,45,800000,72,74,11,63,368,56
POI_00814,Best Beach Resort - Rome,Italy,Historical,41.859185,12.533287,Beach Resort,105.4,87,45,28,67,800000,41,71,17,67,237,69
POI_00815,Hyatt Resort - Las Vegas,United States,Coastal,36.210722,-115.129733,Resort,111.5,99,30,21,65,800000,88,72,13,81,154,60
POI_00816,Radisson Resort - Rio de Janeiro,Brazil,Coastal,-22.906841,-43.184615,Resort,69.8,85,30,27,54,800000,73,67,12,71,184,60
POI_00817,Radisson Mountain Resort - United States,United States,Suburban,39.812488,-100.426151,Mountain Resort,34.8,84,77,50,50,800000,45,68,15,78,201,59
POI_00818,Choice Mountain Resort - Mumbai,India,Historical,19.091665,72.866386,Mountain Resort,54.7,100,21,13,69,800000,33,70,17,74,351,64
POI_00819,Choice Resort Hotel - United Kingdom,United Kingdom,Island,54.693998,-3.236509,Resort Hotel,44.4,100,96,90,65,800000,87,60,24,62,237,59
POI_00820,Expedia Resort - Dubai,UAE,Island,25.236259,55.31531,Resort,96.7,99,83,47,45,800000,64,55,9,69,22,55
POI_00821,Booking Tourist Info - Barcelona,Spain,Urban,41.355478,2.209286,Tourist Info,3.5,94,33,22,83,800000,31,85,12,70,87,60
POI_00822,Booking Visitor Center - Shanghai,China,Urban,31.24327,121.470978,Visitor Center,4.9,80,55,79,79,800000,49,65,9,78,93,75
POI_00823,Airbnb Cruise Port - United Kingdom,United Kingdom,Suburban,54.66776,-3.308597,Cruise Port,81.8,100,80,79,51,800000,37,65,8,73,94,65
POI_00824,Airbnb Adventure Center - Sydney,Australia,Coastal,-33.827848,151.176786,Adventure Center,3.2,100,95,65,44,800000,77,66,8,77,40,63
POI_00825,TripAdvisor Marina - Las Vegas,United States,Coastal,36.132322,-115.123931,Marina,3.1,92,104,80,49,800000,60,58,15,66,38,66
POI_00826,TripAdvisor Business Center - United States,United States,Metropolitan,39.76293,-100.458622,Business Center,9.4,86,19,19,73,800000,46,75,8,61,130,76
POI_00827,Carnival Cruise Port - United States,United States,Historical,39.757245,-100.46496,Cruise Port,91.7,90,30,29,64,800000,61,55,12,73,86,63
POI_00828,Carnival Wildlife Center - Melbourne,Australia,Mountain,-37.781363,144.968158,Wildlife Center,3.9,97,64,35,64,800000,64,48,16,66,177,64
POI_00829,Carnival Activity Hub - United States,United States,Coastal,39.816445,-100.444113,Activity Hub,6.4,85,53,50,63,800000,83,71,13,71,142,76
POI_00830,Royal Travel Agency - Miami,United States,Coastal,25.731588,-80.179327,Travel Agency,4.8,88,118,108,59,800000,60,51,12,64,24,56
POI_00831,Royal Visitor Center - United Kingdom,United Kingdom,Suburban,54.739456,-3.281315,Visitor Center,9.4,77,32,35,61,800000,43,53,13,62,89,66
POI_00832,Norwegian Cruise Port - New York,United States,Metropolitan,40.710172,-74.005348,Cruise Port,84.5,86,29,15,62,800000,34,74,12,68,145,75
POI_00833,Norwegian Cruise Terminal - Auckland,New Zealand,Island,-36.870927,174.722125,Cruise Terminal,223.4,88,69,58,66,800000,63,62,14,68,33,62
POI_00834,Norwegian Resort Hotel - Tokyo,Japan,Metropolitan,35.680031,139.611409,Resort Hotel,63.9,90,22,11,64,800000,52,63,24,79,176,88
POI_00835,TUI Booking Office - Amsterdam,Netherlands,Coastal,52.390554,4.867893,Booking Office,2.2,83,35,24,52,800000,61,67,8,92,122,60
POI_00836,TUI Tourist Office - Kyoto,Japan,Historical,35.013948,135.778552,Tourist Office,2.5,87,23,9,65,800000,31,58,9,65,131,57
POI_00837,TUI Travel Agency - United States,United States,Metropolitan,39.814232,-100.42813,Travel Agency,6.0,89,38,19,69,800000,60,71,17,70,126,83
POI_00838,Thomas Corporate Lounge - London,United Kingdom,Metropolitan,51.529948,-0.155808,Corporate Lounge,8.8,99,24,26,65,800000,34,65,10,80,179,74
POI_00839,Thomas Resort - Rome,Italy,Historical,41.88579,12.481411,Resort,40.1,100,41,54,51,800000,54,63,10,66,413,56
POI_00840,G Adventure Center - Miami,United States,Coastal,25.717184,-80.147857,Adventure Center,5.3,72,47,33,51,800000,60,50,13,81,74,71
POI_00841,Intrepid Tourist Office - Las Vegas,United States,Suburban,36.160919,-115.181034,Tourist Office,1.2,96,61,84,53,800000,35,67,10,75,124,63
POI_00842,Abercrombie Tourist Office - United States,United States,Urban,39.821985,-100.457178,Tourist Office,3.1,99,29,26,83,800000,58,88,11,73,152,66
POI_00843,Abercrombie Tour Office - Hong Kong,Hong Kong,Mountain,22.345533,114.164527,Tour Office,2.2,90,55,39,68,800000,83,51,8,69,81,71
POI_00844,Trafalgar Visitor Center - United Kingdom,United Kingdom,Urban,54.709928,-3.268517,Visitor Center,3.4,94,52,63,73,800000,33,64,9,65,48,54
POI_00845,Trafalgar Tour Office - London,United Kingdom,Metropolitan,51.532429,-0.157892,Tour Office,2.3,81,15,11,63,800000,41,69,8,81,166,84
POI_00846,Contiki Cruise Port - United States,United States,Suburban,39.801587,-100.474658,Cruise Port,111.7,78,115,82,56,800000,58,51,17,78,136,66
POI_00847,Contiki Outdoor Recreation - Venice,Italy,Metropolitan,45.483377,12.280816,Outdoor Recreation,4.6,93,18,19,69,800000,54,64,14,61,28,93
POI_00848,Insight Outdoor Recreation - United States,United States,Island,39.809152,-100.4166,Outdoor Recreation,7.9,100,109,150,68,800000,72,64,15,71,78,72
POI_00849,Insight Cruise Port - Bali,Indonesia,Coastal,-8.383403,115.10958,Cruise Port,187.4,100,103,108,46,800000,64,56,14,68,86,70
POI_00850,Collette Tour Office - San Francisco,United States,Mountain,37.734552,-122.390796,Tour Office,3.9,100,112,58,69,800000,83,62,9,75,96,58
POI_00851,Collette Tour Office - Prague,Czech Republic,Historical,50.097982,14.475843,Tour Office,1.1,77,18,10,53,800000,47,50,8,80,35,75
POI_00852,Tauck Mountain Resort - United States,United States,Metropolitan,39.813809,-100.437532,Mountain Resort,56.2,100,30,17,77,800000,60,88,16,81,321,92
POI_00853,Globus Adventure Center - Barcelona,Spain,Coastal,41.359168,2.16406,Adventure Center,11.2,99,72,105,68,800000,62,51,14,79,138,74
POI_00854,Cosmos Mountain Resort - France,France,Suburban,46.586954,1.925054,Mountain Resort,87.7,100,68,48,43,800000,55,67,10,80,236,72
POI_00855,Gate Business Center - Kyoto,Japan,Historical,34.997629,135.743576,Business Center,7.1,91,25,18,50,800000,54,59,16,65,80,59
POI_00856,Grand Corporate Office - Athens,Greece,Historical,38.026137,23.70787,Corporate Office,3.8,100,17,14,54,800000,32,66,10,71,42,60
POI_00857,Grand Corporate Office - Athens,Greece,Historical,38.021957,23.752403,Corporate Office,2.9,73,50,53,55,800000,54,56,9,75,105,71
POI_00858,Road Tour Office - Barcelona,Spain,Urban,41.367318,2.214051,Tour Office,2.3,100,54,43,81,800000,30,69,9,77,133,68
POI_00859,Road Travel Agency - Sydney,Australia,Coastal,-33.898265,151.233407,Travel Agency,4.0,100,96,116,47,800000,89,65,8,81,21,74
POI_00860,Road Resort - United States,United States,Mountain,39.764968,-100.443113,Resort,74.6,100,50,24,44,800000,61,68,11,76,46,76
POI_00861,Adventure Business Center - Rome,Italy,Historical,41.929469,12.517575,Business Center,7.4,98,50,69,62,800000,41,58,9,69,24,74
POI_00862,Adventure Travel Agency - Kyoto,Japan,Historical,35.053359,135.772891,Travel Agency,11.0,99,21,24,48,800000,55,51,13,70,47,54
POI_00863,Pacific Tourist Info - France,France,Suburban,46.645675,1.910396,Tourist Info,10.3,100,90,93,44,800000,47,58,17,75,76,58
POI_00864,Pacific Visitor Center - United Kingdom,United Kingdom,Coastal,54.670319,-3.244058,Visitor Center,7.8,100,100,59,55,800000,86,60,16,79,146,63
POI_00865,China Tourist Info - United States,United States,Island,39.801702,-100.466974,Tourist Info,6.3,100,85,44,66,800000,68,57,14,63,135,73
POI_00866,China Tourist Office - San Francisco,United States,Coastal,37.741027,-122.435885,Tourist Office,2.7,93,44,55,43,800000,78,56,8,72,127,76
POI_00867,Wendy Tourist Info - Auckland,New Zealand,Coastal,-36.863567,174.775663,Tourist Info,8.1,100,74,66,46,800000,89,66,12,81,89,74
POI_00868,Wendy Visitor Center - United States,United States,Urban,39.780056,-100.442053,Visitor Center,10.8,79,18,26,68,800000,52,79,17,65,133,71
POI_00869,Cox Nature Reserve - United Kingdom,United Kingdom,Coastal,54.731125,-3.314386,Nature Reserve,11.9,99,41,22,67,800000,63,48,8,69,51,74
POI_00870,Kuoni Tech Hub - Prague,Czech Republic,Historical,50.046427,14.411183,Tech Hub,10.1,79,50,65,60,800000,32,70,17,77,111,71
POI_00871,Virgin Mountain Resort - France,France,Island,46.569852,1.922675,Mountain Resort,65.9,83,118,150,47,800000,75,62,9,80,223,75
POI_00872,Virgin Business Center - Melbourne,Australia,Historical,-37.826741,144.947831,Business Center,7.0,100,33,46,65,800000,36,50,14,78,168,67
POI_00873,Jet2holidays Resort Hotel - United States,United States,Urban,39.807211,-100.481061,Resort Hotel,69.2,100,45,61,73,800000,53,73,24,65,165,54
POI_00874,Jet2holidays Outdoor Recreation - Bangkok,Thailand,Metropolitan,13.7607,100.488005,Outdoor Recreation,10.4,74,22,16,65,800000,47,78,9,80,85,93
POI_00875,On Cruise Terminal - Vienna,Austria,Mountain,48.249397,16.368915,Cruise Terminal,143.9,71,93,116,63,700774,86,51,11,78,164,58
POI_00876,On Tourist Info - Rio de Janeiro,Brazil,Mountain,-22.939021,-43.155397,Tourist Info,7.8,90,111,146,46,800000,81,53,14,62,53,69
POI_00877,Travelzoo Travel Agency - Auckland,New Zealand,Historical,-36.888885,174.745845,Travel Agency,7.0,100,39,18,64,800000,49,60,8,67,89,59
POI_00878,Travelzoo Tech Hub - Tokyo,Japan,Metropolitan,35.671932,139.646217,Tech Hub,4.4,100,16,8,76,800000,53,88,17,94,102,92
POI_00879,Secret Tourist Info - United States,United States,Historical,39.742429,-100.455373,Tourist Info,9.5,100,37,19,58,800000,34,63,11,66,104,55
POI_00880,Secret Beach Resort - Dubai,UAE,Island,25.241747,55.311747,Beach Resort,49.3,100,76,75,60,800000,73,65,16,79,119,60
POI_00881,Luxury Visitor Center - Venice,Italy,Urban,45.484912,12.335964,Visitor Center,7.5,85,38,41,61,800000,36,88,8,67,174,62
POI_00882,Luxury Visitor Center - United States,United States,Urban,39.751842,-100.410343,Visitor Center,11.3,84,39,45,83,800000,33,77,12,71,158,76
POI_00883,Scenic Marina - United Kingdom,United Kingdom,Rural,54.668184,-3.290322,Marina,7.6,86,108,55,51,800000,40,48,16,60,40,54
POI_00884,Emerald Business Center - Venice,Italy,Coastal,45.445729,12.302243,Business Center,9.4,64,72,84,67,800000,63,71,10,81,158,73
POI_00885,Avalon Tourist Info - United Kingdom,United Kingdom,Island,54.663698,-3.294492,Tourist Info,9.1,88,103,112,56,800000,74,51,12,72,162,53
POI_00886,Avalon Destination Office - Rome,Italy,Historical,41.945311,12.490519,Destination Office,1.1,95,22,15,56,800000,53,70,9,76,75,74
POI_00887,Viking Port - Kyoto,Japan,Historical,35.020418,135.748637,Port,6.3,95,30,23,45,800000,30,59,13,70,66,68
POI_00888,Viking Marina - Los Angeles,United States,Suburban,34.077825,-118.273435,Marina,4.6,100,35,21,47,800000,51,57,17,71,100,71
POI_00889,Crystal Cruise Terminal - United States,United States,Suburban,39.746836,-100.460107,Cruise Terminal,181.2,89,34,36,66,800000,38,74,10,70,116,73
POI_00890,Crystal Marina - France,France,Coastal,46.614968,1.903561,Marina,5.0,78,48,60,55,800000,86,51,15,63,157,60
POI_00891,Crystal Port - United Kingdom,United Kingdom,Rural,54.744325,-3.276976,Port,9.8,95,41,45,49,800000,39,65,15,79,119,54
POI_00892,Regent Visitor Center - Los Angeles,United States,Suburban,34.025523,-118.280973,Visitor Center,9.2,85,85,86,64,800000,58,54,14,78,134,73
POI_00893,Seabourn Resort - Bali,Indonesia,Coastal,-8.309666,115.112164,Resort,76.3,100,67,29,44,800000,86,53,10,80,116,63
POI_00894,Seabourn Destination Office - New York,United States,Metropolitan,40.73416,-74.00759,Destination Office,2.8,91,10,5,79,800000,51,71,11,67,158,86
POI_00895,Club Tech Hub - Hong Kong,Hong Kong,Suburban,22.297192,114.210878,Tech Hub,5.7,71,94,68,53,800000,58,53,13,70,122,68
POI_00896,Sandals Resort - United States,United States,Historical,39.826918,-100.480165,Resort,55.2,100,18,18,64,800000,34,60,10,77,112,73
POI_00897,Sandals Resort - Athens,Greece,Historical,38.006333,23.704697,Resort,80.2,100,38,22,65,800000,43,53,17,69,198,56
POI_00898,Beaches Mountain Resort - Hong Kong,Hong Kong,Mountain,22.317586,114.177157,Mountain Resort,25.0,100,80,35,52,800000,62,69,15,72,299,55
POI_00899,RIU Hotel - Melbourne,Australia,Suburban,-37.853823,144.951658,Hotel,56.3,92,43,39,56,800000,30,69,24,63,107,72
POI_00900,RIU Spa Resort - Dubai,UAE,Island,25.213574,55.309785,Spa Resort,36.2,79,116,81,51,800000,76,63,15,68,400,75
POI_00901,Atlantis Beach Resort - France,France,Island,46.626645,1.890966,Beach Resort,99.4,72,78,63,46,800000,79,69,15,63,189,59
POI_00902,Atlantis Resort Hotel - Prague,Czech Republic,Historical,50.11401,14.401959,Resort Hotel,114.4,82,28,14,43,800000,50,54,24,66,391,58
POI_00903,Four Spa Resort - United Kingdom,United Kingdom,Suburban,54.743457,-3.274582,Spa Resort,43.4,94,64,43,53,800000,48,73,8,78,127,54
POI_00904,Four Mountain Resort - United Kingdom,United Kingdom,Historical,54.692229,-3.292446,Mountain Resort,84.3,100,18,17,50,800000,31,73,8,71,229,66
POI_00905,Ritz-Carlton Outdoor Recreation - France,France,Historical,46.599691,1.892558,Outdoor Recreation,10.0,100,40,50,55,800000,36,60,15,72,122,58
POI_00906,Ritz-Carlton Tourist Office - United States,United States,Coastal,39.794174,-100.485329,Tourist Office,1.9,72,50,40,55,800000,81,65,9,80,130,64
POI_00907,Mandarin Tech Hub - Prague,Czech Republic,Historical,50.094618,14.465873,Tech Hub,8.9,98,16,18,44,800000,42,54,17,77,28,64
POI_00908,Aman Mountain Resort - United Kingdom,United Kingdom,Historical,54.731951,-3.292006,Mountain Resort,90.6,100,44,49,68,800000,37,55,8,65,163,56
POI_00909,Aman Business Hotel - United States,United States,Metropolitan,39.786277,-100.434782,Business Hotel,77.6,94,34,40,83,800000,53,89,24,76,153,88
POI_00910,Aman Resort - United Kingdom,United Kingdom,Urban,54.679694,-3.281857,Resort,99.6,100,50,59,63,800000,49,77,14,69,172,61
POI_00911,Six Tourist Office - Cancun,Mexico,Coastal,21.146943,-86.892795,Tourist Office,2.1,100,74,64,56,800000,70,49,9,65,166,72
POI_00912,Rosewood Hotel - Toronto,Canada,Rural,43.696631,-79.372278,Hotel,34.8,84,117,136,55,800000,62,49,24,79,51,62
POI_00913,Rosewood Hotel - United States,United States,Urban,39.755733,-100.476443,Hotel,37.6,98,46,27,71,800000,41,85,24,76,78,74
POI_00914,Belmond Luxury Hotel - Berlin,Germany,Urban,52.500162,13.427862,Luxury Hotel,99.5,72,18,16,63,800000,54,63,24,78,76,56
POI_00915,Belmond Resort Hotel - New York,United States,Metropolitan,40.729623,-74.036869,Resort Hotel,65.8,90,30,27,82,800000,64,72,24,72,365,92
POI_00916,Soneva Tourist Office - France,France,Rural,46.570266,1.89033,Tourist Office,2.1,77,89,48,65,800000,51,67,11,69,144,62
POI_00917,Soneva Activity Hub - Rio de Janeiro,Brazil,Metropolitan,-22.878236,-43.178282,Activity Hub,3.3,77,17,12,75,800000,39,79,15,80,111,82
POI_00918,One&Only Resort Hotel - United Kingdom,United Kingdom,Mountain,54.678409,-3.253734,Resort Hotel,94.0,78,118,150,59,800000,79,56,24,77,368,70
POI_00919,Jumeirah Tourist Info - United States,United States,Metropolitan,39.798093,-100.437268,Tourist Info,11.1,82,15,17,79,800000,36,72,16,61,146,90
POI_00920,Jumeirah Executive Office - United States,United States,Suburban,39.764433,-100.40871,Executive Office,4.0,76,106,85,62,800000,55,55,8,72,44,63
POI_00921,Fairmont Beach Resort - Melbourne,Australia,Coastal,-37.794773,144.992684,Beach Resort,38.3,81,84,83,61,800000,84,65,13,64,425,55
POI_00922,Fairmont Resort - Las Vegas,United States,Urban,36.186084,-115.157337,Resort,56.0,100,56,26,75,800000,49,76,9,63,193,62
POI_00923,Fairmont Resort Hotel - London,United Kingdom,Metropolitan,51.487723,-0.101651,Resort Hotel,74.1,100,30,31,81,800000,55,82,24,75,173,73
POI_00924,Shangri-La Spa Resort - Seoul,South Korea,Suburban,37.559557,127.00531,Spa Resort,77.3,77,45,25,49,800000,43,56,8,73,344,66
POI_00925,Shangri-La Resort - France,France,Historical,46.634493,1.878271,Resort,61.8,100,57,84,52,800000,37,54,9,75,313,68
POI_00926,Peninsula Beach Resort - United Kingdom,United Kingdom,Historical,54.724336,-3.246419,Beach Resort,52.8,90,43,19,59,800000,64,48,11,81,205,56
POI_00927,Banyan Hotel - Toronto,Canada,Coastal,43.675218,-79.382509,Hotel,101.6,80,40,18,51,800000,60,72,24,71,114,65
POI_00928,Anantara Mountain Resort - France,France,Island,46.584459,1.846697,Mountain Resort,32.5,100,104,104,64,800000,86,64,15,66,239,63
POI_00929,Anantara Resort - United States,United States,Urban,39.795806,-100.478396,Resort,98.4,92,38,27,79,800000,54,82,9,71,149,54
POI_00930,Anantara Luxury Hotel - Los Angeles,United States,Mountain,34.013548,-118.283032,Luxury Hotel,106.6,87,50,37,65,800000,83,72,24,77,73,68
POI_00931,Minor Luxury Hotel - Sydney,Australia,Coastal,-33.902974,151.190872,Luxury Hotel,55.7,81,76,93,68,800000,82,48,24,83,55,57
POI_00932,Minor Mountain Resort - United Kingdom,United Kingdom,Suburban,54.697973,-3.239411,Mountain Resort,43.9,91,70,79,68,800000,35,57,11,64,156,65
POI_00933,Minor Mountain Resort - Los Angeles,United States,Historical,34.082895,-118.278511,Mountain Resort,101.0,100,46,34,48,800000,33,72,9,63,214,55
POI_00934,Centara Spa Resort - Bali,Indonesia,Coastal,-8.313894,115.123914,Spa Resort,94.6,100,98,126,60,800000,78,54,8,66,367,67
POI_00935,Centara Hotel - Seoul,South Korea,Mountain,37.572104,126.997157,Hotel,66.6,87,45,58,63,800000,72,65,24,72,172,60
POI_00936,Marriott Tourist Office - Hong Kong,Hong Kong,Mountain,22.318147,114.173746,Tourist Office,2.3,90,74,59,60,800000,84,63,10,75,100,66
POI_00937,Marriott Resort - France,France,Suburban,46.625566,1.898534,Resort,80.6,97,70,66,64,800000,46,61,15,77,121,64
POI_00938,Marriott Resort Hotel - Berlin,Germany,Island,52.488527,13.377297,Resort Hotel,86.0,100,48,69,50,800000,63,68,24,60,159,54
POI_00939,Hilton Outdoor Recreation - Sydney,Australia,Coastal,-33.907337,151.216095,Outdoor Recreation,8.8,100,85,75,46,800000,61,57,15,96,62,67
POI_00940,Hilton Marina - United States,United States,Urban,39.777781,-100.44522,Marina,8.3,90,35,32,81,800000,50,89,14,78,163,60
POI_00941,InterContinental Resort Hotel - Athens,Greece,Historical,37.942564,23.727873,Resort Hotel,47.0,75,17,9,53,800000,59,57,24,69,32,69
POI_00942,InterContinental Resort Hotel - France,France,Rural,46.641709,1.923577,Resort Hotel,103.4,98,62,82,68,800000,44,60,24,60,83,65
POI_00943,Wyndham Resort Hotel - United Kingdom,United Kingdom,Rural,54.69357,-3.264035,Resort Hotel,72.7,100,52,53,59,800000,41,48,24,68,165,55
POI_00944,Wyndham Beach Resort - Prague,Czech Republic,Historical,50.102086,14.436745,Beach Resort,50.7,79,50,63,60,800000,43,63,11,65,117,67
POI_00945,Wyndham Resort Hotel - Mumbai,India,Urban,19.032746,72.844324,Resort Hotel,90.6,100,18,22,72,800000,49,68,24,68,233,64
POI_00946,Accor Travel Agency - Las Vegas,United States,Coastal,36.15011,-115.182696,Travel Agency,10.3,100,41,21,49,800000,78,67,15,78,50,55
POI_00947,Best Luxury Hotel - Miami,United States,Coastal,25.78253,-80.169518,Luxury Hotel,90.1,96,105,105,43,800000,77,48,24,60,27,66
POI_00948,Best Resort Hotel - Bangkok,Thailand,Island,13.777095,100.461855,Resort Hotel,77.0,83,71,40,69,800000,64,66,24,70,411,74
POI_00949,Best Resort - Cancun,Mexico,Coastal,21.147141,-86.854171,Resort,114.3,70,59,69,56,800000,65,50,9,72,57,67
POI_00950,Hyatt Resort - Prague,Czech Republic,Historical,50.042569,14.412561,Resort,67.0,100,26,26,69,800000,50,73,16,72,77,60
POI_00951,Hyatt Hotel - Athens,Greece,Historical,38.024635,23.727263,Hotel,83.7,75,40,49,45,800000,49,72,24,70,91,68
POI_00952,Radisson Luxury Hotel - Hong Kong,Hong Kong,Urban,22.314486,114.161465,Luxury Hotel,66.1,85,28,16,65,800000,30,78,24,76,66,54
POI_00953,Radisson Resort - France,France,Suburban,46.579375,1.892263,Resort,52.7,100,45,55,66,800000,64,48,17,81,107,73
POI_00954,Choice Beach Resort - Singapore,Singapore,Metropolitan,1.335353,103.826614,Beach Resort,61.0,87,37,47,64,800000,35,76,13,96,275,91
POI_00955,Expedia Visitor Center - Venice,Italy,Coastal,45.415747,12.285326,Visitor Center,4.3,97,115,47,60,800000,83,67,12,62,129,61
POI_00956,Expedia Luxury Hotel - Dubai,UAE,Coastal,25.214744,55.248934,Luxury Hotel,57.2,100,94,83,57,800000,69,73,24,79,125,68
POI_00957,Booking Beach Resort - Venice,Italy,Urban,45.409934,12.294307,Beach Resort,106.9,100,35,48,73,800000,43,69,15,75,448,75
POI_00958,Airbnb Travel Agency - France,France,Historical,46.570913,1.84736,Travel Agency,9.1,91,41,16,53,800000,40,65,8,80,54,76
POI_00959,Airbnb Travel Agency - France,France,Island,46.616333,1.867204,Travel Agency,11.5,80,82,114,49,800000,83,62,16,78,171,58
POI_00960,TripAdvisor Resort Hotel - Las Vegas,United States,Coastal,36.164109,-115.122383,Resort Hotel,119.8,93,115,80,45,800000,78,56,24,63,84,54
POI_00961,TripAdvisor Tech Hub - San Francisco,United States,Coastal,37.745598,-122.418096,Tech Hub,5.0,100,88,47,59,800000,82,57,14,66,63,59
POI_00962,TripAdvisor Business Center - Auckland,New Zealand,Metropolitan,-36.808912,174.742728,Business Center,5.7,100,12,13,65,800000,48,84,15,65,83,82
POI_00963,Carnival Tourist Office - Paris,France,Urban,48.849512,2.39303,Tourist Office,3.4,100,59,74,77,800000,55,63,8,67,170,66
POI_00964,Carnival Resort - Hong Kong,Hong Kong,Suburban,22.340653,114.134743,Resort,35.9,82,36,28,58,800000,34,72,12,78,97,60
