POI_ID,Common_Travel_Partner,Total_Visitors,Dominant_Age_Group,Origin_Country,Average_Sentiment_Score,Average_Rating,Reviews,Avg_spend_per_head,Accesebility_index,Travel_mode,time_spent,Overall_experience
POI_01211,Couple,2,18-25,United Kingdom,6.8,6.4,Excellent facilities and staff,240.55,4.2,Car,30 mins,6
POI_01212,Family,3,56-65,India,8.5,8,Unforgettable memories created,354.74,7.4,Train,60 mins,7.9
POI_01213,Couple,2,26-35,United States,7.6,8,Perfect for families,403.13,4.9,Car,24 hours,8.6
POI_01214,Friends,7,26-35,South Korea,6.8,6.2,Unforgettable memories created,407.49,4.3,Flight,120 mins,5.7
POI_01215,Family,5,26-35,Australia,7.8,7.7,Could be better maintained,78.27,4.8,Car,120 mins,7
POI_01216,Couple,2,26-35,Germany,6,6.5,Good value for money,359.77,5.6,Cruise,24 hours,6.4
POI_01217,Friends,3,18-25,France,9.3,9.8,Breathtaking views,690.36,8.7,Flight,60 mins,10
POI_01218,Couple,2,26-35,China,9.8,9.3,Excellent facilities and staff,312.52,5.9,Flight,120 mins,9.5
POI_01219,Friends,5,65+,Japan,8.1,8.3,Could be better maintained,294.2,6.8,Flight,60 mins,8.3
POI_01220,Friends,3,46-55,United States,7,7.5,Unforgettable memories created,457.66,7.2,Train,96 hours,7.7
POI_01221,Family,5,46-55,India,6.4,6.3,Unforgettable memories created,457.15,4.8,Flight,180 mins,5.7
POI_01222,Solo,1,56-65,China,8.6,9.3,Could be better maintained,665.15,6.1,Car,120 mins,8.4
POI_01223,Solo,1,26-35,South Korea,8.1,7.9,Highly recommended destination,231.02,4.1,Flight,120 mins,7.2
POI_01224,Solo,1,56-65,Australia,10,9.6,Highly recommended destination,204.62,9.1,Train,240 mins,9.9
POI_01225,Solo,1,26-35,France,7.2,6.6,Could be better maintained,404.05,5.6,Cruise,120 mins,6.9
POI_01226,Family,3,36-45,Canada,8.3,8.8,Excellent facilities and staff,569.71,7.8,Flight,96 hours,8.7
POI_01227,Family,5,56-65,United States,9.7,9.4,Highly recommended destination,274.3,6.2,Car,60 mins,8.9
POI_01228,Friends,4,65+,Canada,6.7,6.8,Beautiful location but crowded,117.73,5.8,Flight,240 mins,7.4
POI_01229,Solo,1,26-35,India,6.9,6.4,Highly recommended destination,226.95,5.6,Car,60 mins,6.5
POI_01230,Friends,6,46-55,Japan,6.6,6.2,Could be better maintained,338.32,3.8,Flight,30 mins,6.1
POI_01231,Couple,2,46-55,India,9.1,9.1,Good value for money,381.68,8.6,Cruise,120 mins,9.3
POI_01232,Solo,1,36-45,Japan,10,9.4,Excellent facilities and staff,245.4,6.6,Car,240 mins,9.2
POI_01233,Solo,1,18-25,China,6.9,6.9,Could be better maintained,239.73,5.7,Car,72 hours,7.3
POI_01234,Solo,1,56-65,Australia,6.8,6.4,Highly recommended destination,185.58,5.9,Flight,180 mins,5.9
POI_01235,Couple,2,46-55,South Korea,10,9.9,Breathtaking views,127.4,8.4,Flight,24 hours,9.4
POI_01236,Couple,2,36-45,India,6.7,6.4,Excellent facilities and staff,453.85,3.6,Flight,60 mins,5.8
POI_01237,Couple,2,26-35,United States,7.3,6.7,Breathtaking views,442.84,4.7,Flight,90 mins,7
POI_01238,Family,3,65+,Canada,8,7.9,Peaceful and relaxing atmosphere,221.19,7.7,Flight,240 mins,8.1
POI_01239,Couple,2,18-25,United Kingdom,8.9,9.9,Good value for money,330.02,7.2,Flight,30 mins,9.9
POI_01240,Family,4,18-25,Canada,8.1,7.7,Could be better maintained,526.13,4.8,Car,96 hours,8
POI_01241,Solo,1,56-65,Canada,8.1,8.3,Good value for money,265.31,4.7,Cruise,60 mins,8.3
POI_01242,Friends,3,46-55,Australia,9,8.7,Could be better maintained,531.37,4.6,Flight,30 mins,9.5
POI_01243,Solo,1,26-35,South Korea,9.4,9.5,Peaceful and relaxing atmosphere,744.09,7.3,Car,180 mins,9.7
POI_01244,Couple,2,18-25,United Kingdom,5.9,6.3,Excellent facilities and staff,320.88,5.7,Bus,30 mins,6.2
POI_01245,Family,4,18-25,United Kingdom,6.6,6.2,Amazing experience with great service,148.17,4.6,Bus,240 mins,6.3
POI_01246,Family,5,36-45,China,7.7,8,Amazing experience with great service,451.48,5.6,Bus,30 mins,8.8
POI_01247,Friends,6,26-35,United Kingdom,6.5,7,Peaceful and relaxing atmosphere,212.09,5.7,Flight,120 hours,7
POI_01248,Couple,2,46-55,India,8.2,8.6,Perfect for families,162.42,8.3,Flight,30 mins,7.7
POI_01249,Solo,1,36-45,Japan,7.3,6.9,Perfect for families,537.95,4.7,Car,120 mins,7
POI_01250,Solo,1,46-55,South Korea,6.2,6.3,Beautiful location but crowded,300.69,4.1,Car,90 mins,6.9
POI_01251,Friends,6,26-35,China,8.4,8.6,Peaceful and relaxing atmosphere,99.37,5.6,Flight,90 mins,9.4
POI_01252,Friends,4,56-65,Germany,7,7,Good value for money,120.54,6.8,Bus,180 mins,7.5
POI_01253,Solo,1,18-25,India,7,6.7,Highly recommended destination,255.68,6,Bus,30 mins,6.5
POI_01254,Friends,3,65+,India,7.7,7.7,Peaceful and relaxing atmosphere,272.76,4.1,Train,96 hours,7.5
POI_01255,Family,4,36-45,South Korea,7.2,6.8,Unforgettable memories created,299.52,4.4,Car,180 mins,7.2
POI_01256,Family,3,26-35,India,7.2,6.9,Unforgettable memories created,114.77,3.5,Cruise,96 hours,6.3
POI_01257,Friends,3,46-55,United Kingdom,9.6,10,Unforgettable memories created,268.7,9.7,Flight,60 mins,9.3
POI_01258,Family,4,26-35,United States,9.3,9.5,Beautiful location but crowded,232.84,6.5,Cruise,30 mins,9.2
POI_01259,Friends,6,65+,China,7.3,7.2,Good value for money,168.41,5.1,Flight,180 mins,6.6
POI_01260,Friends,4,46-55,United States,8.3,8.7,Perfect for families,122.65,5.7,Bus,90 mins,8.1
POI_01261,Couple,2,18-25,Germany,7,6.7,Peaceful and relaxing atmosphere,328.61,4.6,Flight,72 hours,6.1
POI_01262,Solo,1,36-45,France,8,8.3,Highly recommended destination,509.11,7.8,Cruise,180 mins,8
POI_01263,Family,3,18-25,China,9.3,9.6,Perfect for families,337.61,5.4,Flight,90 mins,9.7
POI_01264,Friends,5,65+,India,6.7,6.8,Unforgettable memories created,349.04,3.7,Cruise,30 mins,7.2
POI_01265,Couple,2,26-35,Japan,9.3,8.8,Perfect for families,182.04,7.5,Train,96 hours,9
POI_01266,Friends,3,18-25,United Kingdom,7.3,7.6,Could be better maintained,190.98,6,Car,60 mins,7.9
POI_01267,Friends,6,56-65,Japan,10,9.7,Could be better maintained,519.84,6.9,Bus,120 mins,8.8
POI_01268,Solo,1,56-65,France,7.7,7,Unforgettable memories created,458.83,3.8,Car,72 hours,7.2
POI_01269,Solo,1,26-35,India,8.1,9,Perfect for families,98.79,7.5,Flight,90 mins,9.6
POI_01270,Solo,1,26-35,France,8.7,8.4,Amazing experience with great service,147.48,4.5,Train,90 mins,8.1
POI_01271,Friends,5,65+,South Korea,9,9,Excellent facilities and staff,340.79,4.6,Train,180 mins,8.9
POI_01272,Friends,7,26-35,India,9.2,9.5,Beautiful location but crowded,658.45,6.8,Flight,72 hours,9.7
POI_01273,Family,3,65+,United States,8.8,8,Peaceful and relaxing atmosphere,119.71,4.8,Flight,120 mins,8.3
POI_01274,Solo,1,46-55,Germany,9.6,9.4,Perfect for families,112.65,8.6,Car,120 mins,9.7
POI_01275,Family,3,26-35,South Korea,8.3,8.8,Peaceful and relaxing atmosphere,211.9,5.2,Car,60 mins,8
POI_01276,Solo,1,36-45,United States,7.7,7.7,Good value for money,222.89,4,Flight,30 mins,7.7
POI_01277,Friends,4,56-65,United States,7.7,7.2,Could be better maintained,504.31,5.4,Cruise,180 mins,7.6
POI_01278,Couple,2,26-35,Japan,8.3,8.8,Could be better maintained,128.04,8,Flight,240 mins,8.7
POI_01279,Family,5,36-45,United Kingdom,9.4,9.5,Beautiful location but crowded,506.93,8.6,Flight,120 hours,10
POI_01280,Couple,2,26-35,United States,9,9.1,Could be better maintained,400.82,6.7,Car,120 mins,9.9
POI_01281,Solo,1,18-25,France,9.4,9.3,Amazing experience with great service,397.51,9.2,Car,240 mins,8.7
POI_01282,Solo,1,36-45,Canada,8.3,9.2,Amazing experience with great service,508.42,8.4,Car,30 mins,9.1
POI_01283,Family,5,18-25,India,7.7,8.2,Peaceful and relaxing atmosphere,243.83,6.3,Flight,240 mins,7.9
POI_01284,Couple,2,36-45,Germany,7,6.6,Good value for money,173.83,4.8,Flight,90 mins,6.1
POI_01285,Family,5,56-65,Japan,8.3,7.8,Could be better maintained,139.75,4.5,Train,240 mins,8
POI_01286,Solo,1,36-45,United Kingdom,8,7.6,Excellent facilities and staff,282.49,4.4,Train,72 hours,7.7
POI_01287,Solo,1,18-25,India,8.2,8.3,Highly recommended destination,182.16,6.9,Flight,120 hours,8.3
POI_01288,Solo,1,26-35,South Korea,7,7,Perfect for families,233.29,5.6,Car,180 mins,7.7
POI_01289,Family,4,36-45,United Kingdom,7,6.4,Peaceful and relaxing atmosphere,417.1,5.5,Flight,180 mins,6.7
POI_01290,Couple,2,26-35,China,8.4,7.8,Peaceful and relaxing atmosphere,350.47,7.5,Car,180 mins,8.5
POI_01291,Family,4,56-65,Canada,7.3,7.8,Amazing experience with great service,209.86,5.9,Car,60 mins,7
POI_01292,Solo,1,46-55,United States,8.5,7.8,Beautiful location but crowded,324.89,4.4,Train,96 hours,7.6
POI_01293,Solo,1,18-25,Australia,9.2,9.1,Breathtaking views,186.46,7.2,Flight,60 mins,9.6
POI_01294,Friends,4,56-65,Japan,5.6,6,Peaceful and relaxing atmosphere,109.09,6,Flight,90 mins,5.8
POI_01295,Couple,2,65+,South Korea,6.1,6.5,Beautiful location but crowded,94.14,6.1,Flight,96 hours,6.6
POI_01296,Couple,2,18-25,Canada,6.9,7,Beautiful location but crowded,383.95,4.9,Train,120 mins,6.3
POI_01297,Family,3,65+,Canada,8.5,8.6,Could be better maintained,500.84,6.7,Flight,60 mins,8
POI_01298,Couple,2,26-35,India,6.9,6.5,Peaceful and relaxing atmosphere,117.33,5.5,Car,90 mins,6.7
POI_01299,Friends,7,26-35,Japan,6.8,6.6,Perfect for families,508.05,4.4,Cruise,120 mins,6.4
POI_01300,Friends,7,18-25,China,7.5,7.1,Could be better maintained,196.57,5.1,Train,30 mins,7.8
POI_01301,Family,3,46-55,Canada,5.8,6.1,Excellent facilities and staff,250.42,3.6,Cruise,90 mins,5.8
POI_01302,Family,5,56-65,India,6.5,6.3,Excellent facilities and staff,484.69,3.2,Bus,180 mins,6.5
POI_01303,Solo,1,46-55,China,10,9.7,Perfect for families,616.95,5.3,Flight,180 mins,10
POI_01304,Solo,1,36-45,South Korea,6.5,6.9,Could be better maintained,134.22,5.1,Car,96 hours,7.3
POI_01305,Friends,3,26-35,India,10,9.9,Good value for money,216.91,6.5,Train,180 mins,10
POI_01306,Couple,2,46-55,Australia,6.9,7.2,Beautiful location but crowded,149.3,6.2,Train,72 hours,7.9
POI_01307,Couple,2,65+,India,9.1,8.4,Breathtaking views,193.09,6.9,Flight,96 hours,8
POI_01308,Family,5,56-65,Germany,6.9,7.3,Excellent facilities and staff,544.81,5.3,Bus,240 mins,8
POI_01309,Solo,1,65+,India,7.7,7.8,Could be better maintained,310.82,6,Cruise,30 mins,7.3
POI_01310,Friends,5,36-45,South Korea,9.4,9.1,Beautiful location but crowded,670.39,4.6,Flight,120 mins,9.3
POI_01311,Couple,2,36-45,Australia,9.2,9.1,Beautiful location but crowded,177.79,8.6,Cruise,180 mins,8.8
POI_01312,Solo,1,65+,India,9.7,9.5,Breathtaking views,629.83,7.9,Car,90 mins,9.8
POI_01313,Friends,5,65+,United States,9,9.2,Beautiful location but crowded,153.62,8.8,Train,60 mins,9
POI_01314,Couple,2,56-65,United States,8.5,8.6,Excellent facilities and staff,495.09,4.6,Flight,48 hours,8.4
POI_01315,Friends,6,56-65,France,8.7,9.3,Breathtaking views,520.15,8.8,Train,180 mins,10
POI_01316,Friends,5,26-35,Germany,10,9.7,Perfect for families,283.33,6.8,Train,90 mins,9.6
POI_01317,Family,3,46-55,Japan,7.6,7.1,Beautiful location but crowded,407.77,4.2,Train,120 hours,6.5
POI_01318,Solo,1,56-65,South Korea,5.9,6.2,Breathtaking views,446.1,3.8,Flight,60 mins,6.5
POI_01319,Family,4,18-25,Japan,10,9.5,Highly recommended destination,541.05,8.8,Car,30 mins,9.5
POI_01320,Solo,1,65+,South Korea,8.2,7.6,Perfect for families,364.79,5.8,Flight,30 mins,8
POI_01321,Family,4,18-25,Germany,8.5,8.6,Breathtaking views,604.46,5,Flight,240 mins,9
POI_01322,Friends,5,65+,Japan,8.3,8.7,Breathtaking views,621.39,6.2,Cruise,120 mins,8.9
POI_01323,Friends,7,46-55,South Korea,6.1,6.4,Good value for money,493.33,3.5,Train,240 mins,7
POI_01324,Couple,2,46-55,United Kingdom,7.3,6.6,Good value for money,298.18,6.1,Flight,180 mins,6.2
POI_01325,Friends,6,36-45,Australia,7.6,7.1,Excellent facilities and staff,412.32,5.9,Flight,90 mins,6.8
POI_01326,Couple,2,26-35,United States,6,6.1,Beautiful location but crowded,406.43,5.5,Flight,240 mins,5.8
POI_01327,Solo,1,26-35,Canada,8.6,8.4,Breathtaking views,333.9,5.4,Train,60 mins,8.9
POI_01328,Solo,1,26-35,Australia,8,8.1,Could be better maintained,132.67,7,Flight,240 mins,8
POI_01329,Friends,3,56-65,United Kingdom,7.3,7.7,Could be better maintained,277.22,5.6,Flight,180 mins,7.8
POI_01330,Friends,4,56-65,Canada,7.1,6.6,Breathtaking views,256.39,3.4,Train,72 hours,6.5
POI_01331,Couple,2,26-35,Australia,8.3,8.2,Unforgettable memories created,183.87,5.1,Car,30 mins,8.5
POI_01332,Friends,7,65+,Germany,6.5,6.5,Highly recommended destination,92.33,4.3,Car,90 mins,6.1
POI_01333,Friends,6,56-65,India,7.5,8.1,Perfect for families,539.23,4.8,Flight,30 mins,7.3
POI_01334,Solo,1,56-65,Canada,7.4,7.3,Perfect for families,117.43,4.5,Train,30 mins,7
POI_01335,Friends,5,65+,China,8.2,8.6,Excellent facilities and staff,398.4,6.9,Flight,240 mins,7.8
POI_01336,Family,4,46-55,South Korea,8,7.9,Beautiful location but crowded,537.09,5.2,Car,180 mins,8.6
POI_01337,Solo,1,26-35,Canada,7.1,7.1,Beautiful location but crowded,321.1,3.8,Flight,240 mins,7.4
POI_01338,Family,5,56-65,United States,7.4,7.2,Perfect for families,520.12,6.6,Bus,180 mins,7.1
POI_01339,Solo,1,46-55,Canada,9.5,8.8,Highly recommended destination,280.96,7.7,Cruise,120 mins,8.8
POI_01340,Family,4,46-55,Japan,9.9,9.5,Peaceful and relaxing atmosphere,237.81,6.4,Flight,90 mins,9.3
POI_01341,Couple,2,18-25,India,7,6.7,Peaceful and relaxing atmosphere,280,4.6,Flight,240 mins,6.4
POI_01342,Family,4,18-25,Canada,5.8,6.3,Unforgettable memories created,327.32,4.5,Bus,60 mins,6.4
POI_01343,Solo,1,65+,France,6.2,6.2,Unforgettable memories created,126.9,3.4,Car,30 mins,6.2
POI_01344,Family,3,46-55,China,7.9,8.4,Excellent facilities and staff,186.06,8.2,Flight,180 mins,8
POI_01345,Solo,1,36-45,France,6.7,6.9,Excellent facilities and staff,306.58,3.5,Car,180 mins,6.5
POI_01346,Family,4,36-45,France,9,9.6,Amazing experience with great service,628.2,5.4,Car,240 mins,10
POI_01347,Solo,1,56-65,United Kingdom,6.4,6.7,Unforgettable memories created,327.87,4.7,Flight,240 mins,6.4
POI_01348,Couple,2,65+,Canada,7.1,6.5,Perfect for families,416.66,4.4,Bus,60 mins,6.1
POI_01349,Family,5,65+,Germany,7.4,7.2,Could be better maintained,309.77,5.4,Flight,60 mins,7.3
POI_01350,Solo,1,36-45,China,6.6,6.4,Excellent facilities and staff,89.89,3.7,Car,180 mins,6.9
POI_01351,Couple,2,46-55,Australia,7.6,7.7,Breathtaking views,350.15,4.3,Car,60 mins,7.1
POI_01352,Friends,6,65+,United Kingdom,7,7,Good value for money,406.46,6.4,Cruise,180 mins,7.7
POI_01353,Family,5,18-25,France,5.7,6.2,Beautiful location but crowded,236.45,5.7,Train,30 mins,5.8
POI_01354,Couple,2,46-55,Australia,9,8.6,Could be better maintained,301.06,6.8,Flight,90 mins,8.7
POI_01355,Friends,3,65+,South Korea,9.3,10,Good value for money,714.97,6.5,Flight,120 mins,9.1
POI_01356,Friends,4,46-55,France,7.2,7.6,Excellent facilities and staff,294.49,6.5,Car,180 mins,7.4
POI_01357,Friends,7,18-25,France,6.2,6.2,Could be better maintained,461.37,3.3,Cruise,120 mins,6.3
POI_01358,Family,5,56-65,United States,7.5,7,Beautiful location but crowded,428.9,6.8,Cruise,180 mins,6.3
POI_01359,Family,4,46-55,India,6.7,6.2,Peaceful and relaxing atmosphere,74.58,5.2,Car,90 mins,6.2
POI_01360,Family,3,36-45,China,6.3,6.9,Peaceful and relaxing atmosphere,369.44,5.2,Car,240 mins,7
POI_01361,Friends,7,46-55,Germany,7.7,8.5,Unforgettable memories created,333.71,6.7,Car,60 mins,8.8
POI_01362,Family,4,65+,United Kingdom,9,9.7,Perfect for families,99.96,9.3,Cruise,180 mins,10
POI_01363,Solo,1,65+,United States,6.2,6.4,Beautiful location but crowded,160.01,5.1,Flight,30 mins,6.2
POI_01364,Friends,3,18-25,South Korea,7.8,7.3,Beautiful location but crowded,443.41,6.2,Car,240 mins,7.6
POI_01365,Friends,3,36-45,Germany,7.6,7.1,Peaceful and relaxing atmosphere,316.44,3.6,Flight,90 mins,7.8
POI_01366,Couple,2,18-25,United States,7.4,7.3,Unforgettable memories created,555.06,5,Flight,30 mins,6.7
POI_01367,Solo,1,56-65,Germany,9.6,9.1,Unforgettable memories created,490.26,7.5,Bus,240 mins,9.3
POI_01368,Solo,1,65+,China,9,8.2,Beautiful location but crowded,527.97,7.7,Cruise,180 mins,8.6
POI_01369,Couple,2,46-55,India,6.3,6.3,Excellent facilities and staff,428.67,4.5,Flight,30 mins,6.3
POI_01370,Couple,2,36-45,France,7.4,8.1,Could be better maintained,550.5,4.7,Cruise,240 mins,8.3
POI_01371,Solo,1,65+,Canada,7.8,8.4,Peaceful and relaxing atmosphere,660.27,5.9,Train,120 mins,7.8
POI_01372,Family,3,36-45,United Kingdom,8.9,8.7,Beautiful location but crowded,140.6,8.2,Flight,72 hours,8.9
POI_01373,Solo,1,46-55,Australia,7.2,7.3,Perfect for families,514.29,7,Flight,30 mins,7.1
POI_01374,Family,5,36-45,United Kingdom,9.9,9.1,Could be better maintained,458.52,5.8,Flight,30 mins,8.6
POI_01375,Friends,3,26-35,India,8,8.3,Breathtaking views,457.69,7.7,Car,48 hours,8
POI_01376,Friends,7,18-25,United Kingdom,7.1,7.1,Highly recommended destination,76.79,5.5,Car,120 mins,7
POI_01377,Couple,2,56-65,China,8.8,8.4,Could be better maintained,123.25,4.7,Car,72 hours,8.5
POI_01378,Solo,1,18-25,China,6.5,7.1,Beautiful location but crowded,346.5,4.7,Train,120 hours,7
POI_01379,Family,4,46-55,United States,7.7,7.3,Could be better maintained,398.73,5.7,Car,60 mins,7.5
POI_01380,Solo,1,18-25,Australia,8.6,8.8,Peaceful and relaxing atmosphere,591.88,7,Flight,60 mins,9.6
POI_01381,Family,3,46-55,India,7.4,7.4,Amazing experience with great service,340.73,4.3,Flight,180 mins,7.1
POI_01382,Friends,3,46-55,Australia,10,9.7,Breathtaking views,589.21,7,Train,240 mins,9.7
POI_01383,Solo,1,56-65,Germany,7.1,7.4,Amazing experience with great service,332.03,5.8,Train,120 mins,7.5
POI_01384,Friends,4,18-25,India,5.7,6.3,Highly recommended destination,95.74,3.5,Flight,90 mins,6
POI_01385,Family,3,65+,France,8.2,8.6,Breathtaking views,377.97,5.6,Bus,30 mins,9.2
POI_01386,Solo,1,36-45,South Korea,7.6,7.5,Perfect for families,598.42,5.3,Cruise,30 mins,6.9
POI_01387,Friends,6,36-45,Germany,8,7.5,Excellent facilities and staff,452.77,4.2,Flight,180 mins,7.4
POI_01388,Solo,1,46-55,Germany,8.4,8.9,Peaceful and relaxing atmosphere,286.05,8.8,Cruise,240 mins,8.3
POI_01389,Friends,5,18-25,Japan,6,6.1,Could be better maintained,467.98,4.6,Flight,30 mins,6.2
POI_01390,Friends,5,65+,Germany,6,6.2,Excellent facilities and staff,474.56,5.8,Car,30 mins,6.3
POI_01391,Couple,2,18-25,India,6.5,6.9,Good value for money,480.84,6.1,Flight,120 mins,7.5
POI_01392,Friends,5,18-25,South Korea,7.5,7.9,Peaceful and relaxing atmosphere,95.86,4.5,Flight,120 mins,7.9
POI_01393,Friends,6,18-25,United States,7.7,7.7,Perfect for families,476.28,6.9,Car,24 hours,7.5
POI_01394,Family,5,65+,United States,6.6,6.8,Breathtaking views,225.46,6,Bus,30 mins,6.8
POI_01395,Couple,2,65+,South Korea,6.5,6.6,Could be better maintained,170.36,5.3,Flight,240 mins,7.2
POI_01396,Couple,2,65+,India,6.3,6.3,Good value for money,289.33,5.9,Flight,30 mins,6.6
POI_01397,Solo,1,65+,United Kingdom,6.9,6.3,Could be better maintained,317.19,5.6,Flight,24 hours,6.1
POI_01398,Friends,6,56-65,United States,6.2,6.5,Good value for money,434.11,4,Flight,48 hours,6
POI_01399,Solo,1,26-35,United States,9.9,9.8,Peaceful and relaxing atmosphere,414.27,6.5,Car,30 mins,9.9
POI_01400,Friends,6,56-65,United Kingdom,10,9.9,Unforgettable memories created,715.17,7.3,Train,24 hours,10
POI_01401,Solo,1,18-25,Canada,9.4,9.6,Unforgettable memories created,375.41,7.7,Car,120 hours,10
POI_01402,Couple,2,18-25,Germany,9.3,9.8,Breathtaking views,455.28,6.2,Car,90 mins,10
POI_01403,Friends,5,36-45,China,8.3,8.6,Unforgettable memories created,457.65,6,Bus,180 mins,8.6
POI_01404,Couple,2,36-45,Germany,9.8,9.8,Amazing experience with great service,379.98,6.6,Flight,180 mins,10
POI_01405,Couple,2,36-45,China,7.7,7.6,Beautiful location but crowded,340.49,4.3,Train,90 mins,7.7
POI_01406,Couple,2,46-55,United Kingdom,6.2,6.7,Perfect for families,350.72,5.6,Train,180 mins,7.3
POI_01407,Couple,2,46-55,Germany,9.9,9.6,Unforgettable memories created,343.67,9.4,Flight,30 mins,10
POI_01408,Couple,2,18-25,India,8.8,9.4,Breathtaking views,281.94,6,Car,48 hours,9
POI_01409,Solo,1,46-55,China,5.6,6.1,Amazing experience with great service,146.35,3.8,Car,30 mins,5.8
POI_01410,Couple,2,18-25,India,7.5,8.3,Peaceful and relaxing atmosphere,319.98,4.6,Car,120 mins,8.2
POI_01411,Friends,6,65+,United Kingdom,9.3,8.9,Good value for money,683.29,8.1,Car,60 mins,8
POI_01412,Family,3,56-65,Canada,10,9.7,Breathtaking views,160.34,8.4,Bus,60 mins,10
POI_01413,Couple,2,56-65,United States,8.8,8.7,Unforgettable memories created,356.75,7,Bus,60 mins,9.5
POI_01414,Friends,7,56-65,China,6.3,6.3,Peaceful and relaxing atmosphere,412.23,5,Car,90 mins,6.5
POI_01415,Friends,7,18-25,South Korea,6.2,6.3,Good value for money,208.27,4.8,Bus,60 mins,5.7
POI_01416,Solo,1,56-65,China,8.7,9.4,Unforgettable memories created,481.74,7.2,Bus,90 mins,8.6
POI_01417,Couple,2,46-55,Germany,10,9.6,Peaceful and relaxing atmosphere,694.28,6.6,Flight,30 mins,9.4
POI_01418,Couple,2,18-25,United Kingdom,7.3,7.9,Could be better maintained,330.12,6.9,Bus,120 mins,8.6
POI_01419,Couple,2,26-35,United States,5.6,6.1,Amazing experience with great service,355.61,4.1,Flight,240 mins,6.1
POI_01420,Family,5,36-45,Germany,8.8,8.8,Breathtaking views,389.35,6.4,Cruise,90 mins,9.5
POI_01421,Family,3,56-65,Canada,6.4,6.2,Amazing experience with great service,194,5.5,Flight,30 mins,5.9
POI_01422,Solo,1,56-65,United Kingdom,6.5,7,Excellent facilities and staff,133.56,5.1,Flight,30 mins,7.4
POI_01423,Friends,6,56-65,China,9,8.5,Beautiful location but crowded,261.38,5.4,Car,48 hours,7.7
POI_01424,Friends,4,56-65,India,7.2,7.2,Perfect for families,264.07,6.2,Flight,120 mins,7.4
POI_01425,Couple,2,65+,Japan,7.3,7.2,Good value for money,112.21,5.1,Flight,24 hours,6.5
POI_01426,Family,5,26-35,China,6.8,6.4,Good value for money,337.7,5.8,Bus,240 mins,6.7
POI_01427,Friends,4,26-35,Australia,8.1,8,Good value for money,396.44,7.8,Train,24 hours,8.1
POI_01428,Friends,7,56-65,Canada,10,9.2,Amazing experience with great service,262.74,6.9,Bus,120 mins,8.5
POI_01429,Couple,2,26-35,India,8.4,8,Could be better maintained,221.35,6.9,Car,48 hours,7.4
POI_01430,Friends,4,36-45,United Kingdom,6.9,7.1,Could be better maintained,253.82,5.5,Flight,48 hours,7.4
POI_01431,Family,5,36-45,Germany,7.7,7.5,Perfect for families,185.07,7.1,Flight,48 hours,7.8
POI_01432,Solo,1,65+,India,7.2,7.7,Amazing experience with great service,483.98,4.7,Cruise,90 mins,8.4
POI_01433,Couple,2,18-25,Canada,9.6,9.2,Could be better maintained,376.13,7.9,Flight,120 mins,9.7
POI_01434,Couple,2,36-45,Germany,7,6.8,Peaceful and relaxing atmosphere,215.85,5,Flight,180 mins,7.4
POI_01435,Couple,2,65+,India,8.8,8.2,Excellent facilities and staff,115.46,8.2,Car,180 mins,8.6
POI_01436,Couple,2,18-25,Australia,9.8,9.5,Highly recommended destination,169.73,6.4,Car,120 mins,10
POI_01437,Couple,2,56-65,Canada,6.2,6.8,Could be better maintained,465.69,4,Car,90 mins,7.2
POI_01438,Solo,1,65+,Australia,8.7,8.7,Good value for money,342.32,5.2,Car,60 mins,9.3
POI_01439,Family,4,46-55,India,8.6,8.1,Good value for money,410.63,7.2,Flight,180 mins,8.6
POI_01440,Couple,2,56-65,United States,6.7,6.2,Breathtaking views,169.06,5.3,Flight,30 mins,5.7
POI_01441,Solo,1,46-55,South Korea,9.1,9.5,Amazing experience with great service,294.94,7.5,Car,96 hours,8.6
POI_01442,Friends,5,46-55,China,10,9.5,Could be better maintained,402.32,7.4,Flight,120 mins,9.1
POI_01443,Couple,2,18-25,South Korea,9.5,10,Amazing experience with great service,364.62,5,Bus,240 mins,10
POI_01444,Friends,5,26-35,United Kingdom,7.2,8,Perfect for families,244.64,6.2,Flight,90 mins,8.3
POI_01445,Couple,2,65+,China,6.6,6.7,Amazing experience with great service,317.82,4,Flight,120 mins,6.3
POI_01446,Family,3,26-35,Canada,9.1,8.7,Unforgettable memories created,371.89,4.7,Train,240 mins,8
POI_01447,Solo,1,46-55,Canada,7.1,7.1,Excellent facilities and staff,530.4,5.5,Train,240 mins,7.1
POI_01448,Friends,5,26-35,Japan,10,9.8,Could be better maintained,677.13,7,Car,24 hours,9.4
POI_01449,Solo,1,46-55,Japan,8.7,9.3,Highly recommended destination,282.21,6,Car,24 hours,9.7
POI_01450,Family,5,46-55,France,6.2,6.9,Unforgettable memories created,151.68,3.8,Flight,180 mins,7.2
POI_01451,Couple,2,65+,China,7.5,7.5,Unforgettable memories created,584.55,6.4,Flight,90 mins,6.8
POI_01452,Solo,1,56-65,Japan,7.2,7.3,Amazing experience with great service,147.8,4.3,Flight,30 mins,7.5
POI_01453,Friends,4,36-45,Canada,8.1,7.5,Unforgettable memories created,254.4,6.3,Car,30 mins,7.7
POI_01454,Family,5,36-45,United Kingdom,8.4,7.9,Highly recommended destination,590.96,7.5,Flight,240 mins,8.6
POI_01455,Solo,1,56-65,Germany,7.3,7.4,Excellent facilities and staff,531.91,4.5,Car,90 mins,7.7
