POI_ID,POI_Name,Country,Region_type,POI_Latitude,POI_Longitude,POI_Type_Detailed,Time_To_Visit,Family_Friendly_Index,Transit_Time(in mins),Local_Transfer(USD),Accessebility_Value,Visitor_Volume(in thousands),Seasonality_Index,Food_Index,Operating_Hours,Safety_Index,Cost_of_POI,Connectivity_index
POI_00811,Los Angeles Museum,United States,Urban,34.07106,-118.265889,Museum,Summer Season,5.6,115,No,4.6,56685.4,8.3,4.2,8:00 AM - 18:00 PM,6.5,56.13,5.7
POI_00812,Maldives Archaeological Site,Maldives,Island,3.236076,73.237867,Archaeological Site,April-June,6.4,40,Yes,4.2,2487.4,6.3,3.7,8:00 AM - 17:00 PM,4.6,276.65,6.2
POI_00813,Paris Archaeological Site,France,Historical,48.868065,2.371167,Archaeological Site,October-December,6.9,38,No,8.6,559,4.3,8.6,9:00 AM - 20:00 PM,8.5,232.32,5.5
POI_00814,Sydney Archaeological Site,Australia,Coastal,-33.837096,151.225886,Archaeological Site,January-March,5.7,119,No,5.3,8495.7,3.9,5.7,9:00 AM - 22:00 PM,8.8,494.73,8.2
POI_00815,Los Angeles Theme Park,United States,Urban,34.073796,-118.245412,Theme Park,October-December,6.4,116,No,7.2,4296.3,4.2,5.8,24 Hours,5.4,454.98,6.1
POI_00816,New York Museum,United States,Urban,40.666134,-74.01047,Museum,January-March,6,47,Yes,4.8,1427.9,4.7,5.8,6:00 AM - 17:00 PM,5.2,405.03,4.2
POI_00817,Istanbul Beach Resort,Turkey,Historical,41.026717,28.94082,Beach Resort,Winter Season,6.6,89,No,7.5,6570.3,9.3,6.8,24 Hours,8.2,166.02,8.6
POI_00818,Phuket Scenic Viewpoint,Thailand,Coastal,7.93039,98.429253,Scenic Viewpoint,Year-Round,6.2,94,No,8.8,1401.9,3.1,6.9,10:00 AM - 19:00 PM,6.2,301.04,7.1
POI_00819,Singapore Archaeological Site,Singapore,Urban,1.337282,103.801383,Archaeological Site,Year-Round,4.8,41,Yes,4.4,2301.5,3.1,5.2,7:00 AM - 18:00 PM,7.2,77.5,6.5
POI_00820,Tokyo Nature Park,Japan,Urban,35.673158,139.691457,Nature Park,January-March,5.3,21,No,4.4,1554.2,5.6,5.1,6:00 AM - 19:00 PM,3.7,238.37,5
POI_00821,Istanbul Historical Monument,Turkey,Historical,40.986379,28.990967,Historical Monument,Winter Season,4.7,68,No,6.8,3499.2,7.4,6.8,9:00 AM - 17:00 PM,5.2,382.29,7.4
POI_00822,Bangkok Theme Park,Thailand,Urban,13.766651,100.520489,Theme Park,January-March,6.7,117,No,4.8,3438.1,5.8,7.3,8:00 AM - 21:00 PM,6.6,356.5,5.2
POI_00823,London Wildlife Sanctuary,United Kingdom,Historical,51.544011,-0.119185,Wildlife Sanctuary,Spring-Fall,7.7,28,No,5.7,3321,4.6,6.4,10:00 AM - 22:00 PM,6.5,427.96,6.1
POI_00824,Maldives Religious Site,Maldives,Island,3.228555,73.242965,Religious Site,Year-Round,3.2,77,No,5.9,1414.3,5.3,3.8,24 Hours,4,364.82,5.6
POI_00825,Bali Nature Park,Indonesia,Island,-8.30539,115.109833,Nature Park,Year-Round,6.8,62,No,4,3277.3,4.8,3.8,8:00 AM - 18:00 PM,6.3,409.7,6.2
POI_00826,Barcelona Food Market,Spain,Coastal,41.351438,2.202292,Food Market,January-March,3.4,71,Yes,3.7,541.8,3.4,4.1,24 Hours,4.3,280,6
POI_00827,Maldives Archaeological Site,Maldives,Island,3.217993,73.173308,Archaeological Site,July-September,6.5,36,Yes,5,10263.7,5.4,7.6,7:00 AM - 18:00 PM,5.9,460.43,7.4
POI_00828,Barcelona Museum,Spain,Coastal,41.385474,2.204851,Museum,October-December,8.4,25,Yes,8.4,608.4,3.5,5.2,8:00 AM - 19:00 PM,9.1,418.73,7.6
POI_00829,London Scenic Viewpoint,United Kingdom,Historical,51.527196,-0.124714,Scenic Viewpoint,April-June,9.4,68,Yes,9.4,356.8,3.9,8.2,24 Hours,7.9,346.53,8.7
POI_00830,Bali Beach Resort,Indonesia,Island,-8.371157,115.110145,Beach Resort,January-March,5.9,41,No,5.6,1380,5.9,6.9,24 Hours,6.1,443.73,8.1
POI_00831,Dubai Wildlife Sanctuary,UAE,Urban,25.218712,55.241941,Wildlife Sanctuary,July-September,7.4,111,Yes,5.3,1750.1,5.3,7,6:00 AM - 21:00 PM,6.8,430.06,5.4
POI_00832,Phuket Art Gallery,Thailand,Coastal,7.903459,98.351732,Art Gallery,April-June,5.2,117,Yes,7.5,3125,5.9,7.8,10:00 AM - 21:00 PM,6,455.4,5.9
POI_00833,Rome Botanical Garden,Italy,Historical,41.882734,12.467502,Botanical Garden,Year-Round,5.8,111,Yes,7.7,86.2,4.3,5.2,10:00 AM - 19:00 PM,6.7,412.24,5.9
POI_00834,London Food Market,United Kingdom,Historical,51.467817,-0.094646,Food Market,Summer Season,4.5,29,Yes,7.1,1745.8,8.7,7.6,8:00 AM - 21:00 PM,7.7,346.78,7.9
POI_00835,Istanbul Religious Site,Turkey,Historical,40.990033,28.954069,Religious Site,Winter Season,3.9,62,Yes,3.7,2628,9.6,5.9,10:00 AM - 19:00 PM,5.2,73.75,5.5
POI_00836,Dubai Cultural Center,UAE,Urban,25.15505,55.304009,Cultural Center,July-September,6.6,87,No,5.8,1038.3,4.5,3.7,6:00 AM - 18:00 PM,6.5,126.91,5.2
POI_00837,Sydney Historical Monument,Australia,Coastal,-33.833737,151.16409,Historical Monument,July-September,6.4,31,Yes,5.4,3341.8,3.2,6.7,24 Hours,8.5,376.79,7.3
POI_00838,Rome Nature Park,Italy,Historical,41.880878,12.458689,Nature Park,Summer Season,6.8,55,No,6.4,11200.6,6.7,5.2,10:00 AM - 21:00 PM,4.7,112.38,6.2
POI_00839,Barcelona Archaeological Site,Spain,Coastal,41.344162,2.216402,Archaeological Site,July-September,5,74,Yes,4.8,2574.8,5.6,6.7,10:00 AM - 21:00 PM,5.7,321.54,5.3
POI_00840,Singapore Adventure Park,Singapore,Urban,1.38586,103.818766,Adventure Park,April-June,6.1,56,Yes,7.9,2612.5,6.7,5.1,8:00 AM - 20:00 PM,8.8,406.86,6.8
POI_00841,Dubai Cultural Center,UAE,Urban,25.239283,55.293932,Cultural Center,Winter Season,4.9,43,No,4.7,1636.6,9.9,7.1,10:00 AM - 21:00 PM,6.2,273.71,6.1
POI_00842,Barcelona Mountain Resort,Spain,Coastal,41.410256,2.139285,Mountain Resort,Year-Round,4.3,95,No,3.9,4471.7,6.4,7.2,24 Hours,6.4,145.83,5.5
POI_00843,Rome Museum,Italy,Historical,41.854094,12.464414,Museum,October-December,4.6,116,Yes,6.1,4064.6,6,4.8,9:00 AM - 17:00 PM,5.6,139.74,7.3
POI_00844,Sydney Nature Park,Australia,Coastal,-33.840942,151.198647,Nature Park,April-June,4.9,97,No,5.7,2099.3,4.1,7,24 Hours,7.3,284.26,7.7
POI_00845,Maldives Art Gallery,Maldives,Island,3.198762,73.20384,Art Gallery,Summer Season,5.3,26,Yes,4.4,789,8.2,5.6,24 Hours,8.5,181.29,6.7
POI_00846,Los Angeles Nature Park,United States,Urban,34.054821,-118.258176,Nature Park,Summer Season,8.3,119,Yes,7.5,239.4,7.6,6.3,10:00 AM - 22:00 PM,6.2,493.51,7.4
POI_00847,Tokyo Archaeological Site,Japan,Urban,35.685269,139.654199,Archaeological Site,July-September,6.2,85,No,4.9,7870.5,6.6,6.8,7:00 AM - 22:00 PM,5.4,467.14,7.8
POI_00848,New York Cultural Center,United States,Urban,40.665957,-73.99521,Cultural Center,July-September,4.6,77,Yes,8.3,1150,6.8,4.2,9:00 AM - 22:00 PM,7.6,209.12,5.2
POI_00849,Rome Religious Site,Italy,Historical,41.891774,12.495258,Religious Site,Year-Round,7,63,No,5,5014.8,4.7,6.4,9:00 AM - 22:00 PM,4.8,288.26,4.8
POI_00850,London Scenic Viewpoint,United Kingdom,Historical,51.556452,-0.126877,Scenic Viewpoint,Summer Season,4.8,34,Yes,5.2,3552.1,8.8,4.8,9:00 AM - 17:00 PM,4.2,260.89,4.1
POI_00851,Dubai Food Market,UAE,Urban,25.172851,55.315954,Food Market,October-December,6.1,105,Yes,5.1,1219.8,3.2,3.4,8:00 AM - 19:00 PM,3.9,296.32,4.3
POI_00852,New York Shopping District,United States,Urban,40.70671,-73.982871,Shopping District,Year-Round,8.5,61,Yes,5.6,3633.8,6.2,7.1,8:00 AM - 20:00 PM,6.1,373.57,7
POI_00853,Los Angeles Cultural Center,United States,Urban,34.086946,-118.282881,Cultural Center,April-June,8.2,51,No,7.9,68526.8,5.7,7.3,7:00 AM - 21:00 PM,8.8,324.37,9
POI_00854,Maldives Museum,Maldives,Island,3.231422,73.262405,Museum,October-December,5.4,78,No,8.6,9933.5,7,7.1,10:00 AM - 18:00 PM,8.3,140.16,6.1
POI_00855,New York Religious Site,United States,Urban,40.70103,-74.014576,Religious Site,January-March,4.6,63,Yes,6.2,7682.4,4.5,6.5,24 Hours,4.5,264.67,6.8
POI_00856,Bangkok Religious Site,Thailand,Urban,13.75011,100.547806,Religious Site,October-December,6.2,58,Yes,5.3,6248.9,6.2,4.6,24 Hours,4.5,284.12,5.8
POI_00857,London Food Market,United Kingdom,Historical,51.528812,-0.134885,Food Market,January-March,5.1,32,Yes,5.2,1051,4.9,8.5,10:00 AM - 21:00 PM,7.4,144.55,6.4
POI_00858,Rome Adventure Park,Italy,Historical,41.883192,12.532435,Adventure Park,Spring-Fall,3.4,106,Yes,4.5,5780.2,4.7,4.9,6:00 AM - 19:00 PM,6.4,202.05,6.5
POI_00859,Bangkok Religious Site,Thailand,Urban,13.765983,100.510951,Religious Site,Winter Season,7.2,47,Yes,4.3,1652,8.9,4.5,9:00 AM - 22:00 PM,6.3,78.36,6.8
POI_00860,Maldives Theme Park,Maldives,Island,3.248224,73.248509,Theme Park,Spring-Fall,4.9,39,Yes,8.9,3842.2,5,6.4,8:00 AM - 19:00 PM,8.5,89.3,7
POI_00861,Barcelona Art Gallery,Spain,Coastal,41.364195,2.183549,Art Gallery,July-September,6.6,81,No,7.8,6068.9,4.9,7.7,10:00 AM - 20:00 PM,6.9,106.75,7.2
POI_00862,Dubai Food Market,UAE,Urban,25.188874,55.225549,Food Market,January-March,5.6,112,No,7,33882.7,4.4,8.3,7:00 AM - 21:00 PM,9,216.82,7.2
POI_00863,Barcelona Art Gallery,Spain,Coastal,41.343282,2.135997,Art Gallery,April-June,7.7,21,No,6.5,6598.1,5.1,6.9,6:00 AM - 20:00 PM,6.7,112.01,8.3
POI_00864,Sydney Food Market,Australia,Coastal,-33.882318,151.211859,Food Market,Spring-Fall,4.6,52,Yes,3.8,165.5,6.6,3.7,10:00 AM - 20:00 PM,5.6,450.56,6.3
POI_00865,Bangkok Botanical Garden,Thailand,Urban,13.710634,100.513252,Botanical Garden,Summer Season,4.9,20,Yes,7.9,724.6,9.1,8.1,7:00 AM - 19:00 PM,7.3,122.56,5.3
POI_00866,Tokyo Mountain Resort,Japan,Urban,35.725911,139.668382,Mountain Resort,Spring-Fall,5.9,58,Yes,7.2,1552.9,4.9,6.9,24 Hours,7.1,420.95,6.8
POI_00867,Phuket Nature Park,Thailand,Coastal,7.879281,98.415455,Nature Park,Spring-Fall,5.1,103,No,3.9,2387,4.7,6.1,24 Hours,4.9,281.32,7.5
POI_00868,Rome Historical Monument,Italy,Historical,41.854493,12.53641,Historical Monument,October-December,5.5,58,No,8.2,3419.2,6.9,9.1,8:00 AM - 20:00 PM,8.9,121.27,9
POI_00869,Istanbul Cultural Center,Turkey,Historical,41.049076,29.002361,Cultural Center,Year-Round,4.6,28,Yes,6.4,7374.7,6.1,6.1,24 Hours,5.8,353.53,5
POI_00870,Istanbul Adventure Park,Turkey,Historical,41.004007,28.972404,Adventure Park,Spring-Fall,6.6,37,Yes,4,141.7,5.6,4.2,24 Hours,6.5,54.91,4
POI_00871,Dubai Botanical Garden,UAE,Urban,25.184917,55.245313,Botanical Garden,April-June,6.7,23,Yes,6.6,3402.2,6.8,4.9,24 Hours,8.6,339.92,7.1
POI_00872,Maldives Shopping District,Maldives,Island,3.154742,73.198947,Shopping District,Winter Season,5.9,91,No,6.2,7559.1,7.2,5.8,9:00 AM - 19:00 PM,5.2,253.91,4.3
POI_00873,Bali Food Market,Indonesia,Island,-8.296701,115.107332,Food Market,Spring-Fall,7.8,101,No,9,4255.8,3.1,8.8,24 Hours,9.8,202.51,8.5
POI_00874,Paris Theme Park,France,Historical,48.873398,2.367182,Theme Park,Winter Season,8.4,98,Yes,9.3,2569.5,8.7,6.3,24 Hours,9.3,386.41,7.5
POI_00875,Rome Wildlife Sanctuary,Italy,Historical,41.87108,12.476881,Wildlife Sanctuary,Summer Season,5.3,118,Yes,7.2,11184.7,7.4,7,24 Hours,5.4,397.54,6.1
POI_00876,Barcelona Adventure Park,Spain,Coastal,41.408744,2.15672,Adventure Park,Year-Round,8.4,16,Yes,8.2,2411.6,3.9,6.4,10:00 AM - 17:00 PM,8.3,420.76,8.4
POI_00877,London Historical Monument,United Kingdom,Historical,51.539237,-0.123039,Historical Monument,July-September,8.1,73,Yes,8.3,2356,3.9,9.4,7:00 AM - 17:00 PM,7.8,348.09,6.8
POI_00878,Rome Historical Monument,Italy,Historical,41.95073,12.4961,Historical Monument,Summer Season,7.4,38,No,7.5,873.2,6.2,9.5,7:00 AM - 21:00 PM,9.3,376.62,8.4
POI_00879,Tokyo Adventure Park,Japan,Urban,35.676703,139.623823,Adventure Park,April-June,5.5,84,Yes,6,6223,4,5.2,24 Hours,6,277.08,8.1
POI_00880,Dubai Adventure Park,UAE,Urban,25.21,55.241916,Adventure Park,Summer Season,5.2,17,Yes,6,1407.2,6.9,5.1,8:00 AM - 20:00 PM,4.7,76.85,4.8
POI_00881,London Historical Monument,United Kingdom,Historical,51.478972,-0.102417,Historical Monument,July-September,5.6,51,Yes,9.4,967.2,5.3,6.7,7:00 AM - 22:00 PM,7.6,209.82,6.8
POI_00882,Paris Mountain Resort,France,Historical,48.885341,2.389901,Mountain Resort,Year-Round,8.5,23,Yes,8.7,10744.7,4.6,8.6,24 Hours,5.7,371.86,8
POI_00883,Bangkok Art Gallery,Thailand,Urban,13.731806,100.461289,Art Gallery,Spring-Fall,6,75,No,5.9,15151.1,6.3,5.1,24 Hours,4.8,183.35,5
POI_00884,Rome Food Market,Italy,Historical,41.900136,12.488326,Food Market,Summer Season,5.9,56,No,6.3,641.5,9.1,9.1,24 Hours,8.9,408.97,9.4
POI_00885,Barcelona Nature Park,Spain,Coastal,41.389564,2.166927,Nature Park,July-September,5.5,111,No,5.3,26,6,6.7,24 Hours,5.7,96.15,5.5
POI_00886,Paris Theme Park,France,Historical,48.851788,2.303106,Theme Park,January-March,5.9,16,Yes,8.3,2629.2,5.1,7.8,9:00 AM - 20:00 PM,8.9,293.53,7.4
POI_00887,Rome Scenic Viewpoint,Italy,Historical,41.921775,12.505786,Scenic Viewpoint,Spring-Fall,5.2,113,No,7.3,1347.8,6,8,9:00 AM - 20:00 PM,6.8,222.78,7.8
POI_00888,Paris Nature Park,France,Historical,48.826079,2.343534,Nature Park,Winter Season,7,18,No,5.3,6276,8.4,5.6,24 Hours,7.5,343.24,5.7
POI_00889,Los Angeles Cultural Center,United States,Urban,34.0698,-118.224121,Cultural Center,July-September,7.3,24,Yes,7.5,13702.4,5.1,8.3,24 Hours,8.9,400.57,7.5
POI_00890,Dubai Beach Resort,UAE,Urban,25.220729,55.313361,Beach Resort,October-December,6.1,99,Yes,6.7,16142.5,6.6,8.8,24 Hours,6.2,233.21,7.3
POI_00891,Phuket Theme Park,Thailand,Coastal,7.847326,98.391921,Theme Park,January-March,6.5,84,No,4.6,10104.2,3.5,7.8,24 Hours,5.6,233.6,6.3
POI_00892,Barcelona Religious Site,Spain,Coastal,41.364498,2.170925,Religious Site,April-June,4.4,21,No,4.5,3131.8,4.3,6.8,7:00 AM - 19:00 PM,5.8,404.32,4.3
POI_00893,London Historical Monument,United Kingdom,Historical,51.528358,-0.101472,Historical Monument,October-December,8.1,109,Yes,4.9,3231.7,4,4.7,7:00 AM - 19:00 PM,6.8,418.94,5.8
POI_00894,Tokyo Cultural Center,Japan,Urban,35.635665,139.62997,Cultural Center,January-March,6.9,113,Yes,9.7,2222.7,5.1,6.2,8:00 AM - 20:00 PM,8.9,121.69,6.8
POI_00895,New York Adventure Park,United States,Urban,40.677014,-74.03367,Adventure Park,Winter Season,4.1,58,Yes,3.8,6885,8.3,3.9,24 Hours,6.8,484.54,4.8
POI_00896,Sydney Mountain Resort,Australia,Coastal,-33.882957,151.249855,Mountain Resort,Summer Season,5.1,27,Yes,6.3,6896.1,8.2,5.5,24 Hours,7.1,80.91,5.5
POI_00897,Maldives Food Market,Maldives,Island,3.214362,73.249622,Food Market,Year-Round,6.7,75,Yes,5.3,553.3,6.3,7.4,10:00 AM - 20:00 PM,8.7,58.55,7.7
POI_00898,Rome Beach Resort,Italy,Historical,41.931953,12.518569,Beach Resort,January-March,4.2,37,No,6.9,152.6,6.4,7.2,24 Hours,4.7,291.56,6.4
POI_00899,London Theme Park,United Kingdom,Historical,51.470808,-0.158493,Theme Park,January-March,7.7,34,No,9.1,10515.6,4,6.9,8:00 AM - 20:00 PM,7.9,451.68,9.4
POI_00900,Singapore Scenic Viewpoint,Singapore,Urban,1.31981,103.863725,Scenic Viewpoint,Summer Season,6.6,90,No,6.5,1558.8,9.7,5.9,24 Hours,7,125.46,6.2
POI_00901,Dubai Nature Park,UAE,Urban,25.172603,55.228557,Nature Park,July-September,7.9,17,Yes,4.5,31468.2,3.6,5.4,9:00 AM - 20:00 PM,5.9,229.57,5.9
POI_00902,Barcelona Botanical Garden,Spain,Coastal,41.349686,2.14918,Botanical Garden,Summer Season,5.5,67,Yes,5.7,1576.4,8.6,6.2,7:00 AM - 21:00 PM,5,342.36,6.4
POI_00903,Dubai Food Market,UAE,Urban,25.235188,55.252849,Food Market,April-June,6.7,60,Yes,7,545.9,5,7.7,10:00 AM - 19:00 PM,6.7,457.25,5.2
POI_00904,Maldives Mountain Resort,Maldives,Island,3.163946,73.216895,Mountain Resort,Year-Round,5.8,27,Yes,4.2,27402.2,3.8,5.2,24 Hours,6.4,279.99,4.2
POI_00905,Maldives Adventure Park,Maldives,Island,3.16513,73.217431,Adventure Park,Year-Round,7,105,No,6.2,16761.9,6.7,7.3,10:00 AM - 22:00 PM,8.4,51.34,6.9
POI_00906,London Scenic Viewpoint,United Kingdom,Historical,51.471428,-0.161831,Scenic Viewpoint,Winter Season,8.2,83,No,7.5,4145.9,7.2,7.9,10:00 AM - 20:00 PM,7.4,115.44,8.5
POI_00907,Barcelona Archaeological Site,Spain,Coastal,41.389427,2.174576,Archaeological Site,October-December,4.9,109,Yes,5.5,841.5,4.4,3.8,9:00 AM - 19:00 PM,4.5,310.79,4.6
POI_00908,Phuket Wildlife Sanctuary,Thailand,Coastal,7.88708,98.365986,Wildlife Sanctuary,Year-Round,3.1,79,No,3.1,3526.8,7,3.6,24 Hours,5.4,119.78,5
POI_00909,Istanbul Food Market,Turkey,Historical,41.035166,28.954829,Food Market,Winter Season,8.2,97,Yes,5.7,267.3,8,5.2,24 Hours,7,279.85,7.2
POI_00910,Istanbul Shopping District,Turkey,Historical,41.054055,28.977389,Shopping District,October-December,5.8,22,Yes,5.8,181,6.2,7.4,6:00 AM - 21:00 PM,7.8,73.16,6.6
POI_00911,Tokyo Adventure Park,Japan,Urban,35.723662,139.68486,Adventure Park,Summer Season,7.4,69,No,6.6,1405.1,6.2,9.2,6:00 AM - 22:00 PM,5.7,489.57,8.4
POI_00912,Sydney Mountain Resort,Australia,Coastal,-33.893583,151.204623,Mountain Resort,Winter Season,8.1,70,No,5.9,5114.4,9.5,5.6,24 Hours,5.4,250.27,7.9
POI_00913,Istanbul Food Market,Turkey,Historical,41.001294,29.02687,Food Market,October-December,5.9,71,Yes,6.3,19369.9,6.7,6,10:00 AM - 18:00 PM,6.3,80.23,4.7
POI_00914,Singapore Mountain Resort,Singapore,Urban,1.392134,103.817117,Mountain Resort,Spring-Fall,9.1,24,Yes,5.2,2332.4,4.9,7.5,24 Hours,7.2,196.9,8.1
POI_00915,Singapore Archaeological Site,Singapore,Urban,1.391452,103.813195,Archaeological Site,October-December,8.2,118,No,6,1225.6,4.5,4.8,7:00 AM - 19:00 PM,5.7,345.59,6.7
POI_00916,Istanbul Mountain Resort,Turkey,Historical,40.984831,28.985816,Mountain Resort,Spring-Fall,7.2,113,Yes,9.5,10119.9,4,6.9,24 Hours,8.5,283.12,6.3
POI_00917,Bali Archaeological Site,Indonesia,Island,-8.330336,115.042584,Archaeological Site,Winter Season,3.9,51,Yes,4.9,402.9,9.5,3.7,9:00 AM - 19:00 PM,5.1,478.77,5.4
POI_00918,Maldives Theme Park,Maldives,Island,3.228727,73.207245,Theme Park,Winter Season,4.3,86,No,5.4,448.4,9.9,4.6,24 Hours,5.4,292.64,4.2
POI_00919,Dubai Botanical Garden,UAE,Urban,25.230779,55.232701,Botanical Garden,July-September,5.1,108,Yes,4.7,76138.4,5.1,7.2,9:00 AM - 18:00 PM,5.5,219.83,7.2
POI_00920,Tokyo Wildlife Sanctuary,Japan,Urban,35.724995,139.651331,Wildlife Sanctuary,Spring-Fall,5,65,No,7.2,450.1,3.2,7.6,9:00 AM - 22:00 PM,7.7,319.02,5.6
POI_00921,Bangkok Theme Park,Thailand,Urban,13.795474,100.472267,Theme Park,Summer Season,6.1,113,No,6,3565.4,8,7.3,8:00 AM - 22:00 PM,8.3,485.73,8.6
POI_00922,Phuket Wildlife Sanctuary,Thailand,Coastal,7.91997,98.374745,Wildlife Sanctuary,Winter Season,6.7,94,No,6.7,2175.6,9.8,6.7,24 Hours,5.7,419.68,6
POI_00923,Bangkok Shopping District,Thailand,Urban,13.713016,100.465931,Shopping District,Spring-Fall,3.8,47,Yes,3.8,662.7,7,4.4,8:00 AM - 22:00 PM,5,359.06,6.8
POI_00924,Dubai Mountain Resort,UAE,Urban,25.223423,55.244671,Mountain Resort,Spring-Fall,8,39,No,9.2,737.7,5.7,6.8,24 Hours,6.2,289.95,6.2
POI_00925,Dubai Nature Park,UAE,Urban,25.188062,55.29337,Nature Park,October-December,4.8,47,No,5.1,4207.6,5,7.3,9:00 AM - 20:00 PM,5.6,475.91,6.1
POI_00926,Bali Art Gallery,Indonesia,Island,-8.347389,115.048722,Art Gallery,Year-Round,4.1,45,Yes,6.2,60.8,4.2,6.6,6:00 AM - 20:00 PM,7.2,239.2,7.5
POI_00927,Paris Adventure Park,France,Historical,48.822484,2.396956,Adventure Park,April-June,9.2,33,Yes,5.6,550,6.2,6,24 Hours,6.1,240.15,5.9
POI_00928,Maldives Scenic Viewpoint,Maldives,Island,3.191255,73.257608,Scenic Viewpoint,April-June,6.2,50,Yes,3.7,4058.1,5.4,4.5,8:00 AM - 22:00 PM,6.1,243.85,5.7
POI_00929,London Cultural Center,United Kingdom,Historical,51.509987,-0.125902,Cultural Center,Spring-Fall,7.2,116,No,7.8,1490.8,4,4.9,24 Hours,6.8,298.97,5.7
POI_00930,Maldives Historical Monument,Maldives,Island,3.157368,73.248839,Historical Monument,Year-Round,4.1,75,No,4.4,558.2,4.1,4,10:00 AM - 19:00 PM,5.7,488.29,4.6
POI_00931,Bali Religious Site,Indonesia,Island,-8.37189,115.107562,Religious Site,Summer Season,6.3,40,No,5.6,4017.5,8,4.8,24 Hours,4.8,354.08,5.3
POI_00932,Los Angeles Archaeological Site,United States,Urban,34.021624,-118.25808,Archaeological Site,July-September,5.7,51,Yes,4.6,1387.5,3.8,5,24 Hours,4.8,483.16,4.7
POI_00933,Dubai Religious Site,UAE,Urban,25.186988,55.228532,Religious Site,October-December,7.1,16,No,6.2,1539.6,3.7,6.9,10:00 AM - 19:00 PM,5.5,136.39,5.9
POI_00934,Bali Mountain Resort,Indonesia,Island,-8.32501,115.04975,Mountain Resort,October-December,4.6,115,No,4.4,3221.9,4.4,6.2,24 Hours,5,218.86,4.7
POI_00935,New York Adventure Park,United States,Urban,40.66898,-73.982113,Adventure Park,Spring-Fall,7.4,91,No,4.9,985.6,4.4,8.7,8:00 AM - 18:00 PM,7.2,485.34,5.7
POI_00936,New York Shopping District,United States,Urban,40.672972,-73.980883,Shopping District,January-March,6.2,36,No,5.3,4010,4.1,5.2,8:00 AM - 22:00 PM,6.5,392.9,5.8
POI_00937,Sydney Botanical Garden,Australia,Coastal,-33.843912,151.184198,Botanical Garden,Winter Season,7.8,46,No,4.8,3635.3,9.8,6.4,24 Hours,5.7,337.36,6.7
POI_00938,Bangkok Religious Site,Thailand,Urban,13.765578,100.529321,Religious Site,July-September,6.8,110,No,6.2,299.6,3.9,4.9,9:00 AM - 22:00 PM,6.5,370.74,5.2
POI_00939,New York Museum,United States,Urban,40.740682,-74.053993,Museum,Summer Season,4.5,108,No,7.3,2752.2,8.1,6.2,10:00 AM - 19:00 PM,6.2,260.91,7
POI_00940,Maldives Beach Resort,Maldives,Island,3.217673,73.227675,Beach Resort,Year-Round,6.3,24,Yes,8.6,4398.8,4.7,7.3,24 Hours,7.2,74.6,8.6
POI_00941,Rome Beach Resort,Italy,Historical,41.877755,12.535243,Beach Resort,April-June,6.7,32,No,7.7,1969.9,6.4,6.2,24 Hours,5.5,350.96,7.3
POI_00942,Singapore Adventure Park,Singapore,Urban,1.343174,103.793099,Adventure Park,Year-Round,5.7,70,Yes,6.6,3716.3,4.4,6.4,7:00 AM - 17:00 PM,6.2,482.83,5.7
POI_00943,Rome Food Market,Italy,Historical,41.912081,12.462455,Food Market,January-March,5.8,20,No,5,1467.1,6,5,10:00 AM - 20:00 PM,4.5,163.37,5.1
POI_00944,Maldives Mountain Resort,Maldives,Island,3.183307,73.243453,Mountain Resort,April-June,6.1,85,No,7.4,445.2,6.9,6.7,24 Hours,7.8,50.49,6.7
POI_00945,Singapore Botanical Garden,Singapore,Urban,1.311364,103.835801,Botanical Garden,Spring-Fall,5.9,31,No,5.8,3692.1,5.8,4.3,6:00 AM - 20:00 PM,7.1,158.44,6
POI_00946,Dubai Botanical Garden,UAE,Urban,25.200372,55.315661,Botanical Garden,Spring-Fall,5.6,75,Yes,3.9,2714,3.3,6,10:00 AM - 19:00 PM,4.4,133.93,6.6
POI_00947,Rome Beach Resort,Italy,Historical,41.910777,12.530441,Beach Resort,Summer Season,3.9,89,Yes,7.2,5476.3,6.9,3.8,24 Hours,6.6,153.96,7.1
POI_00948,Bangkok Theme Park,Thailand,Urban,13.720041,100.495723,Theme Park,January-March,6.3,99,Yes,3.5,23495.6,4,6,9:00 AM - 17:00 PM,6.1,475.45,6.6
POI_00949,New York Shopping District,United States,Urban,40.743286,-73.982911,Shopping District,April-June,7.3,40,Yes,5.4,4992.8,3.9,7.3,7:00 AM - 21:00 PM,7.1,121.39,7.4
POI_00950,Singapore Cultural Center,Singapore,Urban,1.316809,103.77983,Cultural Center,April-June,6.5,53,No,4.2,5791.6,4.6,5.6,9:00 AM - 19:00 PM,4.4,332.44,5.5
POI_00951,London Wildlife Sanctuary,United Kingdom,Historical,51.544979,-0.093499,Wildlife Sanctuary,April-June,6.4,61,No,5.8,2064.8,4.6,6.4,8:00 AM - 18:00 PM,4.6,165.64,5
POI_00952,Dubai Historical Monument,UAE,Urban,25.251714,55.284411,Historical Monument,July-September,5.4,108,Yes,7.3,20274.6,6.5,8.6,7:00 AM - 22:00 PM,5.7,93.46,8.1
POI_00953,New York Mountain Resort,United States,Urban,40.744005,-73.963708,Mountain Resort,July-September,8.2,37,Yes,5.1,16500.6,4.9,8.1,24 Hours,6,162.44,7.6
