POI_ID,Company_ID,Company_Name,HQ_Country,Service_Type,FY_Year,Total_Customers_To_POI,Active_Tourists,Avg_Customer_Rating,Revenue(USD),Marketing_Expenditure_USD,Avg_Booking_Value,Destinations_Preference_Index,Tech_Adaptability_index,Digital_Channel_Share,Customer_Retention,Avg_Trip_Cost_USD,Commission,CSR_Focus_index,Reviews,Booking_Platforms
POI_00747,COMP_0747,Scenic Luxury Cruises - Dubai,France,Cruise Line,2024,267473,196962,3.9,674882312,80341724,1531,93,91,0.791,0.839,2929,100987514,82,61800,Agoda
POI_00748,COMP_0748,Scenic Luxury Cruises,United States,Cruise Line,2021,81820,57767,4.5,375097005,47729910,1571,81,97,0.758,0.91,2951,45898188,83,38031,MakeMyTrip
POI_00749,COMP_0749,Emerald Waterways,United States,Tour Operator,2023,38993,28826,4.5,362883177,69556356,2258,96,88,0.714,0.852,4716,42485516,75,21886,Tuniu
POI_00750,COMP_0750,Avalon Waterways - Barcelona,United Kingdom,Destination Management,2020,34724,30734,4.3,944687519,130160449,3190,84,74,0.835,0.816,7798,143883471,71,43628,Orbitz
POI_00751,COMP_0751,Avalon Waterways,United Kingdom,Hotel Chain,2023,52333,36955,3.8,3265977461,553611877,7888,86,86,0.694,0.813,16017,325736100,73,58735,Qunar
POI_00752,COMP_0752,Avalon Waterways Group,United Kingdom,Destination Management,2022,65184,57296,4.8,1120166487,95838402,2614,79,98,0.837,0.936,6405,160145517,73,72600,Direct Website
POI_00753,COMP_0753,Viking Cruises - Los Angeles,United Kingdom,Cruise Line,2022,23128,18693,4.5,249668962,18446637,543,94,97,0.893,0.918,1007,20319372,85,69000,HomeAway
POI_00754,COMP_0754,Viking Cruises,United States,Cruise Line,2021,172947,125890,3.8,1261655569,229479598,2566,82,76,0.682,0.806,3659,220712153,81,60600,Vrbo
POI_00755,COMP_0755,Crystal Cruises - Tokyo,United States,Cruise Line,2024,264914,201672,3.9,1640407566,298627339,3527,77,73,0.846,0.816,6782,193485574,85,61800,Expedia
POI_00756,COMP_0756,Crystal Cruises,United States,Cruise Line,2020,2842,2071,3.9,140506166,26235047,1042,77,81,0.886,0.805,2233,15262770,79,20305,TripAdvisor
POI_00757,COMP_0757,Regent Seven Seas,France,Travel Agency,2024,51835,38883,4.6,1248871247,74801577,2833,88,88,0.777,0.891,5647,127606752,86,70199,Hostelworld
POI_00758,COMP_0758,Seabourn - New York,United States,Cruise Line,2021,149397,114060,4.5,1769025042,111914468,3658,81,73,0.93,0.862,7333,272594555,82,69000,Kayak
POI_00759,COMP_0759,Seabourn,United Kingdom,Hotel Chain,2024,6728,4811,3.1,274791029,20655035,727,71,84,0.783,0.835,1477,40982496,67,52200,Trivago
POI_00760,COMP_0760,Seabourn International,United Kingdom,Eco-Tourism,2020,9907,8387,4.5,107433568,11599713,2107,82,100,0.789,0.889,3044,20350205,84,6866,Hotwire
POI_00761,COMP_0761,Club Med - Hong Kong,United States,Destination Management,2020,104408,91205,4.0,387557889,72272477,915,79,95,0.812,0.82,1789,64016337,71,63000,Hotwire
POI_00762,COMP_0762,Club Med,United Kingdom,Corporate Travel,2024,129457,90885,5.0,130974632,13758171,252,97,96,0.828,0.942,534,20282508,88,75000,Agoda
POI_00763,COMP_0763,Club Med Ventures,United Kingdom,Hotel Chain,2021,17376,14134,3.3,1379656493,114007368,6574,78,79,0.741,0.829,14989,176665372,68,25846,Trivago
POI_00764,COMP_0764,Sandals Resorts,United Kingdom,Hotel Chain,2024,115616,94724,4.6,339891180,45740184,788,91,89,0.936,0.89,1760,57462789,71,70199,Travelocity
POI_00765,COMP_0765,Sandals Resorts Tours,United States,Resort Management,2022,14163,11221,4.5,1613854772,178051528,3920,84,89,0.8,0.874,8909,298206294,82,69000,HomeAway
POI_00766,COMP_0766,Beaches Resorts,France,Hotel Chain,2021,26175,18573,3.4,323690611,27734250,843,77,75,0.728,0.838,1125,32125051,66,55799,Airbnb
POI_00767,COMP_0767,Beaches Resorts Tours,France,Hotel Chain,2023,84728,70399,4.3,238936927,44156291,602,93,88,0.776,0.812,820,44983433,73,53015,Own Platform
POI_00768,COMP_0768,RIU Hotels & Resorts - Dubai,United Kingdom,Hotel Chain,2024,100640,82928,3.0,659193776,131765233,1727,70,77,0.724,0.83,3015,123277711,66,51000,Expedia
POI_00769,COMP_0769,RIU Hotels & Resorts,France,Resort Management,2021,165761,130743,3.7,214012269,34694447,544,88,91,0.804,0.821,1229,22477392,83,59399,Agoda
POI_00770,COMP_0770,Atlantis Resorts,United Kingdom,Resort Management,2023,76175,57469,4.9,424501473,81850954,1022,80,100,0.85,0.918,2223,65995280,73,73800,Ctrip
POI_00771,COMP_0771,Four Seasons Hotels - Tokyo,United States,Resort Management,2021,111974,94029,4.9,642438026,33849383,1260,97,90,0.927,0.864,3113,89151309,88,73800,Direct Website
POI_00772,COMP_0772,Four Seasons Hotels,France,Resort Management,2021,2283,1694,3.2,430358769,44591200,4462,71,90,0.609,0.806,11078,79779803,69,11716,Priceline
POI_00773,COMP_0773,Ritz-Carlton - Toronto,France,Tour Operator,2023,5950,5051,3.8,1301428025,132816150,2746,81,73,0.804,0.862,6824,220279391,84,60600,Tuniu
POI_00774,COMP_0774,Ritz-Carlton,United States,Cruise Line,2024,128862,92925,3.8,678136813,134992820,1553,76,83,0.75,0.834,2167,93281105,76,60600,Tuniu
POI_00775,COMP_0775,Mandarin Oriental,France,Adventure Tourism,2022,16466,12998,4.4,411150749,42848401,922,89,86,0.724,0.826,1896,36932393,71,67800,Ctrip
POI_00776,COMP_0776,Aman Resorts - Hong Kong,France,Resort Management,2022,211911,184209,4.3,299706108,36105156,720,82,91,0.837,0.813,1240,51292378,78,66599,Hotwire
POI_00777,COMP_0777,Aman Resorts,France,Resort Management,2022,214185,176100,4.6,943988791,72852155,2023,96,83,0.781,0.918,4946,142158686,91,70199,Own Platform
POI_00778,COMP_0778,Six Senses - Shanghai,United States,Resort Management,2022,53394,44251,4.5,2007748808,133094285,3968,91,96,0.928,0.861,5815,294327027,75,69000,Booking.com
POI_00779,COMP_0779,Six Senses,United States,Travel Agency,2021,42231,37770,5.0,264620317,44509240,550,94,78,0.877,0.886,1369,30953689,88,75000,Hostelworld
POI_00780,COMP_0780,Rosewood Hotels - Hong Kong,United States,Hotel Chain,2021,27771,20790,3.5,160162268,27345922,345,85,67,0.814,0.814,816,31059532,84,56999,Kayak
POI_00781,COMP_0781,Rosewood Hotels,United States,Hotel Chain,2020,30870,25348,3.9,4829486604,751127507,11516,76,77,0.741,0.835,24507,634723025,72,61800,Vrbo
POI_00782,COMP_0782,Belmond - Dubai,France,Cruise Line,2023,104685,73316,3.5,121943158,6355016,283,84,87,0.748,0.761,591,15784306,72,56999,Vrbo
POI_00783,COMP_0783,Belmond,France,Adventure Tourism,2024,40109,30179,4.0,821285194,71316724,1669,85,88,0.661,0.797,3070,86910283,72,63000,Tuniu
POI_00784,COMP_0784,Belmond International,United Kingdom,Resort Management,2020,154768,132021,4.2,6028565928,1056376485,12000,79,79,0.928,0.827,26148,944777610,84,65400,Booking.com
POI_00785,COMP_0785,Soneva,United Kingdom,Destination Management,2022,42714,32966,4.0,267643337,41832720,917,80,78,0.766,0.848,1325,25901899,81,36445,Vrbo
POI_00786,COMP_0786,Soneva Hotels,United Kingdom,Resort Management,2024,77956,65783,3.7,260176302,42499528,678,81,81,0.777,0.81,1225,44391220,67,59399,Hotwire
POI_00787,COMP_0787,One&Only Resorts - Dubai,United Kingdom,Hotel Chain,2020,10333,8808,4.5,3085565264,385025993,6480,95,73,0.755,0.904,15613,299340081,78,69000,Elong
POI_00788,COMP_0788,One&Only Resorts,France,Resort Management,2023,80605,60633,2.7,858508285,90677629,1874,77,76,0.685,0.728,3056,101806168,63,47400,Vrbo
POI_00789,COMP_0789,Jumeirah Group,France,Online Travel Agency,2024,79078,65123,4.2,3843388470,470004067,8765,85,81,0.794,0.837,12745,509036502,84,65400,Own Platform
POI_00790,COMP_0790,Fairmont Hotels,United States,Hotel Chain,2022,94238,75270,3.8,1409237599,160594257,3008,86,69,0.747,0.801,3993,279131210,66,60600,Agoda
POI_00791,COMP_0791,Fairmont Hotels Hotels,France,Hotel Chain,2022,9921,7871,4.3,974469352,68823002,2124,92,75,0.772,0.854,4358,184046248,76,66599,Booking.com
POI_00792,COMP_0792,Shangri-La Hotels - Los Angeles,United Kingdom,Hotel Chain,2020,113350,96276,5.0,1364545937,238210664,3210,86,82,0.95,0.88,5592,256643057,86,75000,HomeAway
POI_00793,COMP_0793,Shangri-La Hotels,France,Resort Management,2021,4500,3334,4.1,798027152,65136976,1845,82,95,0.842,0.847,2799,110214871,85,64199,TripAdvisor
POI_00794,COMP_0794,Shangri-La Hotels International,United Kingdom,Resort Management,2024,67507,59513,5.0,52429642,5919479,317,95,76,0.847,0.899,733,5584863,92,26093,Hotels.com
POI_00795,COMP_0795,Peninsula Hotels,United Kingdom,Hotel Chain,2024,22873,17590,4.3,355910538,27043144,890,93,96,0.76,0.821,1360,33361589,91,66599,Elong
POI_00796,COMP_0796,Banyan Tree Hotels - London,France,Hotel Chain,2020,136463,105289,4.3,177174536,10578202,343,91,78,0.804,0.823,529,19400748,74,66599,Qunar
POI_00797,COMP_0797,Banyan Tree Hotels,France,Hotel Chain,2020,88360,75029,3.3,504180756,62333525,1255,82,76,0.673,0.84,2342,44941278,63,54599,Elong
POI_00798,COMP_0798,Anantara Hotels - Los Angeles,United Kingdom,Hotel Chain,2021,21320,18483,3.5,435108315,72402713,2508,72,85,0.706,0.836,6025,46968496,64,24954,Elong
POI_00799,COMP_0799,Anantara Hotels,United Kingdom,Hotel Chain,2020,21880,19221,3.5,269148837,26234796,539,86,75,0.829,0.819,1161,45533655,68,56999,Hostelworld
POI_00800,COMP_0800,Anantara Hotels Tours,France,Resort Management,2024,28009,21991,3.6,2892488862,504864762,6516,75,72,0.689,0.827,15002,460597040,75,58199,HomeAway
POI_00801,COMP_0801,Minor Hotels,United States,Hotel Chain,2022,19824,15377,3.4,5444273032,563430430,12000,77,89,0.664,0.791,24701,1046829878,84,55799,Ctrip
POI_00802,COMP_0802,Centara Hotels & Resorts - Bangkok,United States,Hotel Chain,2021,125638,108284,4.6,1470526103,180639588,3392,81,90,0.9,0.86,7382,248110528,76,70199,Direct Website
POI_00803,COMP_0803,Centara Hotels & Resorts,United States,Resort Management,2023,10228,8117,4.5,394064491,34056200,947,93,78,0.872,0.874,1553,62234597,74,69000,Priceline
POI_00804,COMP_0804,Marriott International,United States,Hotel Chain,2023,78695,70576,4.1,438056191,62586835,961,89,96,0.681,0.845,2011,49741674,70,64199,Booking.com
POI_00805,COMP_0805,Hilton Worldwide - Rome,France,Travel Agency,2020,18206,15359,5.0,152440533,18758679,334,86,100,0.95,0.887,694,27386689,74,75000,Ctrip
POI_00806,COMP_0806,Hilton Worldwide,United Kingdom,Cruise Line,2022,30500,26429,4.8,282044571,42011927,555,88,79,0.871,0.868,1193,34079425,82,72600,MakeMyTrip
POI_00807,COMP_0807,InterContinental Hotels Group,United States,Hotel Chain,2021,2803,2212,4.1,830267328,59827874,1883,92,74,0.76,0.876,2586,110177645,71,64199,MakeMyTrip
POI_00808,COMP_0808,InterContinental Hotels Group Hotels,United Kingdom,Resort Management,2023,7619,5833,4.0,984279452,94637961,2484,79,83,0.719,0.791,6181,141630111,71,63000,Tuniu
POI_00809,COMP_0809,Wyndham Hotels & Resorts,United Kingdom,Resort Management,2021,4689,3891,4.1,120044689,8260985,1607,75,73,0.776,0.885,2468,11183444,79,11676,Hotwire
POI_00810,COMP_0810,Accor - Rome,France,Destination Management,2024,5453,4828,4.0,732719416,63731052,1561,76,83,0.751,0.831,2439,124789407,73,63000,Travelocity
POI_00811,COMP_0811,Accor,France,Eco-Tourism,2024,67194,58677,4.0,2131227729,408469064,4313,80,89,0.864,0.827,7143,331637718,80,63000,Travelocity
POI_00812,COMP_0812,Accor Resorts,United Kingdom,Hotel Chain,2023,31521,26668,3.3,564415261,45506033,1698,83,74,0.732,0.839,3377,93673337,72,41042,MakeMyTrip
POI_00813,COMP_0813,Best Western Hotels & Resorts,United Kingdom,Resort Management,2024,16853,12107,3.6,3619285420,581127812,7343,85,72,0.746,0.779,12071,416465531,83,58199,Trivago
POI_00814,COMP_0814,Best Western Hotels & Resorts Holdings,United Kingdom,Resort Management,2022,135890,121034,2.6,381597555,72859177,973,73,71,0.674,0.793,2290,67454108,70,46200,Own Platform
POI_00815,COMP_0815,Hyatt Hotels Corporation,France,Hotel Chain,2020,62448,48899,4.1,413523318,30887522,1044,81,77,0.753,0.839,2490,57439501,89,64199,Orbitz
POI_00816,COMP_0816,Radisson Hotel Group - Paris,France,Resort Management,2020,18720,13783,3.8,691256828,98153126,1555,77,91,0.786,0.815,3628,56217744,77,60600,Multiple Platforms
POI_00817,COMP_0817,Radisson Hotel Group,United States,Resort Management,2020,57316,45268,4.3,1214329087,177214411,2475,80,77,0.765,0.903,4465,104970727,82,66599,Orbitz
POI_00818,COMP_0818,Choice Hotels International,United States,Resort Management,2020,7797,6063,4.2,556896737,75419468,1280,86,80,0.836,0.836,3180,92876418,79,65400,Ctrip
POI_00819,COMP_0819,Choice Hotels International Travel,United Kingdom,Resort Management,2022,30786,24906,4.1,665505147,39950995,4036,92,81,0.77,0.889,9304,120336215,76,25419,HomeAway
POI_00820,COMP_0820,Expedia Group,United Kingdom,Hotel Chain,2021,73759,65632,4.7,371221620,38747045,1734,85,76,0.731,0.841,3678,73706003,83,35763,Vrbo
POI_00821,COMP_0821,Booking Holdings - Mumbai,United States,Destination Management,2023,63629,48827,3.3,1210124360,225710603,3050,82,67,0.832,0.792,4879,221409443,62,54599,Tuniu
POI_00822,COMP_0822,Booking Holdings,United States,Tour Operator,2023,4265,3016,4.0,126600048,19291739,840,85,77,0.789,0.791,1651,21314286,75,21727,Tuniu
POI_00823,COMP_0823,Airbnb - Paris,United Kingdom,Cruise Line,2022,19550,16913,4.2,5269943091,512548303,12000,86,69,0.865,0.875,19169,965229604,70,65400,Vrbo
POI_00824,COMP_0824,Airbnb,France,Adventure Tourism,2020,52099,43215,4.3,200908801,35966270,478,85,77,0.756,0.82,942,34433181,73,66599,HomeAway
POI_00825,COMP_0825,TripAdvisor - London,France,Cruise Line,2024,19413,14055,4.9,476306101,93939996,1161,94,96,0.759,0.915,1668,54119375,80,73800,Ctrip
POI_00826,COMP_0826,TripAdvisor,United States,Online Travel Agency,2021,25108,21299,5.0,795802476,122854336,1686,81,80,0.95,0.871,3772,75457483,77,75000,Direct Website
POI_00827,COMP_0827,Carnival Corporation - Hong Kong,United States,Cruise Line,2021,22669,19252,4.6,478877714,64311751,914,82,100,0.731,0.9,2114,90724231,75,70199,Expedia
POI_00828,COMP_0828,Carnival Corporation,United States,Eco-Tourism,2024,2237,1865,3.5,134448484,23168996,760,73,85,0.832,0.853,1832,12745835,66,22078,Hotwire
POI_00829,COMP_0829,Carnival Corporation Holdings,United States,Adventure Tourism,2023,34485,25500,4.9,1151779981,75657657,2464,89,100,0.929,0.89,5376,198085528,75,73800,Agoda
POI_00830,COMP_0830,Royal Caribbean Group - New York,United Kingdom,Travel Agency,2024,7418,5326,3.9,1525089104,76812421,3664,84,95,0.755,0.863,8486,250623773,67,61800,Ctrip
POI_00831,COMP_0831,Royal Caribbean Group,United Kingdom,Destination Management,2023,86954,73896,3.7,506700687,92159590,2258,84,81,0.66,0.858,4816,67868392,73,26344,Booking.com
POI_00832,COMP_0832,Norwegian Cruise Line - Miami,United Kingdom,Cruise Line,2020,146721,113474,4.6,3675672256,239887808,8567,92,72,0.935,0.852,12981,361851605,87,70199,Multiple Platforms
POI_00833,COMP_0833,Norwegian Cruise Line,France,Cruise Line,2024,211691,161664,4.0,430566365,67621550,903,82,72,0.737,0.844,2146,74342682,83,63000,TripAdvisor
POI_00834,COMP_0834,Norwegian Cruise Line Resorts,France,Resort Management,2023,112436,85649,4.3,3642082568,712457214,7870,90,75,0.689,0.838,17659,680554494,85,66599,Agoda
POI_00835,COMP_0835,TUI Group - Shanghai,United Kingdom,Travel Agency,2022,2005,1708,4.4,344648029,66748640,679,93,92,0.802,0.879,899,35355573,85,67800,Agoda
POI_00836,COMP_0836,TUI Group,United States,Travel Agency,2022,187382,162668,4.4,470343664,76455570,1120,78,86,0.763,0.902,1488,60247696,80,67800,Booking.com
POI_00837,COMP_0837,TUI Group Experiences,United States,Travel Agency,2023,22107,19849,3.8,146336495,21640706,468,78,81,0.666,0.87,929,15680662,65,43032,HomeAway
POI_00838,COMP_0838,Thomas Cook - Hong Kong,United States,Corporate Travel,2022,27721,24450,3.8,966756206,174372952,2174,82,72,0.759,0.849,3536,187388877,87,60600,Booking.com
POI_00839,COMP_0839,Thomas Cook,France,Resort Management,2020,107224,96371,4.3,925321191,100506941,2126,78,91,0.864,0.899,2835,149173060,79,66599,Kayak
POI_00840,COMP_0840,G Adventures,United Kingdom,Adventure Tourism,2021,34695,27761,2.9,105489924,8934565,2550,75,61,0.623,0.735,5707,14701046,65,4770,Own Platform
POI_00841,COMP_0841,Intrepid Travel,United States,Travel Agency,2021,34960,26024,3.1,608820368,77467554,1371,68,77,0.595,0.829,2150,75673768,71,52200,Hotels.com
POI_00842,COMP_0842,Abercrombie & Kent,United States,Travel Agency,2023,26868,22025,4.1,85861367,5696980,1010,75,80,0.889,0.843,1927,9523640,77,11120,Ctrip
POI_00843,COMP_0843,Abercrombie & Kent Tours,France,Tour Operator,2022,12034,9442,3.8,23070719,3591956,259,89,93,0.769,0.815,645,3434979,66,12091,Airbnb
POI_00844,COMP_0844,Trafalgar Tours,United Kingdom,Tour Operator,2021,49854,41033,2.3,739980188,123839936,2062,80,67,0.686,0.747,3788,77309190,60,42600,Own Platform
POI_00845,COMP_0845,Trafalgar Tours Tours,United Kingdom,Tour Operator,2023,11333,8063,3.9,135804778,15824322,309,78,89,0.831,0.826,632,22173443,87,61800,Hotels.com
POI_00846,COMP_0846,Contiki,United States,Cruise Line,2024,19088,16735,3.0,5627045554,1124652306,12000,79,64,0.612,0.781,22818,1091071388,77,51000,Elong
POI_00847,COMP_0847,Contiki Holdings,United States,Adventure Tourism,2021,12762,9423,2.7,275203851,34996295,677,74,67,0.691,0.789,1043,34783827,65,47400,Hostelworld
POI_00848,COMP_0848,Insight Vacations - Shanghai,United States,Adventure Tourism,2022,8143,6110,3.8,80723539,6054723,711,86,88,0.763,0.813,1770,8748566,69,16165,Qunar
POI_00849,COMP_0849,Insight Vacations,United States,Cruise Line,2022,8116,6252,3.5,255048383,37988970,529,81,72,0.619,0.801,1039,24695571,68,56188,Direct Website
POI_00850,COMP_0850,Collette Tours - Hong Kong,United Kingdom,Tour Operator,2024,1233,924,4.9,1785930359,109622217,3642,95,83,0.95,0.941,7141,257786241,85,73800,Orbitz
POI_00851,COMP_0851,Collette Tours,United Kingdom,Tour Operator,2024,35847,31186,3.8,1641603105,248900258,3356,80,85,0.79,0.781,4789,155029271,65,60600,Vrbo
POI_00852,COMP_0852,Tauck,United States,Resort Management,2022,3607,2657,3.7,794842766,152041128,1951,83,77,0.874,0.775,3375,64378726,86,59399,Travelocity
POI_00853,COMP_0853,Globus,France,Adventure Tourism,2020,35979,28223,4.2,1547494662,279936992,3989,82,74,0.896,0.821,9252,195066542,74,65400,TripAdvisor
POI_00854,COMP_0854,Cosmos,France,Resort Management,2024,15998,11387,3.8,547615274,68998238,5414,91,70,0.713,0.824,9521,59009307,88,13888,Direct Website
POI_00855,COMP_0855,Gate 1 Travel,United Kingdom,Online Travel Agency,2022,94339,75754,4.5,402884869,63635607,1002,94,77,0.729,0.898,1452,67822127,92,69000,Airbnb
POI_00856,COMP_0856,Grand Circle Travel - Shanghai,France,Online Travel Agency,2023,10034,7755,4.3,382704487,54997879,768,78,92,0.892,0.876,1445,45397750,69,66599,Expedia
POI_00857,COMP_0857,Grand Circle Travel,United States,Online Travel Agency,2023,16955,14388,2.8,16475313,2027739,228,70,86,0.588,0.764,411,2635927,76,8089,Elong
POI_00858,COMP_0858,Road Scholar - Bangkok,France,Tour Operator,2021,45622,39505,2.7,94530440,7318602,489,85,79,0.733,0.759,1071,17882315,56,20427,Hotwire
POI_00859,COMP_0859,Road Scholar,United Kingdom,Tour Operator,2023,86647,62050,4.3,3592408184,396948941,7175,86,87,0.837,0.813,9479,411621319,83,66599,Orbitz
POI_00860,COMP_0860,Road Scholar Resorts,United States,Hotel Chain,2020,85630,76766,3.8,4212430445,493077627,8701,78,66,0.776,0.793,14591,452938415,86,60600,Booking.com
POI_00861,COMP_0861,Adventure Travel Trade Association - London,France,Online Travel Agency,2021,160809,125178,4.1,1141912182,66390731,2269,93,82,0.894,0.888,3293,110397642,85,64199,Hotwire
POI_00862,COMP_0862,Adventure Travel Trade Association,United States,Travel Agency,2024,17792,13116,3.3,91711494,10242921,3531,74,75,0.766,0.814,6754,9234761,66,2901,Elong
POI_00863,COMP_0863,Pacific Delight Tours,France,Tour Operator,2023,106110,85342,4.7,391151884,62172145,871,96,75,0.734,0.842,1398,77537884,82,71399,Hotwire
POI_00864,COMP_0864,Pacific Delight Tours Travel,United Kingdom,Tour Operator,2024,35991,26157,3.5,327671159,62982727,1134,78,85,0.811,0.777,2166,38451446,83,38250,TripAdvisor
POI_00865,COMP_0865,China Highlights - Hong Kong,United States,Destination Management,2021,44687,36136,4.3,271520721,40112852,596,91,76,0.821,0.876,1344,25028790,85,66599,Qunar
POI_00866,COMP_0866,China Highlights,France,Travel Agency,2024,2621,1947,4.5,780496969,127968125,3669,93,89,0.794,0.876,5509,150655710,87,31499,Multiple Platforms
POI_00867,COMP_0867,Wendy Wu Tours - Bangkok,France,Tour Operator,2024,18160,15102,4.8,1090512602,96087161,2659,88,79,0.753,0.894,4868,127478507,90,72600,Hostelworld
POI_00868,COMP_0868,Wendy Wu Tours,United States,Tour Operator,2022,150658,112744,4.1,983703476,145857049,2494,90,84,0.718,0.88,5554,164848455,79,50143,Vrbo
POI_00869,COMP_0869,Cox & Kings,United Kingdom,Eco-Tourism,2022,22404,18860,4.5,749341154,102820103,1441,79,86,0.912,0.889,3353,70595552,76,69000,Multiple Platforms
POI_00870,COMP_0870,Kuoni Travel,United States,Online Travel Agency,2020,13359,10074,3.2,766714655,46822005,4502,84,85,0.603,0.821,6996,70780191,79,21781,Elong
POI_00871,COMP_0871,Virgin Holidays,France,Resort Management,2024,16436,13968,4.2,1943708824,101606188,4598,91,88,0.884,0.869,8982,267874005,84,65400,Elong
POI_00872,COMP_0872,Virgin Holidays Group,France,Corporate Travel,2023,40308,34706,3.5,633898827,42177404,1361,75,81,0.784,0.838,1840,121050540,66,56999,Trivago
POI_00873,COMP_0873,Jet2holidays - Barcelona,United States,Hotel Chain,2022,81620,67107,4.7,1098752943,75864842,4626,81,83,0.755,0.876,7960,204845925,73,42009,Elong
POI_00874,COMP_0874,Jet2holidays,United States,Adventure Tourism,2022,66757,48320,3.7,464147434,44188968,1059,75,64,0.732,0.838,2344,86208042,70,59399,Tuniu
POI_00875,COMP_0875,On The Beach - Dubai,United Kingdom,Cruise Line,2020,2310,1953,3.2,548701438,64557810,1623,69,76,0.744,0.791,2599,59967848,74,47192,Orbitz
POI_00876,COMP_0876,On The Beach,United States,Tour Operator,2020,61289,48092,4.5,838559360,65240038,2010,94,79,0.91,0.871,4800,95098457,71,69000,Travelocity
POI_00877,COMP_0877,Travelzoo - Miami,France,Travel Agency,2023,11642,10275,5.0,542761599,45756868,1161,80,85,0.833,0.908,2691,55642528,92,75000,Multiple Platforms
POI_00878,COMP_0878,Travelzoo,United States,Online Travel Agency,2023,3279,2538,4.9,1043647862,147314727,2215,93,83,0.95,0.918,4679,128641974,95,65592,Elong
POI_00879,COMP_0879,Secret Escapes - Sydney,United States,Destination Management,2022,59227,45855,3.8,285426148,22402149,870,89,86,0.694,0.801,1284,28968076,70,47361,HomeAway
POI_00880,COMP_0880,Secret Escapes,United States,Resort Management,2023,5034,4339,5.0,795251122,67112945,1485,91,100,0.753,0.884,2055,157151232,96,75000,Expedia
POI_00881,COMP_0881,Luxury Gold - Hong Kong,United Kingdom,Tour Operator,2020,60828,48948,5.0,256730866,20022350,590,95,100,0.925,0.899,1077,27926437,84,75000,Airbnb
POI_00882,COMP_0882,Luxury Gold,United States,Destination Management,2023,32628,28971,4.3,386777670,23696126,837,93,82,0.698,0.828,1746,71397261,82,66599,Expedia
POI_00883,COMP_0883,Scenic Luxury Cruises,United Kingdom,Cruise Line,2024,162915,141668,4.5,1057092800,53045991,2485,80,99,0.896,0.831,4223,180711816,88,69000,Vrbo
POI_00884,COMP_0884,Emerald Waterways,France,Corporate Travel,2023,68940,48280,2.4,118007442,22080490,286,78,55,0.762,0.742,593,10500765,63,43800,Vrbo
POI_00885,COMP_0885,Avalon Waterways - Rome,United Kingdom,Tour Operator,2022,18046,15123,3.2,178252618,16727744,438,70,86,0.771,0.75,835,22129044,64,53399,Tuniu
POI_00886,COMP_0886,Avalon Waterways,United Kingdom,Destination Management,2023,99368,72552,3.5,1195695142,234611554,2587,81,91,0.756,0.808,6375,179486934,82,56999,Priceline
POI_00887,COMP_0887,Viking Cruises - Toronto,United States,Cruise Line,2024,186038,147306,3.5,291701463,55543966,692,85,85,0.711,0.807,1271,26652996,76,56999,Tuniu
POI_00888,COMP_0888,Viking Cruises,United Kingdom,Cruise Line,2023,13369,10374,3.3,150988641,9847428,3971,78,61,0.674,0.795,5916,13374152,83,4520,HomeAway
POI_00889,COMP_0889,Crystal Cruises - London,United States,Cruise Line,2021,58758,49423,3.8,2149894411,327802505,4372,92,70,0.658,0.819,6968,309993039,77,60600,Ctrip
POI_00890,COMP_0890,Crystal Cruises,France,Cruise Line,2020,106129,93434,3.9,2140474567,288289898,5530,78,67,0.875,0.815,10757,186751411,74,61800,Hotels.com
POI_00891,COMP_0891,Crystal Cruises Travel,United Kingdom,Cruise Line,2020,211504,170183,4.2,1004608473,93380438,2304,93,77,0.714,0.898,5622,148075663,75,65400,Agoda
POI_00892,COMP_0892,Regent Seven Seas,United Kingdom,Destination Management,2023,34727,26445,4.4,216817133,42629164,436,90,88,0.7,0.905,942,27703808,82,67800,Agoda
POI_00893,COMP_0893,Seabourn - Los Angeles,France,Resort Management,2021,148672,133333,3.9,593234923,49533315,1225,82,84,0.894,0.829,2586,65155915,88,61800,Hotwire
POI_00894,COMP_0894,Seabourn,United States,Destination Management,2022,97077,71816,5.0,858599484,162310057,2443,94,100,0.872,0.893,4141,159705993,92,50470,Trivago
POI_00895,COMP_0895,Club Med,United Kingdom,Online Travel Agency,2021,127552,96878,3.2,2579027686,439337823,5891,84,84,0.648,0.782,8560,278263377,84,53399,Qunar
POI_00896,COMP_0896,Sandals Resorts - Tokyo,United States,Hotel Chain,2022,9866,8594,3.8,602644788,111753647,1305,76,73,0.88,0.835,1986,74430033,73,60600,MakeMyTrip
POI_00897,COMP_0897,Sandals Resorts,France,Resort Management,2021,15615,11700,4.9,1071989552,73607401,2185,93,93,0.834,0.941,3746,163607626,80,73800,Own Platform
POI_00898,COMP_0898,Beaches Resorts,United States,Resort Management,2020,102256,82293,3.4,560722660,109439998,1509,75,88,0.688,0.778,3632,85160389,63,55799,Elong
POI_00899,COMP_0899,RIU Hotels & Resorts - Barcelona,United Kingdom,Hotel Chain,2024,29962,26909,3.6,235758060,24527264,1187,71,84,0.759,0.822,1700,24316781,78,24018,Agoda
POI_00900,COMP_0900,RIU Hotels & Resorts,France,Resort Management,2023,21943,18987,3.3,285563161,34075688,578,74,88,0.605,0.815,1250,24019103,84,54599,Own Platform
POI_00901,COMP_0901,Atlantis Resorts - Rome,France,Resort Management,2020,87235,73016,3.2,1188861793,215350663,2533,84,79,0.664,0.758,5109,171888556,66,53399,Tuniu
