POI_ID,Common_Travel_Partner,Total_Visitors,Dominant_Age_Group,Origin_Country,Average_Sentiment_Score,Average_Rating,Reviews,Avg_spend_per_head,Accesebility_index,Travel_mode,time_spent,Overall_experience
POI_01119,Solo,120899,26-35,Italy,69.8,4.3,16950,198,77,Car/Road Trip,81.0,Excellent
POI_01120,Couple,53940,36-45,India,51.7,3.4,6882,468,69,Flight,95.5,Good
POI_01121,Couple,93322,36-45,Japan,67.1,3.9,12561,447,83,Flight,95.8,Good
POI_01122,Friends Group,253448,18-25,China,88.0,5.0,38017,188,83,Flight,2.1,Outstanding
POI_01123,Friends Group,130950,18-25,United States,76.6,4.6,18909,163,57,Bus/Coach,120.7,Outstanding
POI_01124,Business,176725,36-45,Germany,52.9,3.3,22302,442,83,Flight,0.7,Good
POI_01125,Couple,224454,36-45,Spain,65.9,4.2,31154,330,60,Car/Road Trip,1.8,Excellent
POI_01126,Couple,125109,26-35,Japan,83.6,4.4,17715,346,68,Car/Road Trip,162.3,Outstanding
POI_01127,Couple,156900,26-35,Japan,76.0,4.2,21777,292,84,Flight,2.4,Excellent
POI_01128,Couple,33889,26-35,United States,74.7,4.0,4608,312,72,Flight,5.8,Excellent
POI_01129,Business,127350,36-45,United Kingdom,81.5,5.0,19102,374,87,Flight,2.6,Outstanding
POI_01130,Family,41163,36-45,United Kingdom,61.3,3.7,5425,440,75,Flight,30.6,Good
POI_01131,Friends Group,37990,18-25,United Kingdom,57.5,3.1,4687,194,66,Cruise,28.4,Good
POI_01132,Friends Group,92398,18-25,Australia,64.2,3.8,12307,123,52,Multiple Modes,42.3,Good
POI_01133,Friends Group,131826,26-35,China,82.4,4.4,18666,268,85,Flight,63.0,Outstanding
POI_01134,Family,13934,36-45,Australia,61.9,3.3,1758,388,74,Flight,76.7,Good
POI_01135,Family,52581,46-55,United Kingdom,54.5,3.3,6635,537,79,Flight,20.7,Good
POI_01136,Couple,101781,26-35,Spain,66.1,4.3,14269,242,64,Car/Road Trip,34.5,Excellent
POI_01137,Solo,175218,65+,United States,70.5,4.3,24565,495,81,Flight,1.4,Excellent
POI_01138,Friends Group,242140,18-25,Mexico,80.1,4.3,33948,122,67,Car/Road Trip,0.7,Excellent
POI_01139,Couple,186601,26-35,Russia,56.2,3.6,24332,190,67,Car/Road Trip,1.4,Good
POI_01140,Business,164670,46-55,China,65.2,3.8,21934,801,63,Multiple Modes,161.0,Good
POI_01141,Solo,59670,56-65,China,68.7,3.8,7948,497,75,Car/Road Trip,12.1,Good
POI_01142,Business,108982,46-55,Mexico,59.7,3.9,14668,552,82,Flight,74.8,Good
POI_01143,Friends Group,70801,26-35,Singapore,69.1,4.3,9926,336,62,Car/Road Trip,120.3,Excellent
POI_01144,Couple,36963,26-35,Canada,58.2,3.3,4664,279,79,Flight,3.5,Good
POI_01145,Business,65116,36-45,United States,57.6,3.3,8217,445,65,Flight,2.5,Good
POI_01146,Couple,90240,46-55,Australia,86.4,4.9,13409,636,63,Train,159.9,Outstanding
POI_01147,Family,138393,46-55,France,46.0,3.1,17077,417,63,Car/Road Trip,2.8,Average
POI_01148,Couple,189709,56-65,Brazil,85.1,4.7,27659,903,78,Car/Road Trip,324.5,Outstanding
POI_01149,Friends Group,242852,18-25,United States,80.9,5.0,36427,394,73,Flight,256.8,Outstanding
POI_01150,Family,230376,46-55,United Kingdom,55.1,3.3,29073,1018,69,Flight,270.8,Good
POI_01151,Solo,61031,18-25,Others,75.1,4.1,8385,181,73,Flight,64.1,Excellent
POI_01152,Solo,104798,26-35,China,80.4,4.7,15279,256,72,Flight,33.2,Outstanding
POI_01153,Solo,26996,56-65,Brazil,46.6,2.8,3217,422,77,Train,29.1,Average
POI_01154,Solo,80313,18-25,Canada,56.8,3.2,10023,123,60,Train,28.7,Good
POI_01155,Couple,89849,46-55,Germany,64.1,3.9,12093,798,72,Car/Road Trip,255.6,Good
POI_01156,Friends Group,158723,26-35,Germany,71.4,4.2,22030,639,66,Flight,270.0,Excellent
POI_01157,Couple,320304,56-65,Spain,80.4,5.0,48045,1330,88,Flight,185.0,Outstanding
POI_01158,Solo,126562,26-35,China,89.8,4.9,18807,317,78,Flight,58.3,Outstanding
POI_01159,Couple,29906,36-45,United States,61.2,3.9,4025,323,67,Flight,71.6,Good
POI_01160,Business,185134,26-35,Australia,90.5,5.0,27770,317,69,Cruise,2.4,Outstanding
POI_01161,Solo,20983,18-25,Germany,54.5,3.2,2618,114,70,Car/Road Trip,76.3,Good
POI_01162,Friends Group,133530,26-35,Spain,86.4,5.0,20029,242,60,Train,0.9,Outstanding
POI_01163,Friends Group,61972,26-35,United Kingdom,68.2,3.9,8341,296,75,Flight,92.8,Good
POI_01164,Couple,34230,26-35,Others,49.6,3.3,4319,219,53,Bus/Coach,5.8,Average
POI_01165,Couple,88198,46-55,Germany,74.1,4.3,12365,485,89,Flight,75.0,Excellent
POI_01166,Family,106271,36-45,Switzerland,72.4,4.1,14601,389,71,Car/Road Trip,171.6,Excellent
POI_01167,Friends Group,122856,18-25,United Kingdom,74.6,4.0,16708,210,84,Flight,166.4,Excellent
POI_01168,Couple,87608,26-35,Germany,46.1,2.8,10442,320,57,Multiple Modes,128.5,Average
POI_01169,Friends Group,194868,26-35,United Kingdom,91.4,5.0,29230,292,73,Car/Road Trip,104.8,Outstanding
POI_01170,Family,140307,36-45,France,90.8,4.8,20653,504,73,Flight,177.2,Outstanding
POI_01171,Family,125948,36-45,United Kingdom,37.8,2.5,14484,553,78,Flight,183.7,Average
POI_01172,Couple,108871,36-45,Netherlands,76.8,4.3,15263,529,68,Flight,139.9,Excellent
POI_01173,Family,71534,46-55,Canada,57.5,2.8,8526,612,80,Train,201.1,Average
POI_01174,Business,141703,36-45,Switzerland,76.7,4.6,20461,352,84,Flight,107.5,Outstanding
POI_01175,Couple,126758,46-55,China,68.0,3.6,16529,692,88,Flight,160.5,Good
POI_01176,Family,3973,46-55,Spain,72.2,4.2,551,337,82,Train,61.0,Excellent
POI_01177,Friends Group,21562,18-25,France,63.1,3.9,2902,125,83,Train,28.1,Good
POI_01178,Family,44885,36-45,Germany,60.4,3.9,6041,285,83,Car/Road Trip,42.1,Good
POI_01179,Business,109966,36-45,China,63.3,3.3,13877,402,67,Flight,91.6,Good
POI_01180,Family,170960,46-55,China,70.8,4.4,24207,1178,68,Flight,211.4,Excellent
POI_01181,Friends Group,19258,26-35,China,66.5,3.7,2538,239,65,Car/Road Trip,70.2,Good
POI_01182,Solo,44006,56-65,South Korea,50.5,3.3,5553,550,74,Flight,65.5,Average
POI_01183,Friends Group,82253,26-35,Others,64.5,3.5,10610,210,74,Train,77.7,Good
POI_01184,Family,62188,36-45,United States,54.2,3.4,7935,438,76,Flight,31.4,Good
POI_01185,Solo,104437,26-35,United States,81.6,4.5,14934,223,61,Bus/Coach,23.0,Outstanding
POI_01186,Solo,98812,65+,China,87.2,4.8,14545,483,81,Train,18.7,Outstanding
POI_01187,Couple,158853,56-65,China,55.7,3.4,20269,923,62,Car/Road Trip,277.1,Good
POI_01188,Family,47059,36-45,Australia,76.7,4.6,6795,429,71,Flight,4.7,Outstanding
POI_01189,Friends Group,45671,18-25,Russia,78.3,4.2,6339,173,84,Flight,48.9,Excellent
POI_01190,Family,26925,36-45,United Kingdom,42.3,2.6,3134,377,88,Flight,104.1,Average
POI_01191,Friends Group,170338,26-35,Japan,93.5,5.0,25550,340,84,Car/Road Trip,123.1,Outstanding
POI_01192,Solo,101703,65+,Australia,58.1,3.2,12692,1015,86,Flight,213.2,Good
POI_01193,Friends Group,93679,18-25,Spain,72.8,4.3,13133,142,79,Car/Road Trip,81.9,Excellent
POI_01194,Solo,29953,18-25,United Kingdom,80.8,5.0,4492,155,74,Flight,39.0,Outstanding
POI_01195,Couple,128992,46-55,Germany,58.1,3.8,17181,511,81,Flight,67.3,Good
POI_01196,Couple,65419,26-35,Canada,74.0,3.9,8805,321,66,Flight,53.0,Excellent
POI_01197,Solo,69328,26-35,India,60.5,3.9,9331,246,83,Train,58.6,Good
POI_01198,Friends Group,100996,18-25,China,83.7,4.8,14866,183,78,Car/Road Trip,127.5,Outstanding
POI_01199,Friends Group,119130,26-35,China,56.5,3.4,15200,401,84,Flight,123.2,Good
POI_01200,Family,71491,36-45,China,57.3,3.6,9322,434,89,Flight,84.5,Good
POI_01201,Friends Group,100541,18-25,United States,82.2,4.7,14658,163,70,Flight,86.7,Outstanding
POI_01202,Couple,51798,26-35,United Kingdom,76.9,4.3,7262,511,57,Cruise,147.1,Excellent
POI_01203,Couple,61132,46-55,United Kingdom,50.5,2.4,6944,786,66,Flight,100.4,Average
POI_01204,Friends Group,167490,26-35,United Kingdom,84.0,5.0,25123,220,80,Car/Road Trip,114.2,Outstanding
POI_01205,Couple,70960,36-45,United Kingdom,65.7,3.9,9551,474,79,Train,110.1,Good
POI_01206,Couple,43375,26-35,France,85.4,4.9,6445,199,61,Car/Road Trip,62.7,Outstanding
POI_01207,Couple,34396,26-35,United Kingdom,64.1,3.7,4533,306,76,Flight,4.4,Good
POI_01208,Family,10056,46-55,India,64.1,3.7,1325,365,67,Car/Road Trip,26.9,Good
POI_01209,Solo,28633,18-25,Germany,85.8,5.0,4294,145,77,Flight,4.3,Outstanding
POI_01210,Family,214540,46-55,France,88.0,4.9,31880,378,73,Car/Road Trip,1.1,Outstanding
POI_01211,Family,119003,46-55,India,79.4,4.8,17517,475,89,Flight,96.2,Outstanding
POI_01212,Family,81204,46-55,Russia,49.3,3.0,9906,458,77,Flight,81.1,Average
POI_01213,Family,138941,46-55,Others,65.0,3.4,17728,517,71,Car/Road Trip,143.8,Good
POI_01214,Solo,186831,18-25,United Kingdom,86.4,4.5,26716,164,70,Car/Road Trip,106.5,Outstanding
POI_01215,Friends Group,46394,18-25,Italy,67.5,4.0,6309,245,73,Flight,129.7,Excellent
POI_01216,Solo,80264,18-25,Italy,80.0,5.0,12039,154,74,Flight,22.3,Outstanding
POI_01217,Couple,60258,36-45,Mexico,67.2,4.1,8279,515,84,Flight,151.9,Excellent
POI_01218,Family,117241,46-55,United States,90.8,4.9,17422,578,72,Flight,138.0,Outstanding
POI_01219,Solo,117529,26-35,China,55.3,3.5,15161,211,76,Train,74.5,Good
POI_01220,Couple,54624,26-35,Japan,61.1,3.8,7275,350,89,Flight,139.9,Good
POI_01221,Couple,94726,46-55,United States,64.3,3.5,12219,849,75,Flight,152.3,Good
POI_01222,Family,38405,36-45,Italy,66.7,3.9,5169,362,66,Flight,3.7,Good
POI_01223,Solo,70497,56-65,Netherlands,55.9,3.4,8995,528,66,Bus/Coach,42.3,Good
POI_01224,Couple,86823,26-35,Germany,74.1,4.1,11929,299,66,Flight,33.9,Excellent
POI_01225,Couple,42167,36-45,Mexico,58.4,3.5,5439,354,66,Flight,112.4,Good
POI_01226,Business,60682,26-35,China,75.8,4.6,8762,188,83,Train,41.9,Outstanding
POI_01227,Couple,35163,36-45,United States,67.6,4.3,4929,303,65,Train,66.2,Excellent
POI_01228,Business,232861,46-55,China,60.4,3.7,30691,1269,87,Flight,179.2,Good
POI_01229,Couple,41458,36-45,United States,80.3,4.8,6102,440,80,Flight,58.8,Outstanding
POI_01230,Couple,36205,46-55,Others,68.6,4.0,4923,401,70,Car/Road Trip,66.7,Excellent
POI_01231,Couple,53826,26-35,Canada,77.7,4.9,7998,202,61,Car/Road Trip,64.8,Outstanding
POI_01232,Solo,161736,26-35,Japan,81.8,4.4,22901,403,70,Car/Road Trip,163.3,Outstanding
POI_01233,Couple,88631,65+,UAE,70.1,3.8,11805,985,78,Train,225.6,Good
POI_01234,Couple,40833,36-45,United States,59.3,3.6,5324,328,63,Bus/Coach,30.4,Good
POI_01235,Business,178200,26-35,Singapore,67.8,4.2,24734,556,83,Flight,304.1,Excellent
POI_01236,Family,152081,36-45,China,81.4,4.9,22599,463,76,Flight,117.0,Outstanding
POI_01237,Business,24415,26-35,Brazil,75.5,4.4,3457,192,68,Car/Road Trip,22.0,Excellent
POI_01238,Friends Group,30044,26-35,Germany,72.8,4.1,4128,241,84,Car/Road Trip,79.6,Excellent
POI_01239,Family,163482,36-45,United Kingdom,55.1,3.4,20860,461,65,Cruise,1.5,Good
POI_01240,Couple,62873,26-35,India,80.5,4.4,8902,310,78,Flight,33.9,Outstanding
POI_01241,Family,24129,36-45,Others,51.9,3.1,2977,368,74,Flight,4.0,Average
POI_01242,Business,99797,36-45,China,74.2,4.1,13712,288,80,Car/Road Trip,2.6,Excellent
POI_01243,Friends Group,157566,26-35,Canada,79.7,4.5,22531,194,75,Train,0.5,Outstanding
POI_01244,Solo,28547,26-35,Netherlands,61.7,3.4,3642,234,63,Car/Road Trip,37.3,Good
POI_01245,Business,84125,46-55,United States,73.5,4.2,11676,412,71,Train,44.5,Excellent
POI_01246,Friends Group,11752,18-25,Italy,73.3,4.0,1598,155,86,Flight,59.6,Excellent
POI_01247,Family,86300,36-45,United Kingdom,74.5,4.5,12340,308,53,Multiple Modes,79.6,Excellent
POI_01248,Couple,129767,46-55,Mexico,67.6,4.1,17829,467,67,Flight,50.6,Excellent
POI_01249,Solo,117352,65+,Germany,89.2,5.0,17602,608,82,Flight,36.0,Outstanding
POI_01250,Friends Group,89583,26-35,France,64.9,3.8,11932,224,74,Car/Road Trip,34.2,Good
POI_01251,Family,51813,46-55,Australia,65.3,3.6,6756,473,66,Flight,20.4,Good
POI_01252,Family,48690,36-45,Switzerland,85.1,5.0,7303,464,74,Flight,113.0,Outstanding
POI_01253,Couple,60354,26-35,Canada,58.7,3.6,7870,230,52,Bus/Coach,111.7,Good
POI_01254,Friends Group,55446,18-25,UAE,65.3,4.1,7618,133,82,Car/Road Trip,53.5,Excellent
POI_01255,Family,37595,46-55,China,56.3,3.6,4902,580,76,Flight,37.8,Good
POI_01256,Couple,92574,26-35,United Kingdom,60.2,3.8,12330,288,74,Flight,90.8,Good
POI_01257,Couple,56301,26-35,Switzerland,66.7,4.0,7656,245,77,Car/Road Trip,34.7,Good
POI_01258,Solo,78380,65+,United States,56.6,3.4,10001,387,60,Bus/Coach,87.5,Good
POI_01259,Business,38432,46-55,United Kingdom,54.4,3.6,5011,469,61,Car/Road Trip,4.9,Good
POI_01260,Solo,15041,26-35,Mexico,76.7,4.1,2066,268,80,Flight,4.9,Excellent
POI_01261,Family,100358,36-45,Germany,69.2,3.8,13367,278,61,Car/Road Trip,1.7,Good
POI_01262,Family,132470,36-45,Netherlands,72.3,4.2,18386,349,62,Car/Road Trip,2.4,Excellent
POI_01263,Family,73182,36-45,Australia,80.7,4.5,10465,292,51,Bus/Coach,2.6,Outstanding
POI_01264,Business,108177,46-55,Germany,72.4,4.0,14712,429,71,Multiple Modes,112.0,Excellent
POI_01265,Couple,137088,26-35,Australia,64.8,4.2,19027,269,83,Flight,2.3,Excellent
POI_01266,Friends Group,100825,26-35,United States,75.4,4.0,13712,204,78,Train,1.7,Excellent
POI_01267,Family,87108,36-45,China,83.4,4.9,12944,326,64,Car/Road Trip,45.4,Outstanding
POI_01268,Couple,75317,36-45,France,64.7,3.8,10032,449,79,Flight,22.4,Good
POI_01269,Couple,97588,36-45,United States,86.4,4.7,14228,323,74,Train,18.8,Outstanding
POI_01270,Family,50980,46-55,United States,65.0,4.0,6933,645,75,Flight,132.4,Good
POI_01271,Couple,176777,46-55,United Kingdom,56.4,3.4,22556,884,68,Car/Road Trip,249.1,Good
POI_01272,Family,79237,36-45,France,57.6,3.7,10443,462,89,Flight,21.1,Good
POI_01273,Family,28750,36-45,Canada,68.5,4.2,3990,348,77,Car/Road Trip,40.2,Excellent
POI_01274,Solo,96636,56-65,Others,77.2,4.5,13818,597,77,Flight,87.8,Excellent
POI_01275,Friends Group,151506,18-25,Germany,80.5,4.3,21241,189,68,Flight,0.7,Excellent
POI_01276,Family,209291,36-45,Others,70.2,4.4,29635,446,87,Flight,3.3,Excellent
POI_01277,Business,107347,36-45,South Korea,52.2,2.7,12645,444,78,Car/Road Trip,107.7,Average
POI_01278,Friends Group,43041,26-35,Germany,74.0,4.4,6094,214,63,Car/Road Trip,60.1,Excellent
POI_01279,Friends Group,201274,18-25,China,42.3,2.8,23991,282,83,Car/Road Trip,332.8,Average
POI_01280,Solo,33646,56-65,Australia,60.0,3.9,4528,414,73,Bus/Coach,44.6,Good
POI_01281,Couple,91181,26-35,Germany,67.1,4.2,12655,398,85,Flight,160.6,Excellent
POI_01282,Family,95304,46-55,South Korea,51.1,3.4,12160,542,72,Flight,68.8,Good
POI_01283,Family,217406,36-45,China,82.5,5.0,32610,414,75,Flight,2.1,Outstanding
POI_01284,Family,46089,46-55,Others,83.4,4.5,6590,429,68,Car/Road Trip,7.0,Outstanding
POI_01285,Friends Group,34129,26-35,Others,78.1,5.0,5119,272,83,Flight,14.6,Outstanding
POI_01286,Couple,12801,36-45,Others,88.3,4.8,1884,381,64,Cruise,62.5,Outstanding
POI_01287,Couple,264291,56-65,South Korea,69.1,4.1,36313,1474,77,Flight,208.6,Excellent
POI_01288,Couple,156527,46-55,United States,54.1,3.5,20191,603,75,Flight,0.8,Good
POI_01289,Family,219163,46-55,Switzerland,91.8,5.0,32874,980,68,Flight,334.5,Outstanding
POI_01290,Solo,51497,18-25,China,70.2,4.5,7364,119,75,Train,57.2,Excellent
POI_01291,Family,26799,36-45,India,82.0,4.8,3944,334,87,Flight,72.7,Outstanding
POI_01292,Couple,15103,36-45,Japan,67.4,3.8,2011,299,83,Car/Road Trip,29.1,Good
POI_01293,Couple,249864,65+,China,80.4,4.8,36779,777,80,Car/Road Trip,307.1,Outstanding
POI_01294,Friends Group,188723,26-35,United States,64.0,3.4,24081,461,67,Car/Road Trip,255.2,Good
POI_01295,Solo,264874,26-35,Germany,81.4,4.6,38247,574,85,Flight,225.9,Outstanding
POI_01296,Family,70487,46-55,Australia,65.5,3.9,9487,355,64,Car/Road Trip,89.2,Good
POI_01297,Family,164156,46-55,France,88.3,4.9,24393,661,88,Flight,163.4,Outstanding
POI_01298,Couple,20994,26-35,China,85.2,4.6,3031,251,81,Flight,26.1,Outstanding
POI_01299,Family,34559,36-45,Brazil,61.1,3.7,4554,351,80,Flight,93.8,Good
POI_01300,Couple,46516,26-35,United Kingdom,55.0,2.9,5609,341,62,Train,148.8,Average
POI_01301,Couple,140397,36-45,United States,67.7,4.2,19487,426,71,Flight,63.2,Excellent
POI_01302,Friends Group,58000,18-25,Russia,64.7,4.0,7888,173,89,Flight,100.0,Good
POI_01303,Family,172021,46-55,Mexico,73.1,3.9,23154,784,70,Flight,129.4,Excellent
POI_01304,Couple,54091,36-45,Italy,62.3,3.3,6826,338,66,Bus/Coach,97.7,Good
POI_01305,Solo,103786,65+,United States,80.0,4.6,14986,535,73,Train,128.2,Outstanding
POI_01306,Family,112661,36-45,South Korea,67.2,3.8,15006,415,85,Flight,63.3,Good
POI_01307,Couple,48761,36-45,France,88.7,4.8,7177,432,72,Flight,72.9,Outstanding
POI_01308,Solo,157684,26-35,Russia,70.6,3.9,21224,396,74,Flight,97.1,Excellent
POI_01309,Couple,68874,26-35,Germany,73.4,4.2,9559,246,66,Flight,50.4,Excellent
POI_01310,Family,11415,36-45,India,70.1,4.0,1552,401,69,Flight,3.8,Excellent
POI_01311,Friends Group,19872,18-25,South Korea,85.1,4.9,2952,165,80,Flight,60.1,Outstanding
POI_01312,Couple,12570,36-45,Japan,59.5,3.6,1639,318,75,Flight,57.1,Good
POI_01313,Solo,117473,26-35,Spain,63.7,3.2,14660,403,77,Flight,111.8,Good
POI_01314,Couple,47582,26-35,Others,78.3,4.5,6804,288,74,Flight,86.6,Outstanding
POI_01315,Business,116959,36-45,United Kingdom,67.3,3.9,15742,350,69,Bus/Coach,95.3,Good
POI_01316,Friends Group,179806,26-35,South Korea,81.7,4.7,26215,430,70,Flight,130.6,Outstanding
POI_01317,Couple,60502,36-45,Japan,79.6,4.7,8821,447,82,Flight,5.1,Outstanding
POI_01318,Couple,36961,46-55,United States,45.7,2.7,4354,530,71,Car/Road Trip,165.5,Average
POI_01319,Business,114504,36-45,United States,89.0,5.0,17175,346,82,Train,62.0,Outstanding
POI_01320,Family,24556,36-45,United Kingdom,54.2,3.2,3064,240,70,Train,74.9,Good
POI_01321,Solo,26142,18-25,Mexico,81.0,4.8,3848,118,74,Car/Road Trip,40.3,Outstanding
POI_01322,Solo,38449,56-65,Italy,84.9,5.0,5767,472,79,Car/Road Trip,18.9,Outstanding
POI_01323,Solo,21265,18-25,Canada,75.9,4.8,3130,129,71,Car/Road Trip,2.4,Outstanding
POI_01324,Family,53271,46-55,China,48.3,2.8,6349,385,67,Train,134.3,Average
POI_01325,Solo,118594,26-35,Germany,82.4,4.7,17291,332,77,Car/Road Trip,140.5,Outstanding
POI_01326,Family,44804,46-55,United Kingdom,71.5,4.5,6406,537,68,Flight,129.6,Excellent
POI_01327,Family,28704,46-55,Germany,56.3,3.3,3622,434,79,Car/Road Trip,140.3,Good
POI_01328,Couple,105916,36-45,Japan,65.5,3.3,13366,441,84,Train,150.1,Good
POI_01329,Family,92289,36-45,India,61.6,3.6,12034,424,78,Flight,85.3,Good
POI_01330,Family,235067,36-45,United Kingdom,81.8,4.9,34930,500,79,Flight,145.9,Outstanding
POI_01331,Friends Group,52189,18-25,Canada,73.2,4.0,7097,168,77,Car/Road Trip,115.8,Excellent
POI_01332,Solo,148005,18-25,Canada,82.2,4.7,21579,163,75,Flight,57.1,Outstanding
POI_01333,Couple,219953,36-45,United States,86.0,5.0,32992,433,77,Car/Road Trip,158.0,Outstanding
POI_01334,Solo,133777,18-25,United States,46.7,2.7,15758,233,80,Flight,122.3,Average
POI_01335,Couple,85159,26-35,Germany,66.0,3.9,11462,229,77,Car/Road Trip,66.3,Good
POI_01336,Family,182770,36-45,France,52.1,3.4,23321,954,73,Flight,399.7,Good
POI_01337,Family,59996,36-45,China,63.7,4.0,8159,288,59,Bus/Coach,111.3,Good
POI_01338,Solo,25883,18-25,Canada,80.7,4.7,3773,104,70,Car/Road Trip,13.1,Outstanding
POI_01339,Friends Group,116715,18-25,France,72.9,4.0,15873,133,61,Car/Road Trip,51.3,Excellent
POI_01340,Friends Group,149222,18-25,United Kingdom,63.2,3.6,19458,247,68,Flight,155.5,Good
POI_01341,Business,104907,36-45,Australia,53.9,3.5,13533,316,75,Train,93.0,Good
POI_01342,Solo,54025,26-35,Australia,57.0,3.6,7044,222,59,Bus/Coach,44.2,Good
POI_01343,Friends Group,20084,26-35,UAE,73.6,4.0,2731,282,67,Flight,80.6,Excellent
POI_01344,Couple,204964,36-45,Australia,77.1,4.2,28449,447,66,Bus/Coach,122.2,Excellent
POI_01345,Solo,47370,26-35,Mexico,86.6,5.0,7105,188,70,Bus/Coach,58.3,Outstanding
POI_01346,Family,125298,36-45,Italy,77.4,4.7,18268,444,68,Flight,123.9,Outstanding
POI_01347,Family,128965,36-45,Others,58.8,3.6,16817,628,72,Flight,117.5,Good
POI_01348,Friends Group,160478,18-25,Australia,63.8,3.9,21600,225,65,Flight,106.6,Good
POI_01349,Family,80866,46-55,France,60.8,3.7,10658,369,67,Bus/Coach,136.2,Good
POI_01350,Business,44052,46-55,Germany,76.7,4.9,6546,557,89,Flight,78.3,Outstanding
POI_01351,Couple,26344,26-35,Germany,64.3,3.5,3398,240,62,Car/Road Trip,65.1,Good
POI_01352,Solo,43059,26-35,Canada,50.8,3.3,5434,235,78,Car/Road Trip,24.7,Average
POI_01353,Friends Group,45261,26-35,United States,62.0,3.6,5902,243,78,Flight,2.6,Good
POI_01354,Family,171383,36-45,Australia,56.1,3.4,21868,644,60,Car/Road Trip,231.8,Good
POI_01355,Couple,139934,36-45,China,72.7,3.8,18639,517,67,Flight,164.7,Good
POI_01356,Family,31597,36-45,China,59.0,3.8,4208,469,85,Flight,54.5,Good
POI_01357,Solo,167352,65+,Canada,78.7,5.0,25102,1299,69,Flight,164.6,Outstanding
POI_01358,Family,63044,46-55,United States,56.0,3.4,8044,594,68,Bus/Coach,166.6,Good
POI_01359,Friends Group,70384,26-35,Russia,94.1,5.0,10557,452,87,Flight,158.1,Outstanding
POI_01360,Friends Group,103268,26-35,United States,56.4,3.2,12887,566,82,Flight,328.9,Good
POI_01361,Couple,85740,46-55,Japan,67.0,4.2,11900,394,68,Train,96.7,Excellent
POI_01362,Couple,119805,36-45,Germany,80.2,5.0,17970,390,88,Flight,108.0,Outstanding
POI_01363,Couple,46760,26-35,China,71.4,4.2,6490,252,84,Flight,52.6,Excellent
POI_01364,Solo,58057,18-25,Germany,73.2,4.1,7977,174,79,Flight,0.9,Excellent
POI_01365,Family,25311,46-55,Brazil,69.8,4.0,3442,393,77,Car/Road Trip,7.2,Excellent
POI_01366,Couple,28345,26-35,United States,64.5,3.7,3735,273,67,Flight,18.7,Good
POI_01367,Business,252151,26-35,Germany,84.7,5.0,37822,242,72,Bus/Coach,1.5,Outstanding
POI_01368,Solo,107544,18-25,France,53.5,3.2,13421,137,61,Car/Road Trip,2.1,Average
POI_01369,Couple,65823,46-55,Others,68.2,3.8,8767,399,66,Car/Road Trip,66.6,Good
POI_01370,Solo,6314,18-25,United Kingdom,54.3,3.5,814,126,83,Car/Road Trip,43.8,Good
POI_01371,Business,41730,36-45,Others,71.2,4.1,5733,333,72,Car/Road Trip,5.3,Excellent
POI_01372,Family,99825,46-55,Singapore,88.2,5.0,14973,562,84,Flight,15.5,Outstanding
POI_01373,Business,86590,36-45,United States,86.3,4.8,12746,393,82,Flight,24.1,Outstanding
POI_01374,Solo,7122,56-65,Germany,56.7,3.4,908,500,79,Flight,75.5,Good
POI_01375,Couple,243690,65+,Spain,85.2,4.7,35530,1003,70,Car/Road Trip,304.7,Outstanding
POI_01376,Couple,14606,26-35,Others,50.0,3.3,1843,213,75,Flight,65.0,Average
POI_01377,Family,176531,36-45,Spain,74.0,4.2,24502,494,83,Car/Road Trip,166.9,Excellent
POI_01378,Friends Group,49422,26-35,Russia,46.3,3.1,6098,295,76,Flight,25.5,Average
POI_01379,Solo,55043,26-35,Germany,71.7,3.8,7331,242,66,Flight,68.8,Good
POI_01380,Solo,204845,56-65,Brazil,80.1,4.4,29006,977,66,Flight,122.0,Excellent
POI_01381,Family,162650,36-45,United Kingdom,66.3,3.9,21892,318,61,Car/Road Trip,2.7,Good
POI_01382,Couple,73347,26-35,United Kingdom,69.1,4.2,10180,194,79,Train,91.6,Excellent
POI_01383,Family,108033,36-45,France,70.6,3.7,14238,287,71,Bus/Coach,79.2,Good
POI_01384,Solo,30880,56-65,India,87.1,4.9,4588,606,88,Flight,81.2,Outstanding
POI_01385,Family,26092,46-55,Spain,66.9,4.3,3658,491,84,Flight,3.7,Excellent
POI_01386,Family,18346,46-55,China,78.2,4.8,2700,732,72,Cruise,3.3,Outstanding
POI_01387,Friends Group,51959,18-25,Italy,64.6,3.8,6920,125,82,Train,4.3,Good
POI_01388,Couple,18708,36-45,United States,46.0,3.0,2282,357,78,Flight,22.3,Average
POI_01389,Couple,161474,26-35,Russia,48.8,3.1,19925,247,77,Car/Road Trip,2.6,Average
POI_01390,Friends Group,94796,18-25,United States,75.5,4.3,13290,179,88,Flight,0.8,Excellent
POI_01391,Solo,78471,26-35,China,50.8,3.3,9903,205,76,Car/Road Trip,28.1,Average
POI_01392,Solo,183749,56-65,Netherlands,90.1,5.0,27562,604,58,Multiple Modes,102.3,Outstanding
POI_01393,Solo,50585,56-65,Germany,62.8,3.6,6596,698,82,Flight,33.8,Good
POI_01394,Solo,19166,56-65,Australia,70.8,4.3,2687,465,68,Train,4.4,Excellent
POI_01395,Family,198346,36-45,Germany,75.8,4.2,27530,433,68,Flight,1.3,Excellent
POI_01396,Couple,232040,36-45,China,82.4,4.6,33506,472,60,Car/Road Trip,119.6,Outstanding
