POI_ID,Company_ID,Company_Name,HQ_Country,Service_Type,FY_Year,Total_Customers_To_POI,Active_Tourists,Avg_Customer_Rating,Revenue(USD),Marketing_Expenditure_USD,Avg_Booking_Value,Destinations_Preference_Index,Tech_Adaptability_index,Digital_Channel_Share,Customer_Retention,Avg_Trip_Cost_USD,Commission,CSR_Focus_index,Reviews,Booking_Platforms
POI_00763,COMP_0006,Wyndham Hotels,United Kingdom,Hotel Chain,2022,3872276,3372448,8.3,74132.78,12984.02,5.2,7.8,5.4,0.39,0.75,2889.44,87116.8,6.6,Unforgettable experience with lasting memories,Direct Website
POI_00764,COMP_0024,MSC Cruises,Italy,Travel Agency,2024,7667612,6584318,7.5,98665.67,17362.71,3.7,5.8,6.4,0.39,0.66,1529.36,116028.38,6,Clean and comfortable with friendly staff members,Direct Website
POI_00765,COMP_0029,Contiki Holidays,Indonesia,Resort,2022,2268191,1617602,6.3,469472.77,73322.46,4.6,5,4,0.94,0.45,480.63,542795.23,4.6,Exceeded expectations in every possible way,Airbnb
POI_00766,COMP_0025,Disney Cruise Line,Japan,Resort,2023,20814601,17068816,6.3,425504.4,65578,4.2,5.3,3.3,0.5,0.56,698.84,491082.4,3.4,Amazing experience with exceptional service and beautiful facilities,Expedia
POI_00767,COMP_0008,Best Western,Australia,Resort,2021,1256469,1008790,8.4,153500.2,15481.74,6,7.5,7,0.73,0.63,1560.64,168981.94,6.2,Amazing experience with exceptional service and beautiful facilities,TripAdvisor
POI_00768,COMP_0017,TUI Group,UAE,Hotel Chain,2022,1416095,1243364,8.6,196170.85,20363.66,7.8,4.6,4.8,0.65,0.7,1805.28,216534.51,5.5,Great location but slightly crowded during peak season,Direct Website
POI_00769,COMP_0029,Contiki Holidays,Indonesia,Tour Operator,2024,5891955,4804391,9,139146.89,14453.34,8.2,8.4,6.2,0.45,0.78,937.72,153600.23,6.4,Relaxing environment with modern amenities available,Booking.com
POI_00770,COMP_0020,Intrepid Travel,France,Hotel Chain,2020,948544,789506,6.1,127185.21,27437.92,3.2,4,4.1,0.78,0.38,1023.04,154623.13,5.9,Great location but slightly crowded during peak season,Booking.com
POI_00771,COMP_0014,Booking Holdings,Spain,Cruise Line,2020,1454322,1180056,6.9,309609.29,61495.88,6.2,4.5,5.3,0.64,0.5,216.11,371105.17,6.5,Professional service and attention to detail,Airbnb
POI_00772,COMP_0016,TripAdvisor,Australia,Resort,2021,9403074,8362274,6.8,361676.05,68294.76,3.2,5.7,5.9,0.61,0.63,1261.65,429970.81,5.9,Amazing experience with exceptional service and beautiful facilities,Airbnb
POI_00773,COMP_0014,Booking Holdings,Indonesia,Hotel Chain,2024,321272,227318,9.5,211750.26,50609.61,3.1,8.9,8,0.76,0.77,1744.76,262359.87,8.8,Highly recommended for first-time visitors,TripAdvisor
POI_00774,COMP_0020,Intrepid Travel,Australia,Resort,2023,544792,442816,8.8,354225.2,54390.41,5.9,5,7,0.52,0.54,2196.16,408615.61,8.6,Good value for money with comfortable accommodations,TripAdvisor
POI_00775,COMP_0024,MSC Cruises,Turkey,Hotel Chain,2022,3060213,2677672,8.1,268012.76,45307.3,7.7,6.8,7.8,0.58,0.76,517.6,313320.06,6.9,Good value for money with comfortable accommodations,Booking.com
POI_00776,COMP_0016,TripAdvisor,Japan,Travel Agency,2021,2422786,1923288,8.3,323827.08,44750.97,7.3,4.2,5.3,0.3,0.62,2636.56,368578.05,7.2,Highly recommended for first-time visitors,TripAdvisor
POI_00777,COMP_0007,Choice Hotels,Singapore,Cruise Line,2022,5605530,4960128,9.7,110021.56,21805.53,7.7,6.6,8.3,0.33,0.71,216.79,131827.09,6.8,Perfect destination for families with children,Booking.com
POI_00778,COMP_0018,Thomas Cook,Spain,Resort,2023,28708508,22084671,9.2,65031.35,7391.64,6.6,8.9,5.4,0.8,0.8,2811.48,72422.99,5,Clean and comfortable with friendly staff members,Expedia
POI_00779,COMP_0001,Marriott International,France,Hotel Chain,2020,2234645,1683880,6.2,418624.03,104413.95,5.8,4.2,3.2,0.51,0.49,291.69,523037.98,4.4,Best vacation spot we have visited recently,Direct Website
POI_00780,COMP_0005,Accor Hotels,United Kingdom,Travel Agency,2020,88882,73204,7.3,68005.91,10190.45,5.9,5.1,7,0.69,0.55,3067.84,78196.36,6,Good value for money with comfortable accommodations,Airbnb
POI_00781,COMP_0021,Carnival Corporation,Japan,Cruise Line,2022,14754142,12485973,7.9,289548.77,41649.72,7.8,5,7.4,0.84,0.57,691.4,331198.49,6.8,Highly recommended for first-time visitors,Direct Website
POI_00782,COMP_0002,Hilton Worldwide,United Kingdom,Resort,2020,554318,411247,8.6,385736.97,50423.62,2.8,6.2,6.7,0.91,0.8,1255.32,436160.59,6.6,Unforgettable experience with lasting memories,Airbnb
POI_00783,COMP_0026,Celebrity Cruises,Indonesia,Tour Operator,2023,6871238,5425450,7.5,454992.47,92466.38,6.7,6.7,4.8,0.53,0.63,427.12,547458.85,5.9,Good value for money with comfortable accommodations,Booking.com
POI_00784,COMP_0028,Trafalgar Tours,United States,Hotel Chain,2020,7066618,6277947,9.9,60035.77,11492.39,4.5,8.8,5.1,0.77,0.76,2814.72,71528.16,6.7,Peaceful atmosphere perfect for relaxation and unwinding,Expedia
POI_00785,COMP_0011,NH Hotel Group,Singapore,Cruise Line,2024,12346186,10970941,7.5,290280.45,31713.73,3.2,6.2,6.3,0.48,0.54,1266.52,321994.18,6.9,Highly recommended for first-time visitors,Booking.com
POI_00786,COMP_0012,Melia Hotels,Singapore,Resort,2020,1279899,917937,6.8,338958.12,35461.12,6.1,5.8,6.6,0.79,0.63,2080.6,374419.24,5.3,Outstanding service exceeded our expectations completely,Direct Website
POI_00787,COMP_0015,Airbnb Inc,Thailand,Cruise Line,2023,44709467,32107318,8.9,169331.39,38148.13,6.8,5.7,7.3,0.73,0.58,535.14,207479.52,5.4,Would definitely return for another visit soon,Expedia
POI_00788,COMP_0004,Hyatt Hotels,UAE,Hotel Chain,2021,7904070,7020617,7.3,61164.2,9637.4,3.4,5.1,5.9,0.83,0.67,643.65,70801.6,7,Good value for money with comfortable accommodations,Direct Website
POI_00789,COMP_0030,Insight Vacations,Turkey,Cruise Line,2024,6880990,5968012,6.6,461829.35,74827.7,3.1,4.7,5.5,0.6,0.5,1524.04,536657.05,3.5,Disappointing considering the price point charged,Expedia
POI_00790,COMP_0020,Intrepid Travel,United States,Tour Operator,2024,16552618,14707902,7.7,288096.47,66674.31,3.7,5.5,6.9,0.73,0.49,692.16,354770.78,6.3,Amazing experience with exceptional service and beautiful facilities,Expedia
POI_00791,COMP_0016,TripAdvisor,Spain,Hotel Chain,2023,660963,485280,7.8,373040.53,87498.81,4.7,4.6,6.9,0.63,0.56,2089.65,460539.34,5.3,Disappointing considering the price point charged,Booking.com
POI_00792,COMP_0003,IHG Hotels,Thailand,Tour Operator,2020,847764,754926,9.6,377030.68,88314.38,3,6.6,9.1,0.49,0.67,1057.24,465345.06,6.3,Lovely place with authentic local experiences,TripAdvisor
POI_00793,COMP_0024,MSC Cruises,Turkey,Resort,2022,777468,631830,8.7,160389.72,39274.43,3.3,5,5.7,0.5,0.71,1265.88,199664.15,7.9,Lovely place with authentic local experiences,TripAdvisor
POI_00794,COMP_0023,Norwegian Cruise Line,Australia,Travel Agency,2020,1033474,764715,6,69050.73,7021.07,5.8,4,4.3,0.79,0.48,1463.04,76071.8,4,Would definitely return for another visit soon,Expedia
POI_00795,COMP_0016,TripAdvisor,Singapore,Cruise Line,2021,3631489,2856421,7.8,80566.79,9363.8,3.4,6,4.4,0.32,0.48,598.8,89930.59,7.6,Professional service and attention to detail,TripAdvisor
POI_00796,COMP_0002,Hilton Worldwide,France,Resort,2024,659698,587340,8,154355.5,16516.76,7.7,7.1,6.4,0.62,0.58,1566.12,170872.26,7.8,Exceeded expectations in every possible way,Direct Website
POI_00797,COMP_0028,Trafalgar Tours,UAE,Hotel Chain,2023,1048100,909106,9.8,130204.89,29800.95,3.1,9,5.6,0.92,0.84,992.14,160005.84,5.7,Clean and comfortable with friendly staff members,Expedia
POI_00798,COMP_0011,NH Hotel Group,Thailand,Hotel Chain,2024,134510,98727,7.6,226742.41,22823.01,4.3,7.1,5.2,0.97,0.71,896.48,249565.42,4.4,Facility could use some updates and maintenance,TripAdvisor
POI_00799,COMP_0021,Carnival Corporation,United States,Cruise Line,2021,12568987,9076169,7.1,378056.04,61604.55,6.7,6.2,5.6,0.84,0.53,360.26,439660.59,6.2,Excellent staff and well-maintained property throughout,Direct Website
POI_00800,COMP_0015,Airbnb Inc,United States,Travel Agency,2023,5222624,4618604,9.9,152510.34,19811.48,9.4,6.1,8.9,0.6,0.91,1242.02,172321.82,7.2,Excellent staff and well-maintained property throughout,Direct Website
POI_00801,COMP_0015,Airbnb Inc,Singapore,Hotel Chain,2023,5944667,4496934,7.7,325435.69,71003.46,4.9,4,7,0.99,0.57,656.55,396439.15,3.9,Amazing experience with exceptional service and beautiful facilities,Booking.com
POI_00802,COMP_0013,Expedia Group,United States,Hotel Chain,2024,19548606,16373850,7,136344.52,25519.05,3.7,5.4,4,0.62,0.64,2063.1,161863.57,5,Professional service and attention to detail,Booking.com
POI_00803,COMP_0027,Abercrombie & Kent,United Kingdom,Travel Agency,2024,558550,399113,8,167052.19,40307.31,3,5.7,5.2,0.95,0.59,1413.51,207359.5,7,Unforgettable experience with lasting memories,TripAdvisor
POI_00804,COMP_0018,Thomas Cook,Japan,Cruise Line,2022,1874223,1448792,8.1,417874.22,73615.91,3,6.8,4.1,0.63,0.54,1571.18,491490.13,6.6,Beautiful setting with convenient location access,Booking.com
POI_00805,COMP_0027,Abercrombie & Kent,Japan,Cruise Line,2022,861638,641730,8,329846.88,34220.17,4.9,5.9,7.3,0.93,0.6,703.24,364067.05,4.1,Professional service and attention to detail,TripAdvisor
POI_00806,COMP_0020,Intrepid Travel,Spain,Tour Operator,2023,11571671,8333208,7.6,352437.98,36941.83,4.5,5,7.2,0.91,0.52,1078,389379.81,4.1,Good value for money with comfortable accommodations,Booking.com
POI_00807,COMP_0025,Disney Cruise Line,Indonesia,Resort,2020,471388,335495,6.5,423003.7,80587.55,2.9,6.5,4.7,0.79,0.43,1216.54,503591.25,5.2,Clean and comfortable with friendly staff members,Airbnb
POI_00808,COMP_0027,Abercrombie & Kent,Indonesia,Tour Operator,2024,6316251,5149969,7.6,237066.61,51690.84,3.2,5.3,5.1,0.58,0.66,1516.44,288757.45,5.6,Lovely place with authentic local experiences,Airbnb
POI_00809,COMP_0023,Norwegian Cruise Line,United Kingdom,Hotel Chain,2021,882589,665602,8.2,122177.24,18440.94,8.2,5.4,7.7,0.77,0.59,2753.52,140618.18,6.3,Exceeded expectations in every possible way,Expedia
POI_00810,COMP_0027,Abercrombie & Kent,Australia,Cruise Line,2020,1970083,1614774,7.3,358634.52,36825.23,6.6,5,6.4,0.74,0.53,2386.12,395459.75,4.2,Highly recommended for first-time visitors,TripAdvisor
POI_00811,COMP_0007,Choice Hotels,Japan,Hotel Chain,2023,2711823,1958250,6.9,433147.41,102195.99,6.1,5.4,5.8,0.98,0.43,376.54,535343.4,6.6,Breathtaking views and stunning natural scenery,Direct Website
POI_00812,COMP_0027,Abercrombie & Kent,United States,Resort,2022,829076,697775,8,296691.7,72089.15,7.1,4.5,7.2,0.64,0.61,1825.8,368780.85,5.7,Good value for money with comfortable accommodations,Direct Website
POI_00813,COMP_0002,Hilton Worldwide,Indonesia,Travel Agency,2020,7469947,6135698,6.7,244411.16,54077.12,4.7,6.2,6.1,0.39,0.6,1110.36,298488.28,4.7,Disappointing considering the price point charged,Direct Website
POI_00814,COMP_0022,Royal Caribbean,Turkey,Travel Agency,2021,4161199,3325180,7.1,341221.8,81079.04,2.6,6.2,4.5,0.61,0.45,647.04,422300.84,4.6,Exceeded expectations in every possible way,Booking.com
POI_00815,COMP_0017,TUI Group,Australia,Hotel Chain,2024,2191763,1926358,8.7,454891.83,68426.63,7,7.1,7.2,0.59,0.54,1150.2,523318.46,7.8,Would definitely return for another visit soon,TripAdvisor
POI_00816,COMP_0016,TripAdvisor,Italy,Resort,2024,2593561,2228900,7.2,219895.44,48003.83,4.8,4.1,4.4,0.76,0.53,3059.88,267899.27,6.6,Perfect destination for families with children,Expedia
POI_00817,COMP_0004,Hyatt Hotels,United States,Travel Agency,2024,6624893,4911051,7.4,173324.39,19027.36,7.2,3.8,6.6,0.52,0.45,593.25,192351.75,7.1,Clean and comfortable with friendly staff members,TripAdvisor
POI_00818,COMP_0029,Contiki Holidays,United States,Cruise Line,2024,1110244,793018,6.2,193841.61,30465.39,5.2,4.6,4.2,0.59,0.57,2403.88,224307,5.9,Facility could use some updates and maintenance,Airbnb
POI_00819,COMP_0013,Expedia Group,Singapore,Tour Operator,2023,1450477,1301420,8.5,416656.4,64114.67,7.4,6.1,7.3,0.49,0.54,382.08,480771.07,5.7,Peaceful atmosphere perfect for relaxation and unwinding,Expedia
POI_00820,COMP_0014,Booking Holdings,Turkey,Travel Agency,2022,67593530,49681202,8.3,333338.56,73091.52,7.7,6.7,8.1,1,0.61,2803.4,406430.08,5.4,Professional service and attention to detail,Airbnb
POI_00821,COMP_0023,Norwegian Cruise Line,Australia,Travel Agency,2021,13133712,11001096,9.1,327597.83,59005.37,2.9,6.1,5.2,0.46,0.83,507.72,386603.2,4.7,Breathtaking views and stunning natural scenery,Expedia
POI_00822,COMP_0020,Intrepid Travel,Australia,Tour Operator,2022,105269,78674,6.9,175817.47,32633.76,4.5,4.4,6.7,0.62,0.43,990.57,208451.23,6,Peaceful atmosphere perfect for relaxation and unwinding,Expedia
POI_00823,COMP_0017,TUI Group,Italy,Tour Operator,2020,2061492,1634461,9.1,336218.16,81507.46,8.6,8.7,5,0.39,0.7,341.91,417725.62,5,Beautiful setting with convenient location access,TripAdvisor
POI_00824,COMP_0016,TripAdvisor,Turkey,Travel Agency,2023,4097861,3359437,10,163734.2,24021.58,9,5.6,8.4,0.59,0.67,459.51,187755.78,7,Professional service and attention to detail,Airbnb
POI_00825,COMP_0029,Contiki Holidays,United States,Hotel Chain,2024,1934049,1574096,6.5,263852.36,44169.6,3.8,3.9,5.7,0.39,0.41,492.38,308021.96,5.6,Good value for money with comfortable accommodations,Booking.com
POI_00826,COMP_0013,Expedia Group,UAE,Hotel Chain,2020,14840649,12301106,8.8,52517.37,5588.77,7,5.7,5.8,0.61,0.62,669.84,58106.14,8.7,Breathtaking views and stunning natural scenery,Airbnb
POI_00827,COMP_0025,Disney Cruise Line,United States,Resort,2022,2718411,2303446,7,100310.17,18536.65,3.2,4.9,5.3,0.87,0.63,1369.41,118846.82,6.7,Highly recommended for first-time visitors,Expedia
POI_00828,COMP_0027,Abercrombie & Kent,France,Tour Operator,2021,447630,370105,7,494058.47,72083.58,3.4,3.7,3.5,0.32,0.42,267.64,566142.05,3.9,Professional service and attention to detail,Booking.com
POI_00829,COMP_0012,Melia Hotels,Spain,Hotel Chain,2024,11357333,8622674,6.5,338706.63,75440.74,4.5,5.6,5.6,0.77,0.59,1010.52,414147.37,6.1,Professional service and attention to detail,Expedia
POI_00830,COMP_0024,MSC Cruises,Indonesia,Travel Agency,2023,2657492,1957452,6,218058.9,54291.35,3.8,5.6,3.7,0.63,0.39,447.98,272350.25,4.2,Facility could use some updates and maintenance,TripAdvisor
POI_00831,COMP_0026,Celebrity Cruises,United States,Tour Operator,2020,4074602,2876825,10,149717.04,31963.6,3.7,9.8,9.7,0.44,0.66,1382.64,181680.64,6.2,Outstanding service exceeded our expectations completely,Direct Website
POI_00832,COMP_0014,Booking Holdings,United States,Tour Operator,2024,1051383,874062,7.2,254324.9,55997.63,4.4,6.4,6.5,0.5,0.52,215.32,310322.53,7,Great location but slightly crowded during peak season,Booking.com
POI_00833,COMP_0024,MSC Cruises,Thailand,Resort,2024,2513945,2055748,9.1,78365.14,18451.08,7.7,5,5.3,0.31,0.74,2277.84,96816.22,8.6,Disappointing considering the price point charged,Expedia
POI_00834,COMP_0030,Insight Vacations,Indonesia,Tour Operator,2024,8882059,7946825,9.3,406497.66,86876.43,4.7,8.8,8.7,0.83,0.74,944.76,493374.09,5.2,Professional service and attention to detail,TripAdvisor
POI_00835,COMP_0007,Choice Hotels,United States,Resort,2022,3223348,2892577,9.6,435334.7,75570.38,5.6,6.4,7.8,0.88,0.89,1196.01,510905.08,8.7,Disappointing considering the price point charged,Expedia
POI_00836,COMP_0022,Royal Caribbean,United Kingdom,Resort,2021,1383676,968617,6.9,105772.64,18497.7,5.5,3.8,4.3,0.51,0.55,572.27,124270.34,4.8,Lovely place with authentic local experiences,Booking.com
POI_00837,COMP_0013,Expedia Group,France,Cruise Line,2022,1430949,1199656,7.3,265044.79,43595.21,2.8,3.9,7.2,0.78,0.54,2517.72,308640,6.2,Professional service and attention to detail,Airbnb
POI_00838,COMP_0005,Accor Hotels,UAE,Travel Agency,2022,1603168,1315658,6,420362.74,56598.08,2.7,5.8,5.7,0.99,0.54,1085.12,476960.82,6,Amazing experience with exceptional service and beautiful facilities,Airbnb
POI_00839,COMP_0015,Airbnb Inc,Australia,Resort,2020,1636769,1371560,6.4,267954.31,30446.5,4.5,3.4,3.7,0.57,0.43,391.25,298400.81,5.7,Peaceful atmosphere perfect for relaxation and unwinding,Airbnb
POI_00840,COMP_0020,Intrepid Travel,France,Travel Agency,2022,951028,829207,6.5,72181.4,14736.08,6.2,5.9,4.3,0.49,0.51,795.36,86917.48,5.6,Exceeded expectations in every possible way,TripAdvisor
POI_00841,COMP_0018,Thomas Cook,Singapore,Hotel Chain,2022,6506633,5219627,9.3,95014.25,13174.77,8.7,9.2,8.6,0.52,0.62,1668.44,108189.02,7.2,Lovely place with authentic local experiences,Expedia
POI_00842,COMP_0006,Wyndham Hotels,Italy,Hotel Chain,2024,8516540,6507939,9,113822.97,11446.24,5.1,7.3,5.2,0.9,0.68,855.02,125269.21,8.6,Perfect destination for families with children,Direct Website
POI_00843,COMP_0018,Thomas Cook,Italy,Cruise Line,2020,1743823,1316826,8.1,52090.02,12035.41,3.4,7.2,7.9,0.37,0.53,505.8,64125.43,7.9,Beautiful setting with convenient location access,Expedia
POI_00844,COMP_0029,Contiki Holidays,Japan,Tour Operator,2022,681988,520622,7.2,252029.95,62222.98,5.5,3.9,4.5,0.84,0.57,1600.52,314252.93,6.9,Beautiful setting with convenient location access,Airbnb
POI_00845,COMP_0007,Choice Hotels,United States,Travel Agency,2024,10293432,7639127,9.8,488409.14,81038.74,7.2,5.3,9,0.42,0.61,2015.4,569447.88,6.9,Exceeded expectations in every possible way,TripAdvisor
POI_00846,COMP_0027,Abercrombie & Kent,United States,Hotel Chain,2020,1232703,1002230,6.2,157218.09,35792.87,3.8,4.1,4.7,0.54,0.54,2141.37,193010.96,4.8,Beautiful setting with convenient location access,Direct Website
POI_00847,COMP_0008,Best Western,Indonesia,Travel Agency,2024,5045231,4383706,8.2,198417.11,39198.26,5.1,7.1,4.5,0.58,0.77,423.92,237615.37,7.4,Facility could use some updates and maintenance,Booking.com
POI_00848,COMP_0022,Royal Caribbean,Singapore,Cruise Line,2020,459721,368685,9,468752.91,76993.33,7.8,6.5,5.1,0.7,0.84,1515.27,545746.24,8.1,Outstanding service exceeded our expectations completely,Airbnb
POI_00849,COMP_0018,Thomas Cook,Australia,Tour Operator,2020,1145616,836092,7.3,331515.31,35723.47,7.1,5.1,6.8,0.43,0.58,1904.85,367238.78,3.7,Lovely place with authentic local experiences,Airbnb
POI_00850,COMP_0017,TUI Group,United States,Travel Agency,2023,86624,65642,6.8,327415.71,41901.57,5,5.3,5.5,0.68,0.47,783.76,369317.28,4.2,Exceeded expectations in every possible way,Booking.com
POI_00851,COMP_0010,Minor Hotels,Indonesia,Resort,2022,3712947,2901196,6.7,133679.05,15594.71,3.2,6.6,6,0.51,0.6,615.92,149273.76,5.9,Lovely place with authentic local experiences,Booking.com
POI_00852,COMP_0004,Hyatt Hotels,UAE,Travel Agency,2024,5674857,4903144,8.9,317735.76,78191.94,8.9,4.8,6.6,0.86,0.78,688.6,395927.7,7.8,Amazing experience with exceptional service and beautiful facilities,Booking.com
POI_00853,COMP_0007,Choice Hotels,Indonesia,Resort,2023,1975180,1647404,7.3,323587.03,37337.96,4.6,5.9,4.6,0.49,0.47,1373.48,360924.99,4.1,Good value for money with comfortable accommodations,Expedia
POI_00854,COMP_0018,Thomas Cook,Australia,Cruise Line,2020,4833757,4312538,9.4,243297.11,42118.64,7.2,5.5,6.9,0.75,0.57,381.16,285415.75,4.8,Peaceful atmosphere perfect for relaxation and unwinding,Booking.com
POI_00855,COMP_0015,Airbnb Inc,Australia,Tour Operator,2020,7316036,5141212,6.6,326314.04,74767.77,2.3,4.6,3.8,0.56,0.54,523.64,401081.81,5.1,Excellent staff and well-maintained property throughout,Booking.com
POI_00856,COMP_0002,Hilton Worldwide,UAE,Tour Operator,2024,34173378,26397520,9,268150.13,31069.71,5,8.5,4.7,0.99,0.75,379.8,299219.84,7.6,Excellent staff and well-maintained property throughout,TripAdvisor
POI_00857,COMP_0027,Abercrombie & Kent,Japan,Tour Operator,2023,2462071,1759239,7.1,314957.54,46197.62,5.7,6,5.7,0.66,0.53,1053.52,361155.16,5.7,Outstanding service exceeded our expectations completely,Direct Website
POI_00858,COMP_0021,Carnival Corporation,United States,Cruise Line,2022,11195019,8198372,7.8,454200.58,85026.75,3.9,6.6,5.1,0.85,0.5,147.85,539227.33,6.9,Amazing experience with exceptional service and beautiful facilities,Direct Website
POI_00859,COMP_0022,Royal Caribbean,United Kingdom,Travel Agency,2020,5346282,4802670,7.4,83012.34,10739.8,7.3,6,5.3,0.64,0.62,329.85,93752.14,4.1,Relaxing environment with modern amenities available,Booking.com
POI_00860,COMP_0025,Disney Cruise Line,Australia,Travel Agency,2020,348988,278178,7.9,262892.54,64485.46,4.2,4.3,6.1,0.49,0.64,177.92,327378,7.8,Excellent staff and well-maintained property throughout,Airbnb
POI_00861,COMP_0030,Insight Vacations,Italy,Hotel Chain,2022,2083536,1501326,9.1,486534.48,97394,3.1,8.4,8.8,0.36,0.58,173.16,583928.48,4.7,Unforgettable experience with lasting memories,TripAdvisor
POI_00862,COMP_0003,IHG Hotels,Thailand,Cruise Line,2023,8713746,7032122,9.1,393525.81,45241.48,7.8,7.3,6,0.69,0.72,1574.42,438767.29,8.3,Outstanding service exceeded our expectations completely,Booking.com
POI_00863,COMP_0016,TripAdvisor,UAE,Travel Agency,2021,1393559,1145685,9.1,320662,64371.75,3.5,8.8,4.9,0.95,0.77,1120.59,385033.75,6.1,Peaceful atmosphere perfect for relaxation and unwinding,Direct Website
POI_00864,COMP_0026,Celebrity Cruises,United States,Travel Agency,2022,1901585,1707573,7.6,242352.74,39152.24,3.4,5.4,4.9,0.84,0.66,156.97,281504.98,4.9,Peaceful atmosphere perfect for relaxation and unwinding,Airbnb
POI_00865,COMP_0022,Royal Caribbean,United States,Tour Operator,2020,279755,223304,10,173295.77,30459.77,7.2,5.5,6.9,0.96,0.81,2151.88,203755.54,6.7,Professional service and attention to detail,TripAdvisor
POI_00866,COMP_0005,Accor Hotels,United Kingdom,Hotel Chain,2020,1859397,1569206,9.8,53737.18,13192.94,7.2,8.2,6.6,0.52,0.82,393.76,66930.12,6,Best vacation spot we have visited recently,TripAdvisor
POI_00867,COMP_0013,Expedia Group,Italy,Travel Agency,2020,353447,302812,7.7,97509.04,12505.73,2.9,7.4,4.6,0.73,0.73,1539.18,110014.77,7.2,Unforgettable experience with lasting memories,Expedia
POI_00868,COMP_0024,MSC Cruises,Australia,Tour Operator,2021,4752736,3469643,8,78905.86,10187.38,6.1,5.3,5.4,0.76,0.61,836.56,89093.24,7.2,Would definitely return for another visit soon,TripAdvisor
POI_00869,COMP_0005,Accor Hotels,UAE,Resort,2021,1242534,1003252,8.6,72595.9,13887.84,3.9,7.8,7.6,0.4,0.66,1008.39,86483.74,7.6,Relaxing environment with modern amenities available,Airbnb
POI_00870,COMP_0007,Choice Hotels,United Kingdom,Resort,2024,5683358,4382380,6.6,78765.42,16320.44,3.3,6.1,3.5,0.58,0.48,2952.92,95085.86,4.2,Great location but slightly crowded during peak season,TripAdvisor
POI_00871,COMP_0015,Airbnb Inc,Indonesia,Travel Agency,2020,1594848,1276119,8.1,473322.69,94436.75,5.2,5.9,4.9,0.83,0.61,847.71,567759.44,7.9,Unforgettable experience with lasting memories,Booking.com
POI_00872,COMP_0009,Radisson Hotel Group,United Kingdom,Resort,2024,8293454,6402742,9.5,499414.32,55313.42,6.8,5.5,7.3,0.46,0.82,775.72,554727.74,7.3,Exceeded expectations in every possible way,Airbnb
POI_00873,COMP_0012,Melia Hotels,UAE,Resort,2020,1469021,1070265,6.2,259685.04,52418.87,2.3,3.4,4.9,0.85,0.45,404.09,312103.91,6.1,Unforgettable experience with lasting memories,TripAdvisor
POI_00874,COMP_0003,IHG Hotels,Japan,Tour Operator,2023,4655235,3811340,9.3,267509.44,40060.49,4.5,7.7,9.2,0.33,0.85,1105.88,307569.93,7.3,Disappointing considering the price point charged,Airbnb
POI_00875,COMP_0020,Intrepid Travel,Indonesia,Tour Operator,2024,5655283,4991631,6.7,401775.02,41106.52,3.1,3.8,3.4,0.66,0.64,1263.52,442881.54,5.7,Peaceful atmosphere perfect for relaxation and unwinding,TripAdvisor
POI_00876,COMP_0019,G Adventures,Singapore,Tour Operator,2023,1187440,866754,9.3,183171.64,25043.47,4.3,6.8,6.6,0.5,0.61,3172.32,208215.11,8.2,Perfect destination for families with children,Booking.com
POI_00877,COMP_0011,NH Hotel Group,Japan,Resort,2023,2707324,2277132,6.9,89740.72,20148.66,5.4,4.5,4.6,0.78,0.5,724.08,109889.38,4.2,Highly recommended for first-time visitors,Airbnb
POI_00878,COMP_0005,Accor Hotels,Indonesia,Tour Operator,2023,476625,339812,9.4,201161.23,24166.66,7.7,5.7,6.5,0.34,0.64,663.08,225327.89,8.4,Disappointing considering the price point charged,Direct Website
POI_00879,COMP_0012,Melia Hotels,United States,Tour Operator,2023,22019005,18965915,6.3,438780.66,65028.54,2,3.7,5.2,0.56,0.59,769.58,503809.2,5.2,Professional service and attention to detail,Booking.com
POI_00880,COMP_0006,Wyndham Hotels,Indonesia,Travel Agency,2020,3725034,2992200,10,341675.62,54874.13,8.5,7.2,7.3,0.99,0.75,552.72,396549.75,8,Highly recommended for first-time visitors,Expedia
POI_00881,COMP_0029,Contiki Holidays,Italy,Resort,2022,1113470,916630,6.1,374511.13,51789.15,2.6,3.6,5,0.34,0.43,1518.36,426300.28,3.5,Excellent staff and well-maintained property throughout,Booking.com
POI_00882,COMP_0029,Contiki Holidays,France,Travel Agency,2020,1668268,1309975,6.4,268891.63,32312.32,6.2,3.9,4,0.37,0.52,2200.2,301203.95,5.4,Best vacation spot we have visited recently,TripAdvisor
POI_00883,COMP_0013,Expedia Group,United States,Travel Agency,2021,11318950,9469353,7.2,400596.88,83611.94,5.4,6.8,5.7,0.85,0.49,1463.08,484208.82,6,Great location but slightly crowded during peak season,TripAdvisor
POI_00884,COMP_0009,Radisson Hotel Group,Italy,Travel Agency,2023,20411367,14819425,6.2,224530.29,25857.24,6.1,5.6,3.4,0.39,0.5,373.29,250387.53,4.2,Peaceful atmosphere perfect for relaxation and unwinding,Airbnb
POI_00885,COMP_0013,Expedia Group,Japan,Travel Agency,2022,3959746,2943272,9.2,241592.73,26888.84,4.5,5.6,8.1,0.96,0.78,1094.18,268481.57,8.7,Peaceful atmosphere perfect for relaxation and unwinding,Direct Website
POI_00886,COMP_0017,TUI Group,Italy,Hotel Chain,2023,2918877,2299158,6.1,321640.04,75369.27,4.2,4.8,3.9,0.63,0.47,1348.94,397009.31,4.2,Beautiful setting with convenient location access,TripAdvisor
