POI_ID,Common_Travel_Partner,Total_Visitors,Dominant_Age_Group,Origin_Country,Average_Sentiment_Score,Average_Rating,Reviews,Avg_spend_per_head,Accesebility_index,Travel_mode,time_spent,Overall_experience,  
POI_00644,Couple,2,36-45,Germany,8.8,9.1,Unforgettable memories created,227.94,8.6,Cruise,240 mins,9.5,
POI_00645,Friends,3,36-45,France,9.6,9.4,Highly recommended destination,548.96,8.3,Cruise,240 mins,9.2,
POI_00646,Couple,2,65+,Australia,7.3,6.9,Peaceful and relaxing atmosphere,396.18,6.6,Flight,60 mins,6.9,
POI_00647,Family,4,26-35,United Kingdom,8.6,9.3,Good value for money,327.97,4.8,Bus,60 mins,8.4,
POI_00648,Couple,2,26-35,France,9.5,8.6,Breathtaking views,624.19,6.9,Bus,240 mins,8.5,
POI_00649,Solo,1,36-45,China,8.6,8.3,Perfect for families,155.86,7.7,Flight,120 hours,7.6,
POI_00650,Solo,1,26-35,United States,9.9,9.7,Breathtaking views,633.77,8.4,Cruise,180 mins,10,
POI_00651,Couple,2,36-45,Australia,8.7,8.2,Breathtaking views,228.08,7.4,Cruise,30 mins,8.4,
POI_00652,Solo,1,56-65,France,8.3,8.1,Good value for money,607.77,6.3,Car,120 mins,7.9,
POI_00653,Family,4,18-25,Japan,8.8,8.5,Could be better maintained,679.68,7.6,Train,180 mins,9.2,
POI_00654,Friends,3,36-45,Germany,7.4,7.3,Excellent facilities and staff,121.94,4,Cruise,180 mins,7.4,
POI_00655,Friends,6,65+,Germany,10,9.4,Good value for money,594.36,9.4,Train,60 mins,9.8,
POI_00656,Couple,2,65+,France,6.8,6.9,Could be better maintained,259.11,4.3,Flight,240 mins,6.9,
POI_00657,Friends,4,65+,Australia,6.2,6,Good value for money,776.5,4.1,Train,90 mins,5.5,
POI_00658,Family,3,26-35,Japan,9.8,9.3,Breathtaking views,535.23,6.1,Cruise,240 mins,8.7,
POI_00659,Family,4,36-45,United Kingdom,6.2,6.7,Highly recommended destination,241.46,6.3,Cruise,180 mins,7.3,
POI_00660,Family,5,26-35,Canada,8.9,9.2,Could be better maintained,767.9,8.5,Train,180 mins,8.8,
POI_00661,Family,4,65+,Canada,8.8,8.1,Good value for money,600.62,7.8,Bus,90 mins,8.6,
POI_00662,Friends,4,36-45,United Kingdom,6.5,6.1,Amazing experience with great service,438.45,5.6,Cruise,120 mins,5.6,
POI_00663,Family,5,36-45,Germany,8.7,8.1,Highly recommended destination,123.04,7.3,Bus,30 mins,8.2,
POI_00664,Couple,2,46-55,Canada,7.9,7.5,Peaceful and relaxing atmosphere,279.54,5.7,Train,60 mins,8.2,
POI_00665,Couple,2,18-25,China,9.3,9.4,Perfect for families,731.48,7.8,Bus,48 hours,9.2,
POI_00666,Couple,2,18-25,China,7.4,7.3,Good value for money,589.23,6.6,Bus,120 mins,7.6,
POI_00667,Friends,5,36-45,United States,8.4,7.8,Beautiful location but crowded,728.79,7.7,Flight,24 hours,8.1,
POI_00668,Couple,2,46-55,Canada,9.9,9,Breathtaking views,100.6,5.4,Car,180 mins,8.4,
POI_00669,Friends,3,56-65,Canada,8,7.7,Beautiful location but crowded,367.29,4.4,Cruise,180 mins,8.3,
POI_00670,Friends,6,36-45,China,7,6.4,Amazing experience with great service,155.26,4.9,Train,180 mins,6.2,
POI_00671,Family,3,36-45,United Kingdom,8,8.3,Breathtaking views,485.94,5.5,Flight,60 mins,8.2,
POI_00672,Family,4,56-65,Germany,7.9,7.4,Beautiful location but crowded,270.45,7,Flight,60 mins,7.5,
POI_00673,Family,4,26-35,Australia,7.2,6.7,Beautiful location but crowded,381.02,4.6,Cruise,90 mins,6,
POI_00674,Couple,2,56-65,Germany,10,9.6,Beautiful location but crowded,279.69,6.9,Car,48 hours,9.9,
POI_00675,Family,4,46-55,Australia,6.5,6.9,Amazing experience with great service,242.67,4.6,Cruise,60 mins,6.2,
POI_00676,Solo,1,36-45,Japan,7.8,7.4,Peaceful and relaxing atmosphere,385.61,7.3,Train,60 mins,7.2,
POI_00677,Family,4,56-65,Canada,6.9,6.4,Beautiful location but crowded,225.09,4.1,Cruise,90 mins,7,
POI_00678,Couple,2,36-45,Australia,7.5,7.9,Could be better maintained,175.12,4.5,Cruise,60 mins,7.9,
POI_00679,Family,5,18-25,Japan,7.3,7.6,Good value for money,432.51,5.3,Cruise,120 mins,7.4,
POI_00680,Couple,2,36-45,China,7.8,7.8,Peaceful and relaxing atmosphere,435.95,6.3,Bus,90 mins,7.8,
POI_00681,Family,4,56-65,Canada,6.5,6.6,Amazing experience with great service,686.94,3.9,Bus,240 mins,6.7,
POI_00682,Couple,2,65+,United States,10,9.4,Breathtaking views,445.87,8.7,Cruise,72 hours,9.5,
POI_00683,Couple,2,18-25,Japan,8.6,8.5,Excellent facilities and staff,176.22,6.2,Cruise,90 mins,9,
POI_00684,Solo,1,36-45,France,7.7,8.2,Could be better maintained,181.37,7.5,Car,90 mins,8.7,
POI_00685,Friends,7,18-25,Japan,8.1,7.4,Amazing experience with great service,438.91,5.4,Cruise,120 mins,7.6,
POI_00686,Family,5,18-25,China,7.8,8,Breathtaking views,796.39,5.2,Bus,60 mins,7.6,
POI_00687,Family,4,26-35,Canada,10,10,Breathtaking views,577.72,5.4,Car,72 hours,10,
POI_00688,Couple,2,36-45,Australia,7.6,7.1,Amazing experience with great service,649.39,3.9,Car,48 hours,6.9,
POI_00689,Solo,1,26-35,Germany,7.8,7.2,Could be better maintained,215.86,4.1,Car,30 mins,7.3,
POI_00690,Solo,1,18-25,United Kingdom,7.4,7.6,Excellent facilities and staff,616.99,4.9,Car,180 mins,7.7,
POI_00691,Family,5,36-45,Canada,7.1,6.7,Beautiful location but crowded,109.19,4.5,Bus,48 hours,7,
POI_00692,Family,5,65+,Germany,8.6,7.9,Breathtaking views,286.19,4.8,Train,120 mins,8.6,
POI_00693,Couple,2,18-25,United Kingdom,7.4,7.9,Breathtaking views,350.83,6.5,Flight,90 mins,7.5,
POI_00694,Family,5,65+,Germany,10,9.9,Good value for money,424.28,5.4,Car,120 mins,10,
POI_00695,Family,3,65+,Australia,7.6,7.2,Good value for money,437.02,6,Car,30 mins,6.8,
POI_00696,Solo,1,46-55,United Kingdom,7,6.4,Peaceful and relaxing atmosphere,376.39,4.6,Bus,90 mins,6.5,
POI_00697,Family,4,65+,Japan,6.3,6.2,Good value for money,190.92,5.7,Car,60 mins,6.6,
POI_00698,Friends,4,18-25,China,9,8.3,Highly recommended destination,153.62,8.1,Cruise,90 mins,7.9,
POI_00699,Couple,2,46-55,France,5.9,6.3,Highly recommended destination,616.98,4.7,Car,72 hours,6.2,
POI_00700,Solo,1,26-35,France,9.6,8.8,Excellent facilities and staff,504.96,5.2,Car,30 mins,9.1,
POI_00701,Friends,4,56-65,Australia,9.5,8.9,Breathtaking views,765.23,6.5,Cruise,72 hours,9.3,
POI_00702,Family,4,36-45,Germany,9.6,9.7,Peaceful and relaxing atmosphere,157.59,9.2,Car,120 hours,10,
POI_00703,Couple,2,36-45,United Kingdom,6.2,6.3,Peaceful and relaxing atmosphere,371.45,3.9,Flight,240 mins,6.1,
POI_00704,Family,3,65+,United Kingdom,6.3,6.3,Breathtaking views,159.65,3.3,Cruise,90 mins,6.3,
POI_00705,Solo,1,65+,Australia,7.2,6.7,Peaceful and relaxing atmosphere,718.02,4.1,Cruise,180 mins,7.2,
POI_00706,Couple,2,65+,Australia,9.9,9.6,Perfect for families,612.22,8.7,Train,96 hours,10,
POI_00707,Couple,2,65+,France,8.9,9.7,Amazing experience with great service,628.93,5.6,Car,60 mins,10,
POI_00708,Friends,4,65+,Australia,8,8.5,Beautiful location but crowded,137.74,6.7,Cruise,60 mins,8.8,
POI_00709,Couple,2,18-25,France,8.3,8.9,Excellent facilities and staff,203.41,5.9,Cruise,30 mins,9.1,
POI_00710,Friends,4,26-35,France,8,8.7,Perfect for families,757.6,6.7,Bus,60 mins,9.2,
POI_00711,Family,5,18-25,Australia,6.9,7.4,Excellent facilities and staff,745.26,5.4,Flight,60 mins,7.2,
POI_00712,Solo,1,46-55,United Kingdom,7.3,7.7,Beautiful location but crowded,754.22,6.9,Train,30 mins,7,
POI_00713,Solo,1,56-65,United Kingdom,6.5,6.4,Excellent facilities and staff,529.09,4.7,Bus,180 mins,6.8,
POI_00714,Friends,3,65+,Japan,6.1,6.3,Peaceful and relaxing atmosphere,218.26,6.1,Flight,30 mins,6.1,
POI_00715,Friends,3,18-25,China,9.4,8.6,Unforgettable memories created,256.74,6.3,Bus,72 hours,7.9,
POI_00716,Friends,7,46-55,Canada,9,9.5,Breathtaking views,681.7,8.1,Cruise,72 hours,10,
POI_00717,Couple,2,46-55,China,9.4,9,Unforgettable memories created,200.21,6,Bus,120 hours,8.9,
POI_00718,Family,4,56-65,Canada,7.6,8,Excellent facilities and staff,462.23,7.4,Flight,24 hours,7.9,
POI_00719,Couple,2,26-35,Germany,8.7,8.1,Amazing experience with great service,792.69,4.5,Train,24 hours,7.5,
POI_00720,Friends,4,56-65,United Kingdom,7.5,8.2,Amazing experience with great service,332.24,6,Train,90 mins,8.9,
POI_00721,Friends,5,65+,United Kingdom,7.9,8,Highly recommended destination,698.83,4.2,Car,120 mins,8.6,
POI_00722,Solo,1,56-65,United Kingdom,6.3,6.5,Highly recommended destination,195.84,5.6,Train,30 mins,6.1,
POI_00723,Family,3,18-25,Australia,9.3,8.9,Excellent facilities and staff,295.5,5.9,Train,120 mins,9,
POI_00724,Friends,5,46-55,United Kingdom,7.6,7.6,Amazing experience with great service,771.69,6.6,Car,240 mins,7,
POI_00725,Solo,1,26-35,France,9.7,9.3,Excellent facilities and staff,335.14,5.9,Cruise,30 mins,10,
POI_00726,Couple,2,36-45,China,7,6.5,Unforgettable memories created,251.42,4.9,Cruise,30 mins,7.1,
POI_00727,Family,5,46-55,Germany,7.7,7.9,Perfect for families,692.9,5.2,Bus,240 mins,8.2,
POI_00728,Solo,1,56-65,Australia,8,8.9,Could be better maintained,301.48,4.6,Cruise,30 mins,8.2,
POI_00729,Couple,2,65+,United Kingdom,8,7.6,Highly recommended destination,252.19,4.6,Cruise,240 mins,7.3,
POI_00730,Family,5,56-65,Australia,10,9.4,Amazing experience with great service,431.04,5.6,Bus,60 mins,8.6,
POI_00731,Solo,1,46-55,China,6.2,6.5,Could be better maintained,139.29,5.9,Car,60 mins,6.7,
POI_00732,Solo,1,26-35,Canada,7.9,7.8,Peaceful and relaxing atmosphere,294.1,7.3,Bus,90 mins,7.9,
POI_00733,Friends,5,56-65,United Kingdom,8.7,9.1,Could be better maintained,505.55,4.8,Car,120 hours,8.5,
POI_00734,Solo,1,65+,Germany,10,9.6,Highly recommended destination,601.62,6.5,Flight,60 mins,10,
POI_00735,Friends,5,46-55,China,8,7.9,Perfect for families,799.91,6.5,Bus,96 hours,8.2,
POI_00736,Couple,2,46-55,Japan,9.5,9,Beautiful location but crowded,604.67,8.6,Car,90 mins,8.2,
POI_00737,Friends,3,26-35,Germany,10,9.9,Perfect for families,233.94,7,Cruise,30 mins,9.2,
POI_00738,Solo,1,65+,Australia,9.5,8.9,Peaceful and relaxing atmosphere,198.19,6.4,Car,240 mins,8.2,
POI_00739,Friends,4,46-55,Germany,6.2,6.8,Peaceful and relaxing atmosphere,108.47,4.4,Train,30 mins,6.1,
POI_00740,Friends,5,46-55,United Kingdom,7.1,6.5,Breathtaking views,117.81,5.6,Car,240 mins,6.3,
POI_00741,Family,3,18-25,United Kingdom,9.2,9.8,Could be better maintained,387.37,5.5,Train,120 mins,9.1,
POI_00742,Friends,6,65+,China,6.4,6.9,Amazing experience with great service,255.67,5.4,Train,240 mins,6.6,
POI_00743,Solo,1,36-45,Japan,6.2,6.1,Amazing experience with great service,689.94,3.5,Car,90 mins,5.5,
POI_00744,Friends,6,56-65,Japan,8.6,8.5,Beautiful location but crowded,188.16,5.1,Train,120 mins,8.1,
POI_00745,Family,5,65+,Australia,6.8,6.5,Peaceful and relaxing atmosphere,731.39,4,Cruise,30 mins,6.4,
POI_00746,Solo,1,65+,Canada,9.4,9.1,Highly recommended destination,785.56,5.4,Cruise,30 mins,8.8,
POI_00747,Solo,1,36-45,Canada,9.2,9.8,Breathtaking views,794.37,8.6,Bus,24 hours,10,
POI_00748,Couple,2,18-25,Australia,8.7,7.9,Amazing experience with great service,797.25,7.3,Flight,30 mins,7.2,
POI_00749,Couple,2,56-65,Australia,6.4,6.5,Good value for money,414.84,6.2,Cruise,240 mins,6.6,
POI_00750,Friends,4,36-45,United Kingdom,9.5,8.9,Breathtaking views,633.69,7.7,Train,30 mins,9.8,
POI_00751,Solo,1,18-25,Australia,7.6,7.5,Amazing experience with great service,152.92,4.8,Cruise,60 mins,6.9,
POI_00752,Family,3,26-35,Germany,8.4,9.2,Good value for money,378.85,8.4,Car,60 mins,9.8,
POI_00753,Solo,1,65+,China,6,6.3,Beautiful location but crowded,613.88,5,Bus,180 mins,5.7,
POI_00754,Friends,5,36-45,Germany,8.8,8.4,Breathtaking views,644.3,5.3,Flight,120 mins,7.8,
POI_00755,Friends,3,26-35,United Kingdom,6.5,6.7,Peaceful and relaxing atmosphere,410.85,4.9,Flight,60 mins,7.1,
POI_00756,Solo,1,26-35,France,7.4,8.1,Beautiful location but crowded,117.09,5.1,Train,180 mins,7.4,
POI_00757,Solo,1,26-35,United States,10,9.9,Perfect for families,225.14,7.5,Train,60 mins,9.4,
POI_00758,Family,4,46-55,Canada,7.3,7.7,Breathtaking views,799.51,6.1,Cruise,96 hours,8,
POI_00759,Couple,2,26-35,Canada,8.8,8.4,Breathtaking views,297.33,5.1,Bus,96 hours,9.1,
POI_00760,Family,3,36-45,China,8.8,9.5,Could be better maintained,230.03,6.3,Train,30 mins,10,
POI_00761,Solo,1,26-35,Japan,6.4,6.3,Breathtaking views,627.51,5.5,Train,90 mins,5.9,
POI_00762,Solo,1,36-45,United States,8,8.8,Perfect for families,359.58,7.7,Train,120 mins,8.2,
POI_00763,Couple,2,18-25,France,8.3,8.7,Unforgettable memories created,724.76,6.7,Flight,120 hours,8.7,
POI_00764,Friends,6,18-25,France,8.9,8.7,Breathtaking views,433.51,4.9,Flight,30 mins,8.1,
POI_00765,Family,3,18-25,United States,8.5,9.4,Could be better maintained,386.4,8.1,Car,60 mins,8.8,
POI_00766,Solo,1,46-55,France,7.1,7.9,Peaceful and relaxing atmosphere,677.13,7.6,Car,90 mins,7.4,
POI_00767,Friends,5,46-55,China,7.8,7.9,Perfect for families,722.72,6.7,Cruise,30 mins,8.5,
POI_00768,Solo,1,26-35,Japan,7.9,8.6,Highly recommended destination,633.37,5.9,Flight,240 mins,9.3,
POI_00769,Family,3,36-45,Australia,7.3,7.1,Peaceful and relaxing atmosphere,665.83,6.2,Train,60 mins,6.7,
POI_00770,Solo,1,56-65,Germany,7.8,8,Unforgettable memories created,663.91,6,Bus,96 hours,7.8,
POI_00771,Solo,1,36-45,Germany,10,9.9,Good value for money,130.91,5.7,Flight,30 mins,9.1,
POI_00772,Family,4,26-35,Japan,9.1,8.9,Peaceful and relaxing atmosphere,593.49,4.8,Bus,240 mins,8.6,
POI_00773,Couple,2,46-55,Germany,8.8,8.4,Beautiful location but crowded,289.37,6.8,Car,120 mins,9.1,
POI_00774,Solo,1,26-35,United States,8.8,8.1,Could be better maintained,337.28,5.5,Train,90 mins,8.2,
POI_00775,Family,4,46-55,Germany,8.8,9.2,Excellent facilities and staff,214.15,6.8,Bus,180 mins,9.1,
POI_00776,Friends,4,65+,Australia,7.2,6.8,Good value for money,484.99,6.4,Car,60 mins,7.2,
POI_00777,Solo,1,65+,Germany,7.4,7.7,Beautiful location but crowded,410.32,4.5,Train,30 mins,8.1,
POI_00778,Friends,4,46-55,Australia,6.3,6.5,Beautiful location but crowded,571.07,5,Train,240 mins,6.4,
POI_00779,Couple,2,56-65,Canada,6.9,6.9,Peaceful and relaxing atmosphere,737.16,3.6,Train,48 hours,7.3,
POI_00780,Friends,5,46-55,Japan,9.4,9.1,Amazing experience with great service,659.5,6.8,Train,72 hours,8.5,
POI_00781,Friends,3,26-35,Canada,8.6,8,Beautiful location but crowded,137.42,5.2,Flight,30 mins,7.7,
POI_00782,Solo,1,36-45,Japan,8.6,8.4,Could be better maintained,230,7.1,Bus,72 hours,7.7,
POI_00783,Family,3,36-45,Japan,6.7,7.3,Highly recommended destination,263.31,6,Cruise,120 mins,6.9,
POI_00784,Couple,2,36-45,Canada,7.2,7.8,Amazing experience with great service,709.47,4,Train,180 mins,7.5,
POI_00785,Friends,4,56-65,United Kingdom,6.2,6.2,Peaceful and relaxing atmosphere,202.53,5.8,Car,90 mins,5.9,
POI_00786,Friends,4,46-55,Japan,7.1,7.8,Peaceful and relaxing atmosphere,474.86,7.8,Flight,30 mins,8.2,
POI_00787,Family,3,46-55,France,9.7,9.8,Beautiful location but crowded,530.84,5.2,Car,24 hours,10,
POI_00788,Friends,7,36-45,United States,6.6,7.3,Amazing experience with great service,261.13,7,Car,60 mins,7.5,
POI_00789,Couple,2,65+,Germany,6.9,7.3,Breathtaking views,476.34,6.7,Cruise,30 mins,7,
POI_00790,Family,4,36-45,France,7.9,7.5,Excellent facilities and staff,350.52,6.8,Cruise,120 mins,7.3,
POI_00791,Family,4,36-45,China,6.2,6.5,Peaceful and relaxing atmosphere,788.39,4.2,Cruise,96 hours,6.3,
POI_00792,Family,4,46-55,Japan,7.9,7.7,Breathtaking views,261.57,7.4,Bus,120 mins,7.8,
POI_00793,Couple,2,56-65,Japan,8,8.5,Excellent facilities and staff,606.49,6.8,Cruise,180 mins,8.5,
POI_00794,Friends,6,56-65,Canada,8.3,8.1,Amazing experience with great service,307.57,7.4,Flight,30 mins,7.6,
POI_00795,Solo,1,65+,United States,8.7,9.4,Good value for money,351.64,5,Cruise,60 mins,10,
POI_00796,Solo,1,46-55,Germany,8,8.3,Beautiful location but crowded,337.19,7.3,Flight,24 hours,8.8,
POI_00797,Solo,1,56-65,Canada,7.9,7.7,Breathtaking views,796.1,6.4,Flight,30 mins,7.9,
POI_00798,Solo,1,26-35,United Kingdom,10,9.9,Good value for money,149.64,6.6,Train,120 hours,8.9,
POI_00799,Family,3,65+,France,8.3,8.2,Breathtaking views,655.78,6.6,Bus,240 mins,8.3,
POI_00800,Friends,4,18-25,France,8.5,8.7,Amazing experience with great service,702.26,6.6,Cruise,120 mins,8.8,
POI_00801,Family,3,56-65,Germany,9.5,9.9,Perfect for families,784.84,7.1,Cruise,120 mins,9.8,
POI_00802,Family,4,65+,France,8.4,8.7,Breathtaking views,136.12,4.9,Flight,96 hours,8.2,
POI_00803,Family,4,56-65,Australia,6.8,6.6,Beautiful location but crowded,363.74,3.6,Flight,24 hours,6.5,
POI_00804,Couple,2,65+,Australia,8.8,8.2,Breathtaking views,787.81,6.9,Flight,30 mins,8,
POI_00805,Couple,2,36-45,China,8.3,7.8,Could be better maintained,427.3,7.2,Bus,60 mins,7.6,
POI_00806,Couple,2,46-55,Germany,8.2,7.8,Beautiful location but crowded,769.78,6.4,Cruise,24 hours,8.6,
POI_00807,Family,4,26-35,Canada,8.9,9.6,Good value for money,201.44,5.3,Train,120 hours,9.8,
POI_00808,Friends,4,65+,Australia,9.2,8.8,Beautiful location but crowded,647.66,8.5,Cruise,30 mins,8.6,
POI_00809,Family,5,18-25,Germany,8.5,9.3,Peaceful and relaxing atmosphere,705.79,7,Car,120 mins,9.5,
POI_00810,Friends,7,56-65,United States,7.8,7.3,Highly recommended destination,254.43,5.6,Flight,120 hours,6.9,
POI_00811,Family,5,18-25,United Kingdom,7.5,7.8,Good value for money,757.88,4.9,Cruise,240 mins,7.5,
POI_00812,Friends,3,56-65,China,6.8,6.7,Highly recommended destination,597.87,6.2,Bus,60 mins,7.3,
POI_00813,Family,3,26-35,United States,8.5,8.9,Amazing experience with great service,540.39,7,Flight,60 mins,9.1,
POI_00814,Couple,2,46-55,Australia,9.1,8.9,Highly recommended destination,464.04,8.8,Train,30 mins,9.2,
POI_00815,Friends,4,18-25,Germany,9.2,8.5,Good value for money,663.87,4.8,Flight,180 mins,9,
POI_00816,Solo,1,26-35,Canada,6.2,6.6,Excellent facilities and staff,486.07,6.4,Car,30 mins,6,
POI_00817,Solo,1,65+,China,9.4,9.8,Beautiful location but crowded,690.86,6,Car,120 hours,8.8,
POI_00818,Couple,2,56-65,France,9.1,9,Perfect for families,485.67,8.8,Cruise,180 mins,9.1,
POI_00819,Couple,2,36-45,Germany,9.1,8.4,Beautiful location but crowded,653.9,5.5,Car,240 mins,9.1,
POI_00820,Family,3,56-65,Australia,5.6,6,Peaceful and relaxing atmosphere,564.55,4.6,Flight,30 mins,5.6,
POI_00821,Couple,2,26-35,Australia,6.9,7.6,Excellent facilities and staff,408.25,6.3,Bus,180 mins,7.9,
POI_00822,Couple,2,18-25,Japan,7.7,7.6,Unforgettable memories created,493.77,6.5,Bus,120 mins,8.4,
POI_00823,Family,3,26-35,Australia,9.4,9.8,Could be better maintained,212.63,7.4,Train,60 mins,8.8,
POI_00824,Friends,3,18-25,France,5.7,6.3,Perfect for families,385.8,5,Car,240 mins,6.6,
POI_00825,Friends,4,46-55,United States,7.3,7,Could be better maintained,107.51,4.6,Flight,120 mins,6.9,
POI_00826,Family,3,56-65,Japan,5.8,6,Beautiful location but crowded,752.39,5.6,Bus,60 mins,5.9,
POI_00827,Solo,1,26-35,China,8,8.2,Amazing experience with great service,166.68,5.2,Train,240 mins,8.9,
POI_00828,Solo,1,65+,Japan,10,9.3,Highly recommended destination,792.56,7.5,Flight,180 mins,9.5,
POI_00829,Couple,2,26-35,Japan,9,9.9,Unforgettable memories created,137.83,7.6,Car,240 mins,9.3,
POI_00830,Family,3,36-45,Australia,9.5,9.8,Perfect for families,303.18,7.1,Bus,90 mins,9.5,
POI_00831,Couple,2,36-45,Japan,9,9,Good value for money,252.01,7.8,Bus,180 mins,8.2,
POI_00832,Friends,6,56-65,China,8.5,8.1,Highly recommended destination,112.84,5.5,Flight,120 hours,7.3,
POI_00833,Couple,2,36-45,Germany,7.7,8.2,Perfect for families,432.84,4.4,Train,120 mins,8.5,
POI_00834,Solo,1,36-45,Canada,8.8,8.7,Unforgettable memories created,282.55,8.3,Train,96 hours,7.9,
POI_00835,Family,3,36-45,Japan,6.3,6.1,Beautiful location but crowded,645.56,5.3,Flight,96 hours,6.7,
POI_00836,Solo,1,46-55,France,7.1,7,Highly recommended destination,437.58,4.2,Bus,240 mins,6.5,
POI_00837,Couple,2,56-65,Australia,9.9,9.2,Breathtaking views,184.26,8.8,Car,60 mins,9.8,
POI_00838,Solo,1,65+,United States,7.5,7.3,Beautiful location but crowded,249.36,5.4,Car,96 hours,7.8,
POI_00839,Solo,1,26-35,United States,8.7,8.5,Unforgettable memories created,487.81,7,Cruise,90 mins,9.2,
POI_00840,Family,4,18-25,Australia,8.5,9.3,Peaceful and relaxing atmosphere,111.02,6.9,Car,120 mins,8.5,
POI_00841,Family,5,18-25,Japan,9.5,8.9,Peaceful and relaxing atmosphere,118.37,8.7,Train,24 hours,9.3,
POI_00842,Solo,1,26-35,France,7.4,7.4,Excellent facilities and staff,523.24,6.2,Flight,60 mins,7.5,
POI_00843,Family,4,26-35,France,8,7.4,Unforgettable memories created,342.55,6.9,Bus,96 hours,6.7,
POI_00844,Friends,4,46-55,France,8.8,9.4,Beautiful location but crowded,637.94,6.6,Train,90 mins,9.4,
POI_00845,Family,3,36-45,Canada,8.2,8.6,Highly recommended destination,133.83,6.7,Flight,240 mins,9,
POI_00846,Solo,1,65+,United States,8.3,8.4,Good value for money,108.48,6.4,Train,180 mins,9.2,
POI_00847,Friends,5,36-45,United Kingdom,9,8.8,Good value for money,400.84,6.4,Flight,120 hours,9.5,
POI_00848,Family,3,56-65,Australia,8,8.3,Unforgettable memories created,466.27,6.9,Train,240 mins,8.7,
POI_00849,Friends,3,56-65,Japan,7.9,7.7,Highly recommended destination,312.33,6.7,Bus,72 hours,8.3,
POI_00850,Couple,2,46-55,Japan,6.7,6.5,Beautiful location but crowded,653.26,6.4,Car,240 mins,6,
POI_00851,Couple,2,46-55,United States,6.6,6.2,Highly recommended destination,412.02,5.3,Car,90 mins,6.4,
POI_00852,Couple,2,36-45,United States,8.8,9.7,Peaceful and relaxing atmosphere,731.93,7.2,Bus,120 mins,9.3,
POI_00853,Solo,1,65+,United States,9.5,9.3,Breathtaking views,219.79,8.9,Flight,72 hours,9.6,
POI_00854,Couple,2,56-65,Australia,9.5,8.7,Good value for money,194.66,5.2,Car,60 mins,8.6,
POI_00855,Solo,1,56-65,China,7.6,7.4,Highly recommended destination,431.84,6.1,Bus,96 hours,8,
POI_00856,Family,5,65+,China,7.8,7.1,Breathtaking views,138.71,5.7,Bus,60 mins,7.4,
POI_00857,Couple,2,18-25,Australia,9.6,8.9,Good value for money,399,7.1,Cruise,90 mins,8.8,
POI_00858,Friends,6,46-55,France,6.8,6.8,Breathtaking views,327.93,4.2,Flight,60 mins,7,
POI_00859,Friends,6,36-45,China,7.8,8.4,Could be better maintained,360.14,8.1,Train,180 mins,8.3,
POI_00860,Couple,2,65+,China,8.9,9.1,Beautiful location but crowded,344.9,5.9,Cruise,48 hours,8.6,
POI_00861,Couple,2,18-25,Canada,9.1,9.1,Peaceful and relaxing atmosphere,241.33,8.8,Bus,90 mins,8.6,
POI_00862,Friends,5,56-65,Canada,10,9.5,Perfect for families,584.79,5.9,Train,90 mins,8.9,
POI_00863,Couple,2,18-25,United Kingdom,10,9.3,Highly recommended destination,760.91,4.9,Flight,60 mins,9.7,
POI_00864,Couple,2,65+,Australia,6.9,6.5,Breathtaking views,223.3,5.9,Flight,90 mins,6.2,
POI_00865,Couple,2,56-65,Japan,9.2,8.8,Highly recommended destination,485.1,7.3,Cruise,90 mins,9.4,
POI_00866,Family,5,46-55,United Kingdom,7.4,7.6,Excellent facilities and staff,180.26,7,Bus,30 mins,7.6,
POI_00867,Solo,1,18-25,Canada,7.1,7.5,Unforgettable memories created,605.59,5.4,Train,24 hours,7.7,
POI_00868,Family,5,36-45,Australia,9.1,9.3,Peaceful and relaxing atmosphere,376.17,6.8,Cruise,120 hours,9.6,
POI_00869,Family,4,56-65,China,5.9,6.4,Excellent facilities and staff,718.75,4.9,Cruise,120 hours,5.8,
POI_00870,Couple,2,18-25,Germany,6.7,6.7,Good value for money,441.64,3.9,Flight,180 mins,6.7,
POI_00871,Couple,2,56-65,Canada,8.6,8.6,Breathtaking views,116.56,8.3,Bus,90 mins,8.8,
POI_00872,Family,5,56-65,Japan,6.7,6.2,Highly recommended destination,264.72,3.6,Flight,180 mins,6.4,
POI_00873,Family,4,65+,China,10,9.9,Highly recommended destination,706.32,7.9,Bus,240 mins,10,
POI_00874,Couple,2,46-55,Japan,10,9.8,Excellent facilities and staff,707.38,9.7,Flight,60 mins,10,
POI_00875,Family,3,36-45,United States,7.4,7.8,Unforgettable memories created,381.59,6.8,Car,24 hours,7.1,
POI_00876,Friends,7,56-65,Canada,8.7,8.8,Could be better maintained,559.45,6.1,Train,120 mins,8.5,
POI_00877,Friends,4,18-25,United States,9.2,9.5,Could be better maintained,589.11,7,Flight,90 mins,9.5,
POI_00878,Family,4,56-65,United States,10,10,Breathtaking views,294.6,8.9,Bus,240 mins,10,
POI_00879,Friends,4,18-25,France,9.9,9.5,Unforgettable memories created,142.72,8.8,Train,240 mins,10,
POI_00880,Solo,1,56-65,Canada,6.1,6.1,Beautiful location but crowded,698.28,5.3,Flight,30 mins,5.6,
POI_00881,Family,5,46-55,China,10,9.5,Good value for money,711.77,5.5,Car,48 hours,10,
POI_00882,Family,5,46-55,Germany,9.5,9,Good value for money,367.8,7,Car,60 mins,8.8,
POI_00883,Family,4,36-45,Canada,7.1,7.6,Excellent facilities and staff,423.99,4.6,Flight,180 mins,8,
